id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,,,,,,,4.59,0.0,4400,141,4541
#347-10,deepseek,,,,,,,7.02,0.0,3971,362,4333
#347-10,final_consensus,,,,,,,11.61,0.0,8371,503,8874
#347-11,gpt,,,,,,,2.79,0.0,4783,60,4843
#347-11,deepseek,,,,,,,4.94,0.0,4355,202,4557
#347-11,final_consensus,,,,,,,7.73,0.0,9138,262,9400
#347-12,gpt,,,,,,,2.9,0.0,3655,129,3784
#347-12,deepseek,,,,,,,3.98,0.0,3263,102,3365
#347-12,final_consensus,,,,,,,6.88,0.0,6918,231,7149
#347-13,gpt,白细胞减少,,15,51,18,51,3.82,0.0,3927,157,4084
#347-13,deepseek,白细胞减少,,15,51,18,51,9.11,0.0,3505,621,4126
#347-13,final_consensus,白细胞减少,,15,51,18,51,12.93,0.0,7432,778,8210
#347-14,gpt,,,,,,,2.92,0.0,2434,69,2503
#347-14,deepseek,,,,,,,2.77,0.0,2146,96,2242
#347-14,final_consensus,,,,,,,5.6899999999999995,0.0,4580,165,4745
#347-15,gpt,白细胞下降,,23,35,25,30,4.89,0.0,4157,159,4316
#347-15,deepseek,白细胞下降,,23,35,25,30,5.56,0.0,3787,407,4194
#347-15,final_consensus,白细胞下降,,23,35,25,30,10.45,0.0,7944,566,8510
#347-16,gpt,白细胞减少,,11,60,19,60,5.14,0.0,7726,180,7906
#347-16,deepseek,白细胞减少,,11,60,19,60,7.16,0.0,7015,367,7382
#347-16,final_consensus,白细胞减少,,11,60,19,60,12.3,0.0,14741,547,15288
#347-17,gpt,白细胞减少,,22,99,57,101,4.27,0.0,5544,137,5681
#347-17,deepseek,白细胞减少,,22,99,57,101,4.83,0.0,4981,229,5210
#347-17,final_consensus,白细胞减少,,22,99,57,101,9.1,0.0,10525,366,10891
#347-18,gpt,,,,,,,3.13,0.0,4042,129,4171
#347-18,deepseek,,,,,,,2.53,0.0,3677,92,3769
#347-18,final_consensus,,,,,,,5.66,0.0,7719,221,7940
#347-19,gpt,,,,,,,3.96,0.0,4675,189,4864
#347-19,deepseek,,,,,,,2.86,0.0,4161,134,4295
#347-19,final_consensus,,,,,,,6.82,0.0,8836,323,9159
#347-20,gpt,,,,,,,2.12,0.0,2908,89,2997
#347-20,deepseek,,,,,,,3.85,0.0,2640,236,2876
#347-20,final_consensus,,,,,,,5.970000000000001,0.0,5548,325,5873
#347-21,gpt,白细胞下降,,15,43,26,43,9.47,0.0,4009,552,4561
