id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#140-10,gpt,,,,,,,6.42,0.0,3974,224,4198
#140-10,deepseek,,,,,,,17.24,0.0,3604,985,4589
#140-10,final_consensus,,,,,,,23.659999999999997,0.0,7578,1209,8787
#140-11,gpt,,,,,,,6.29,0.0,3002,189,3191
#140-11,deepseek,,,,,,,3.85,0.0,2644,89,2733
#140-11,final_consensus,,,,,,,10.14,0.0,5646,278,5924
#140-12,gpt,,,,,,,3.69,0.0,2218,140,2358
#140-12,deepseek,,,,,,,13.42,0.0,1941,818,2759
#140-12,final_consensus,,,,,,,17.11,0.0,4159,958,5117
#140-13,gpt,,,,,,,7.78,0.0,2756,156,2912
#140-13,deepseek,,,,,,,3.38,0.0,2498,70,2568
#140-13,final_consensus,,,,,,,11.16,0.0,5254,226,5480
#140-14,gpt,血小板减少,,28,30,26,32,12.53,0.0,3109,552,3661
#140-14,deepseek,血小板减少,,2,30,6,32,11.74,0.0,2746,530,3276
#140-14,final_human_override,血小板减少,,28,30,26,32,24.27,66.43,5855,1082,6937
#140-15,gpt,无血小板减少,,36,39,33,41,8.06,0.0,3590,308,3898
#140-15,deepseek,血小板减少,,36,39,33,41,8.2,0.0,3222,432,3654
#140-15,final_consensus,无血小板减少,,36,39,33,41,16.259999999999998,0.0,6812,740,7552
#140-16,gpt,无血小板减少,,52,144,48,144,13.19,0.0,5221,553,5774
#140-16,deepseek,血小板减少,,92,144,96,144,13.74,0.0,4752,718,5470
#140-16,final_human_override,无血小板减少,,52,144,48,144,26.93,47.24,9973,1271,11244
#140-17,gpt,,,,,,,11.36,0.0,2762,445,3207
#140-17,deepseek,,,,,,,23.22,0.0,2399,1392,3791
#140-17,final_consensus,,,,,,,34.58,0.0,5161,1837,6998
#140-6,gpt,,,,,,,5.92,0.0,2952,135,3087
#140-6,deepseek,,,,,,,5.04,0.0,2672,88,2760
#140-6,final_consensus,,,,,,,10.96,0.0,5624,223,5847
#140-7,gpt,未发生血小板减少,,45,64,34,63,11.8,0.0,6621,469,7090
#140-7,deepseek,血小板减少,,45,64,34,63,6.96,0.0,6184,340,6524
#140-7,final_consensus,未发生血小板减少,,45,64,34,63,18.76,0.0,12805,809,13614
#140-8,gpt,,,,,,,5.99,0.0,3879,198,4077
#140-8,deepseek,,,,,,,3.72,0.0,3486,96,3582
#140-8,final_consensus,,,,,,,9.71,0.0,7365,294,7659
#140-9,gpt,,,,,,,17.72,0.0,3658,219,3877
#140-9,deepseek,,,,,,,15.11,0.0,3190,751,3941
#140-9,final_consensus,,,,,,,32.83,0.0,6848,970,7818
