id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.59,0.0,3810,88,3898
#347-10,deepseek,,,,,,,,,5.2,0.0,3484,307,3791
#347-10,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.79,0.0,7294,395,7689
#347-11,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,9.55,0.0,4193,215,4408
#347-11,deepseek,,,,,,,,,6.24,0.0,3868,410,4278
#347-11,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,15.790000000000001,0.0,8061,625,8686
#347-12,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.32,0.0,3065,97,3162
#347-12,deepseek,,,,,,,,,5.16,0.0,2776,315,3091
#347-12,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.48,0.0,5841,412,6253
#347-13,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.29,0.0,3337,77,3414
#347-13,deepseek,,,,,,,,,5.01,0.0,3018,256,3274
#347-13,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.299999999999999,0.0,6355,333,6688
#347-14,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.7,0.0,1844,117,1961
#347-14,deepseek,,,,,,,,,5.29,0.0,1659,358,2017
#347-14,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.989999999999998,0.0,3503,475,3978
#347-15,gpt,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,8.7,0.0,3567,122,3689
#347-15,deepseek,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,4.85,0.0,3300,285,3585
#347-15,final_consensus,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,13.549999999999999,0.0,6867,407,7274
#347-16,gpt,CD4+/CD8+ T-cell ratio,,2.04,0.45,60,1.75,0.39,60,2.88,0.0,7136,155,7291
#347-16,deepseek,CD4+/CD8+ T-cell ratio,,2.04,0.45,60,1.75,0.39,60,4.46,0.0,6528,322,6850
#347-16,final_consensus,CD4+/CD8+ T-cell ratio,,2.04,0.45,60,1.75,0.39,60,7.34,0.0,13664,477,14141
#347-17,gpt,CD4+/CD8+ T-cell ratio,,1.43,0.75,99,0.96,0.58,101,2.97,0.0,4954,123,5077
#347-17,deepseek,CD4+/CD8+ T-cell ratio,,1.43,0.75,99,0.96,0.58,101,3.88,0.0,4494,210,4704
#347-17,final_consensus,CD4+/CD8+ T-cell ratio,,1.43,0.75,99,0.96,0.58,101,6.85,0.0,9448,333,9781
#347-18,gpt,CD4+/CD8+ T-cell ratio after intervention,,1.27,0.21,70,1.13,0.16,67,4.19,0.0,3452,125,3577
#347-18,deepseek,CD4+/CD8+ T-cell ratio,,1.27,0.21,70,1.13,0.16,67,4.23,0.0,3190,307,3497
#347-18,final_consensus,CD4+/CD8+ T-cell ratio after intervention,,1.27,0.21,70,1.13,0.16,67,8.420000000000002,0.0,6642,432,7074
#347-19,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.75,0.0,4085,127,4212
#347-19,deepseek,CD4+/CD8+ T-cell ratio,,,,,,,,5.96,0.0,3674,371,4045
#347-19,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,8.71,0.0,7759,498,8257
#347-20,gpt,,,,,,,,,8.93,0.0,2318,142,2460
#347-20,deepseek,,,,,,,,,3.03,0.0,2153,150,2303
#347-20,final_consensus,,,,,,,,,11.959999999999999,0.0,4471,292,4763
#347-21,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.63,0.0,3419,118,3537
#347-21,deepseek,,,,,,,,,4.39,0.0,3047,287,3334
#347-21,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.02,0.0,6466,405,6871
#347-22,gpt,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,2.54,0.0,3989,125,4114
#347-22,deepseek,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,4.31,0.0,3700,307,4007
#347-22,final_consensus,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,6.85,0.0,7689,432,8121
#347-23,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.32,0.0,2728,95,2823
#347-23,deepseek,,,,,,,,,4.26,0.0,2514,270,2784
#347-23,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,6.58,0.0,5242,365,5607
#347-24,gpt,CD4+/CD8+ T-cell ratio,,0.11,0.00,42,0.10,0.00,40,2.73,0.0,4089,150,4239
#347-24,deepseek,CD4+/CD8+ T-cell ratio,,0.11,0.00,42,0.10,0.00,40,9.21,0.0,3713,644,4357
#347-24,final_consensus,CD4+/CD8+ T-cell ratio,,0.11,0.00,42,0.10,0.00,40,11.940000000000001,0.0,7802,794,8596
#347-25,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.75,0.0,1761,119,1880
#347-25,deepseek,,,,,,,,,3.69,0.0,1580,216,1796
#347-25,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,12.44,0.0,3341,335,3676
#347-26,gpt,,,,,,,,,2.27,0.0,3533,86,3619
#347-26,deepseek,,,,,,,,,3.96,0.0,3274,247,3521
#347-26,final_consensus,,,,,,,,,6.23,0.0,6807,333,7140
#347-27,gpt,CD4+/CD8+ T-cell ratio,,2.60,0.41,34,1.62,0.48,34,2.9,0.0,4625,128,4753
#347-27,deepseek,CD4+/CD8+ T-cell ratio,,2.60,0.41,34,1.62,0.48,34,3.7,0.0,4300,273,4573
#347-27,final_consensus,CD4+/CD8+ T-cell ratio,,2.60,0.41,34,1.62,0.48,34,6.6,0.0,8925,401,9326
#347-28,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.86,0.0,4434,119,4553
#347-28,deepseek,,,,,,,,,5.11,0.0,3880,357,4237
#347-28,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.970000000000001,0.0,8314,476,8790
#347-29,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,11.95,0.0,2217,298,2515
#347-29,deepseek,CD4+/CD8+ T-cell ratio,,,,66,,,72,11.88,0.0,2011,888,2899
#347-29,final_human_override,CD4+/CD8+ T-cell ratio,,,,,,,,23.83,35.04,4228,1186,5414
#347-30,gpt,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,8.59,0.0,4004,125,4129
#347-30,deepseek,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,4.45,0.0,3574,267,3841
#347-30,final_consensus,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,13.04,0.0,7578,392,7970
#347-31,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.07,0.0,2874,73,2947
#347-31,deepseek,CD4+/CD8+ T-cell ratio,,,,,,,,3.63,0.0,2558,239,2797
#347-31,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,5.699999999999999,0.0,5432,312,5744
#347-32,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,5.87,0.0,3367,304,3671
#347-32,deepseek,CD4+/CD8+ T-cell ratio,,,,,,,,5.91,0.0,3063,343,3406
#347-32,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,11.780000000000001,0.0,6430,647,7077
#347-33,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.09,0.0,1151,78,1229
#347-33,deepseek,,,,,,,,,4.07,0.0,1040,207,1247
#347-33,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,12.16,0.0,2191,285,2476
#347-34,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.92,0.0,2864,108,2972
#347-34,deepseek,CD4+/CD8+ T-cell ratio,,,,,,,,2.49,0.0,2531,148,2679
#347-34,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,5.41,0.0,5395,256,5651
#347-35,gpt,,,,,,,,,2.86,0.0,2277,126,2403
#347-35,deepseek,,,,,,,,,3.7,0.0,2072,218,2290
#347-35,final_consensus,,,,,,,,,6.5600000000000005,0.0,4349,344,4693
#347-36,gpt,CD4+/CD8+ T-cell ratio,,1.45,0.21,43,1.07,0.19,42,2.4,0.0,4745,120,4865
