id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD3+,,60.10,10.43,34,50.60,10.21,35,9.64,0,4630,110,4740
#169-15,deepseek,CD3+,,60.10,10.43,34,50.60,10.21,35,5.27,0,4283,328,4611
#169-15,final_consensus,CD3+,,60.10,10.43,34,50.60,10.21,35,14.91,0,8913,438,9351
#169-16,gpt,CD3+,,64.82,7.05,40,59.60,7.21,39,8.62,0,11581,109,11690
#169-16,deepseek,CD3+,,64.82,7.05,40,59.60,7.21,39,4.98,0,10465,268,10733
#169-16,final_consensus,CD3+,,64.82,7.05,40,59.60,7.21,39,13.6,0,22046,377,22423
#169-17,gpt,,,,,,,,,1.94,0,3512,63,3575
#169-17,deepseek,,,,,,,,,1.88,0,3110,93,3203
#169-17,final_consensus,,,,,,,,,3.82,0,6622,156,6778
#169-18,gpt,CD3+,,67.9,2.5,53,58.4,1.9,47,4.14,0,5383,141,5524
#169-18,deepseek,CD3+,,67.9,2.5,53,58.4,1.9,47,3.78,0,4846,182,5028
#169-18,final_consensus,CD3+,,67.9,2.5,53,58.4,1.9,47,7.92,0,10229,323,10552
#169-19,gpt,CD3+,,66,6,55,51,5,55,2.61,0,3327,120,3447
#169-19,deepseek,CD3+,,66,6,55,51,5,55,10.35,0,3039,589,3628
#169-19,final_consensus,CD3+,,66,6,55,51,5,55,12.959999999999999,0,6366,709,7075
#169-20,gpt,CD3+,,83.47,14.96,45,64.05,13.45,45,8.34,0,3454,104,3558
#169-20,deepseek,CD3+,,83.47,14.96,45,64.05,13.45,45,2.83,0,3245,155,3400
#169-20,final_consensus,CD3+,,83.47,14.96,45,64.05,13.45,45,11.17,0,6699,259,6958
#169-21,gpt,,,,,,,,,2.24,0,4030,63,4093
#169-21,deepseek,,,,,,,,,2.55,0,3709,114,3823
#169-21,final_consensus,,,,,,,,,4.79,0,7739,177,7916
#169-22,gpt,CD3+,,63.05,6.31,60,62.94,5.77,60,2.83,0,4530,126,4656
#169-22,deepseek,CD3+,,63.05,6.31,60,62.94,5.77,60,3.89,0,4077,229,4306
#169-22,final_consensus,CD3+,,63.05,6.31,60,62.94,5.77,60,6.720000000000001,0,8607,355,8962
#169-23,gpt,CD3+,,65.69,4.85,43,53.84,4.30,43,3.19,0,4332,126,4458
#169-23,deepseek,CD3+,,65.69,4.85,43,53.84,4.30,43,4.67,0,3854,273,4127
#169-23,final_consensus,CD3+,,65.69,4.85,43,53.84,4.30,43,7.859999999999999,0,8186,399,8585
#169-24,gpt,,,,,,,,,3.08,0,3984,64,4048
#169-24,deepseek,,,,,,,,,3.33,0,3548,114,3662
#169-24,final_consensus,,,,,,,,,6.41,0,7532,178,7710
#169-25,gpt,CD3+,,0.54,0.13,38,0.44,0.12,40,2.42,0,3896,123,4019
#169-25,deepseek,CD3+,,0.54,0.13,38,0.44,0.12,40,3.46,0,3549,168,3717
#169-25,final_consensus,CD3+,,0.54,0.13,38,0.44,0.12,40,5.88,0,7445,291,7736
#169-26,gpt,,,,,,,,,2.22,0,3640,63,3703
#169-26,deepseek,,,,,,,,,4.91,0,3328,243,3571
#169-26,final_consensus,,,,,,,,,7.130000000000001,0,6968,306,7274
#169-27,gpt,CD3+,,64.02,4.58,35,52.58,5.69,30,2.45,0,4208,104,4312
#169-27,deepseek,CD3+,,64.02,4.58,35,52.58,5.69,30,4.45,0,3883,270,4153
#169-27,final_consensus,CD3+,,64.02,4.58,35,52.58,5.69,30,6.9,0,8091,374,8465
