id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-15,gpt,,"The article reports outcomes including clinical response rate, KPS quality-of-life score categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. No CD3+ level outcome is reported before or after intervention. The sample sizes are 35 per arm overall, but no sample size is given specifically for CD3+ because the outcome is absent. No post-intervention CD3+ means or SDs are reported for either group. Therefore, the requested outcome does not strictly match any reported outcome and should not be extracted.",,,,,,,15.45,0,3143,668,3811
#27-15,deepseek,,"The article evaluates Kanglaite combined with GP regimen for advanced NSCLC, reporting outcomes like clinical response, KPS score improvement, and adverse events. It does not report CD3+ levels or any other immune cell subset data. Therefore, no matching outcome is available.",,,,,,,5.39,0,2896,243,3139
#27-15,final_consensus,,"The article reports outcomes including clinical response rate, KPS quality-of-life score categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. No CD3+ level outcome is reported before or after intervention. The sample sizes are 35 per arm overall, but no sample size is given specifically for CD3+ because the outcome is absent. No post-intervention CD3+ means or SDs are reported for either group. Therefore, the requested outcome does not strictly match any reported outcome and should not be extracted.",,,,,,,20.84,0,6039,911,6950
#27-16,gpt,,"I reviewed the article outcomes: clinical response (CR/PR/SD/PD, RR, DCR), KPS quality-of-life improvement, and 1-year event-free survival/median survival. No CD3+ level outcome is reported after intervention. The article also does not provide immune-cell subset data or CD3+ means/SDs for either arm. Therefore, the requested CD3+ level outcome cannot be extracted.",,,,,,,14.87,0,2902,625,3527
#27-16,deepseek,,"The study evaluates Kanglaite plus GP chemotherapy for advanced NSCLC and reports clinical efficacy, quality of life, and survival. No immune cell markers such as CD3+ level or any immunoglobulin levels are reported. Therefore, the outcome CD3+ level is not available.",,,,,,,10.55,0,2692,683,3375
#27-16,final_consensus,,"I reviewed the article outcomes: clinical response (CR/PR/SD/PD, RR, DCR), KPS quality-of-life improvement, and 1-year event-free survival/median survival. No CD3+ level outcome is reported after intervention. The article also does not provide immune-cell subset data or CD3+ means/SDs for either arm. Therefore, the requested CD3+ level outcome cannot be extracted.",,,,,,,25.42,0,5594,1308,6902
#27-17,gpt,CD3+ T cells percentage after intervention,"The article reports T-cell subgroup outcomes including CD3+ T cells, CD4+ T cells, CD8+ T cells, and CD4+/CD8+; CD3+ T-cell percentage strictly matches the requested CD3+ level outcome. The post-intervention values are listed in Table 3 under 治疗后. The intervention arm is the observation group receiving GP plus Kanglaite injection, with n=70. The control arm received GP alone, with n=67. Post-treatment CD3+ T-cell percentage was 65.9±12.6 in the intervention group and 53.3±10.2 in the control group.",65.9,12.6,70,53.3,10.2,67,12.81,0,5074,452,5526
#27-17,deepseek,CD3+ T cell percentage,,65.9,12.6,70,53.3,10.2,67,8.16,0,4732,553,5285
#27-17,final_consensus,CD3+ T cells percentage after intervention,"The article reports T-cell subgroup outcomes including CD3+ T cells, CD4+ T cells, CD8+ T cells, and CD4+/CD8+; CD3+ T-cell percentage strictly matches the requested CD3+ level outcome. The post-intervention values are listed in Table 3 under 治疗后. The intervention arm is the observation group receiving GP plus Kanglaite injection, with n=70. The control arm received GP alone, with n=67. Post-treatment CD3+ T-cell percentage was 65.9±12.6 in the intervention group and 53.3±10.2 in the control group.",65.9,12.6,70,53.3,10.2,67,20.97,0,9806,1005,10811
#27-18,gpt,CD3+ level after treatment,"The article reports T lymphocyte subgroup outcomes including CD3, CD4, and CD8; CD3 strictly matches the requested CD3+ level, while CD4/CD8 are not extracted. The randomized groups were control n=36 and treatment/intervention n=33. Table 3 provides before- and after-treatment values as mean ± SD. For CD3 after treatment, the treatment group value is 61.02 ± 7.98 and the control group value is 52.11 ± 6.41. Therefore the post-intervention CD3+ level is extracted for both arms.",61.02,7.98,33,52.11,6.41,36,12.26,0,3563,352,3915
