id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD4+ level after intervention,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8, and CD4 strictly matches the requested CD4+ level outcome. The matched post-intervention values are in Table 3, reported as mean ± SD percentage. The intervention arm is the combined Kanglaite plus GP chemotherapy group with n=34, and the control arm is the GP chemotherapy group with n=35. After treatment, CD4 was 39.12 ± 9.14 in the intervention group and 31.28 ± 8.75 in the control group.",39.12,9.14,34,31.28,8.75,35,6.56,0,4136,381,4517
#169-15,deepseek,CD4+ level,,39.12,9.14,34,31.28,8.75,35,8.51,0,3851,411,4262
#169-15,final_consensus,CD4+ level after intervention,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8, and CD4 strictly matches the requested CD4+ level outcome. The matched post-intervention values are in Table 3, reported as mean ± SD percentage. The intervention arm is the combined Kanglaite plus GP chemotherapy group with n=34, and the control arm is the GP chemotherapy group with n=35. After treatment, CD4 was 39.12 ± 9.14 in the intervention group and 31.28 ± 8.75 in the control group.",39.12,9.14,34,31.28,8.75,35,15.07,0,7987,792,8779
#169-16,gpt,CD4+ level,"The article reports immune function outcomes including CD3+, CD4+, CD4+/CD8+, and NK cell activity; CD4+ strictly matches the requested CD4+ level outcome. Table 7 provides CD4+ values before and after treatment for both arms. The evaluable sample sizes are treatment/intervention group n=40 and control group n=39. After intervention, CD4+ was 36.24±3.60 in the Kanglaite injection plus chemotherapy group and 31.72±4.42 in the chemotherapy-only control group.",36.24,3.60,40,31.72,4.42,39,7.05,0,11087,348,11435
#169-16,deepseek,CD4+ level after intervention,"Table 7 reports CD4+ levels after treatment. The intervention group (chemotherapy + Kanglaite) has n=40, mean=36.24, SD=3.60. The control group (chemotherapy alone) has n=39, mean=31.72, SD=4.42. This matches the CD4+ level outcome definition.",36.24,3.60,40,31.72,4.42,39,14.67,0,10033,802,10835
#169-16,final_consensus,CD4+ level,"The article reports immune function outcomes including CD3+, CD4+, CD4+/CD8+, and NK cell activity; CD4+ strictly matches the requested CD4+ level outcome. Table 7 provides CD4+ values before and after treatment for both arms. The evaluable sample sizes are treatment/intervention group n=40 and control group n=39. After intervention, CD4+ was 36.24±3.60 in the Kanglaite injection plus chemotherapy group and 31.72±4.42 in the chemotherapy-only control group.",36.24,3.60,40,31.72,4.42,39,21.72,0,21120,1150,22270
#169-17,gpt,,"The article reports clinical efficacy (CR/PR/SD/PD, RR, CBR), KPS quality-of-life changes, and adverse reactions. It does not report CD4+ level after intervention, nor any table or result containing CD4+ mean/SD values. Although total arm sizes are 36 observation and 36 control, these are not sample sizes for a matched CD4+ outcome. Therefore the requested CD4+ level outcome is not extractable.",,,,,,,10.03,0,3018,606,3624
#169-17,deepseek,,"The article is about a clinical trial on advanced non-small cell lung cancer treated with chemotherapy plus Kanglaite injection. Outcomes reported include clinical efficacy (response rate, clinical benefit rate), quality of life (KPS score), and adverse reaction rates. There is no mention of CD4+ level or any immunoglobulin-related outcomes. Therefore, no data match the CD4+ outcome definition.",,,,,,,5.3,0,2678,176,2854
#169-17,final_consensus,,"The article reports clinical efficacy (CR/PR/SD/PD, RR, CBR), KPS quality-of-life changes, and adverse reactions. It does not report CD4+ level after intervention, nor any table or result containing CD4+ mean/SD values. Although total arm sizes are 36 observation and 36 control, these are not sample sizes for a matched CD4+ outcome. Therefore the requested CD4+ level outcome is not extractable.",,,,,,,15.329999999999998,0,5696,782,6478
#169-18,gpt,CD4+(%),"The article reports immune function outcomes including IgA, IgG, IgM, NK cells, CD3+, CD4+, CD4+/CD8+, and white blood cells. The requested outcome strictly matches the reported CD4+(%) level in Table 4 after intervention. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=53; the control arm received NP chemotherapy alone, with n=47. Table 4 reports CD4+(%) as 42.4±2.5 for the observation group and 36.2±1.9 for the control group.",42.4,2.5,53,36.2,1.9,47,5.79,0,4889,305,5194
#169-18,deepseek,CD4+ level (%),"The article reports CD4+ (%) as part of immune function outcomes in Table 4. The observation group (intervention) had n=53, mean 42.4, SD 2.5; the control group had n=47, mean 36.2, SD 1.9. This strictly matches the outcome definition of CD4+ level.",42.4,2.5,53,36.2,1.9,47,7.33,0,4414,325,4739
#169-18,final_consensus,CD4+(%),"The article reports immune function outcomes including IgA, IgG, IgM, NK cells, CD3+, CD4+, CD4+/CD8+, and white blood cells. The requested outcome strictly matches the reported CD4+(%) level in Table 4 after intervention. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=53; the control arm received NP chemotherapy alone, with n=47. Table 4 reports CD4+(%) as 42.4±2.5 for the observation group and 36.2±1.9 for the control group.",42.4,2.5,53,36.2,1.9,47,13.120000000000001,0,9303,630,9933
#169-19,gpt,CD4+ level (%) after intervention,"The article reports immune function outcomes including T-cell subsets CD3+, CD4+, CD8+, CD4+/CD8+ and immunoglobulins IgA, IgG, IgM; CD4+ level strictly matches the requested outcome. Table 2 provides post-treatment T-cell subset values for both arms. The intervention arm is the research group receiving Kanglaite injection plus chemotherapy, with n=55; the control arm received chemotherapy alone, with n=55. Post-treatment CD4+ values are reported as 36±5 for the intervention group and 26±5 for the control group.",36,5,55,26,5,55,7.37,0,2833,362,3195
#169-19,deepseek,CD4+ level (percentage),"The article reports CD4+ level as a percentage of T cell subsets. Table 2 provides post-treatment mean ± SD for CD4+ (%). The intervention (study) group has n=55, mean=36, SD=5; the control group has n=55, mean=26, SD=5. This matches the requested outcome definition.",36,5,55,26,5,55,9.32,0,2607,393,3000
#169-19,final_consensus,CD4+ level (%) after intervention,"The article reports immune function outcomes including T-cell subsets CD3+, CD4+, CD8+, CD4+/CD8+ and immunoglobulins IgA, IgG, IgM; CD4+ level strictly matches the requested outcome. Table 2 provides post-treatment T-cell subset values for both arms. The intervention arm is the research group receiving Kanglaite injection plus chemotherapy, with n=55; the control arm received chemotherapy alone, with n=55. Post-treatment CD4+ values are reported as 36±5 for the intervention group and 26±5 for the control group.",36,5,55,26,5,55,16.69,0,5440,755,6195
#169-20,gpt,CD4+ level after intervention,"The article reports T lymphocyte subsets including CD3+, CD4+, CD8+, and CD4+/CD8+; CD4+ level strictly matches the requested outcome. Table 4 provides post-treatment CD4+ values for both groups. The total randomized sample sizes were 45 in the observation/intervention group and 45 in the control group, and Table 3 confirms n=45 for post-treatment continuous outcomes. For post-treatment CD4+, the observation group mean±SD was 51.04±12.01, and the control group mean±SD was 41.93±17.28.",51.04,12.01,45,41.93,17.28,45,7.37,0,2960,334,3294
#169-20,deepseek,CD4+,,51.04,12.01,45,41.93,17.28,45,6.86,0,2813,292,3105
#169-20,final_consensus,CD4+ level after intervention,"The article reports T lymphocyte subsets including CD3+, CD4+, CD8+, and CD4+/CD8+; CD4+ level strictly matches the requested outcome. Table 4 provides post-treatment CD4+ values for both groups. The total randomized sample sizes were 45 in the observation/intervention group and 45 in the control group, and Table 3 confirms n=45 for post-treatment continuous outcomes. For post-treatment CD4+, the observation group mean±SD was 51.04±12.01, and the control group mean±SD was 41.93±17.28.",51.04,12.01,45,41.93,17.28,45,14.23,0,5773,626,6399
#169-21,gpt,,"The requested outcome is CD4+ level after intervention. The article reports short-term tumor response, Karnofsky quality-of-life score, 1-year survival, median/average survival time, nausea/vomiting, and white blood cell decrease. No CD4+ level or CD4-related immune cell measurement is reported. White blood cell decrease is a toxicity outcome and does not strictly match CD4+ level. Therefore, no eligible outcome data, sample sizes, means, or SDs can be extracted.",,,,,,,11.01,0,3536,663,4199
#169-21,deepseek,,"The article compares Kanglaite Injection plus chemotherapy versus chemotherapy alone for advanced non-small cell lung cancer. Reported outcomes include short-term efficacy, Karnofsky score, survival rates, and toxicity (nausea/vomiting, leukopenia). No CD4+ level or any T-cell subset measurement is mentioned. Hence, no matching outcome data can be extracted.",,,,,,,9.29,0,3277,465,3742
#169-21,final_consensus,,"The requested outcome is CD4+ level after intervention. The article reports short-term tumor response, Karnofsky quality-of-life score, 1-year survival, median/average survival time, nausea/vomiting, and white blood cell decrease. No CD4+ level or CD4-related immune cell measurement is reported. White blood cell decrease is a toxicity outcome and does not strictly match CD4+ level. Therefore, no eligible outcome data, sample sizes, means, or SDs can be extracted.",,,,,,,20.299999999999997,0,6813,1128,7941
#169-22,gpt,CD4+(%) after treatment,"The article reports immune cell activity outcomes including NK, CD4+/CD8+, CD4+(%), and CD3+(%); CD4+(%) strictly matches the requested CD4+ level outcome. The matched outcome is reported in Table 4 after treatment/intervention. The table states n = 60 for both groups. The observation group received Kanglaite Injection plus TP chemotherapy and is the intervention arm; the control group received TP chemotherapy alone. After treatment, CD4+(%) was 38.17 ± 4.77 in the intervention group and 31.24 ± 4.12 in the control group.",38.17,4.77,60,31.24,4.12,60,6.6,0,4036,346,4382
#169-22,deepseek,CD4+ level (%),"The article reports immune cell activity, including CD4+ (%) in Table 4. This matches the requested CD4+ level outcome. The intervention arm (observation group) received Kanglaite plus chemotherapy, and the control arm received chemotherapy alone. Sample sizes are n=60 each. After treatment, the control group had mean CD4+ 31.24% with SD 4.12, and the intervention group had mean CD4+ 38.17% with SD 4.77.",38.17,4.77,60,31.24,4.12,60,8.53,0,3645,337,3982
#169-22,final_consensus,CD4+(%) after treatment,"The article reports immune cell activity outcomes including NK, CD4+/CD8+, CD4+(%), and CD3+(%); CD4+(%) strictly matches the requested CD4+ level outcome. The matched outcome is reported in Table 4 after treatment/intervention. The table states n = 60 for both groups. The observation group received Kanglaite Injection plus TP chemotherapy and is the intervention arm; the control group received TP chemotherapy alone. After treatment, CD4+(%) was 38.17 ± 4.77 in the intervention group and 31.24 ± 4.12 in the control group.",38.17,4.77,60,31.24,4.12,60,15.129999999999999,0,7681,683,8364
