id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#111-11,gpt,liver and kidney function impairment (grade ≥1),,16,49,22,49,3.41,0.0,3742,130,3872
#111-11,deepseek,liver and kidney function impairment,,16,49,22,49,5.18,0.0,3425,329,3754
#111-11,final_consensus,liver and kidney function impairment (grade ≥1),,16,49,22,49,8.59,0.0,7167,459,7626
#111-12,gpt,liver and kidney function impairment,,,,,,3.45,0.0,3514,124,3638
#111-12,deepseek,liver and kidney function impairment,,,,,,7.73,0.0,3246,576,3822
#111-12,final_consensus,liver and kidney function impairment,,,,,,11.18,0.0,6760,700,7460
#111-13,gpt,liver and kidney function impairment (grade ≥1),,11,35,18,35,3.76,0.0,2942,164,3106
#111-13,deepseek,liver and kidney function impairment,,11,35,18,35,4.91,0.0,2694,270,2964
#111-13,final_consensus,liver and kidney function impairment (grade ≥1),,11,35,18,35,8.67,0.0,5636,434,6070
#111-14,gpt,,,,,,,3.56,0.0,2612,157,2769
#111-14,deepseek,liver and kidney function impairment,,,,,,7.26,0.0,2330,540,2870
#111-14,final_consensus,,,,,,,10.82,0.0,4942,697,5639
#111-15,gpt,,,,,,,4.11,0.0,4247,185,4432
#111-15,deepseek,liver and kidney function impairment,,,50,,50,8.85,0.0,3979,701,4680
#111-15,final_human_override,,,,,,,12.96,23.02,8226,886,9112
#111-16,gpt,liver and kidney function impairment,,,,,,5.52,0.0,2827,290,3117
#111-16,deepseek,,,,,,,9.3,0.0,2553,644,3197
#111-16,final_consensus,liver and kidney function impairment,,,,,,14.82,0.0,5380,934,6314
#111-17,gpt,,,,,,,4.75,0.0,3702,250,3952
#111-17,deepseek,,,,,,,4.76,0.0,3349,270,3619
#111-17,final_consensus,,,,,,,9.51,0.0,7051,520,7571
