id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD4+ level,,39.33,3.57,50,35.12,3.02,50,3.13,0,3000,119,3119
#18-10,deepseek,CD4+ level after treatment,,39.33,3.57,50,35.12,3.02,50,5.93,0,2655,221,2876
#18-10,final_consensus,CD4+ level,,39.33,3.57,50,35.12,3.02,50,9.059999999999999,0,5655,340,5995
#18-11,gpt,CD4+ level after intervention (%),,39.15,4.97,43,34.27,5.01,42,3.69,0,4741,139,4880
#18-11,deepseek,CD4+ level,,39.15,4.97,43,34.27,5.01,42,7.14,0,4319,329,4648
#18-11,final_consensus,CD4+ level after intervention (%),,39.15,4.97,43,34.27,5.01,42,10.83,0,9060,468,9528
#18-12,gpt,CD4+ level,,36.7,2.52,36,25.6,2.15,36,3.29,0,2163,119,2282
#18-12,deepseek,CD4+,,36.7,2.52,36,25.6,2.15,36,4.93,0,2005,216,2221
#18-12,final_consensus,CD4+ level,,36.7,2.52,36,25.6,2.15,36,8.219999999999999,0,4168,335,4503
#18-13,gpt,CD4+ level,,0.27,0.10,38,0.16,0.08,40,2.52,0,3195,133,3328
#18-13,deepseek,CD4+ level,,0.27,0.10,38,0.16,0.08,40,5.06,0,2914,250,3164
#18-13,final_consensus,CD4+ level,,0.27,0.10,38,0.16,0.08,40,7.58,0,6109,383,6492
#18-14,gpt,CD4+ level (%),,37.10,5.09,53,29.22,6.38,53,3.8,0,4721,126,4847
#18-14,deepseek,CD4+ level,,37.10,5.09,53,29.22,6.38,53,4.12,0,4302,166,4468
#18-14,final_consensus,CD4+ level (%),,37.10,5.09,53,29.22,6.38,53,7.92,0,9023,292,9315
#18-15,gpt,CD4+ level after treatment (%),,50.2,60.2,39,39.3,5.8,41,6.0,0,3658,368,4026
#18-15,deepseek,CD4+ level,,50.2,60.2,39,39.3,5.8,41,9.64,0,3407,425,3832
#18-15,final_consensus,CD4+ level after treatment (%),,50.2,60.2,39,39.3,5.8,41,15.64,0,7065,793,7858
#18-16,gpt,CD4+ level (%),,35.11,1.53,43,30.25,2.66,43,3.78,0,3672,141,3813
#18-16,deepseek,CD4+ (%),,35.11,1.53,43,30.25,2.66,43,6.54,0,3252,313,3565
#18-16,final_consensus,CD4+ level (%),,35.11,1.53,43,30.25,2.66,43,10.32,0,6924,454,7378
#18-17,gpt,CD4+ level (%) after intervention,,39.13,4.51,42,32.85,3.12,42,3.88,0,2682,133,2815
