id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,"The article reports outcomes including tumor response, adverse reactions, KPS/body weight, blood routine, liver/kidney function, and ECG monitoring. It mentions improved immune function only generally in the discussion, but no CD8+ level outcome or post-intervention CD8+ data are reported. Overall group sizes are 39 in the intervention arm and 41 in the control arm, but these are not tied to a CD8+ outcome. No post-intervention CD8+ means or SDs are available. Therefore, the requested CD8+ level outcome cannot be extracted.",,,,,,,16.31,0,4617,695,5312
#13-10,deepseek,,"The article reports on efficacy, toxicity, KPS and body weight in NSCLC patients treated with Kanglaite plus NP chemotherapy. No CD8+ level or any T-cell subset data is mentioned.",,,,,,,14.04,0,4063,937,5000
#13-10,final_consensus,,"The article reports outcomes including tumor response, adverse reactions, KPS/body weight, blood routine, liver/kidney function, and ECG monitoring. It mentions improved immune function only generally in the discussion, but no CD8+ level outcome or post-intervention CD8+ data are reported. Overall group sizes are 39 in the intervention arm and 41 in the control arm, but these are not tied to a CD8+ outcome. No post-intervention CD8+ means or SDs are available. Therefore, the requested CD8+ level outcome cannot be extracted.",,,,,,,30.349999999999998,0,8680,1632,10312
#13-11,gpt,,"The article reports tumor response, clinical benefit rate, KPS quality of life, and toxicities such as nausea/vomiting, leukopenia, thrombocytopenia, anemia, fatigue, and anorexia. No CD8+ level outcome is reported after intervention, and no immune cell subset data matching CD8+ level are provided. Although sample sizes are 20 per arm overall, they are not tied to a CD8+ outcome. Therefore, the requested outcome cannot be extracted.",,,,,,,11.88,0,2368,290,2658
#13-11,deepseek,,"The article does not report CD8+ level. The outcomes reported include response rate, clinical benefit rate, quality of life (KPS), and chemotherapy toxicities. There is no mention of CD8+ T cells, CD8+ level, or any immunoglobulin-related outcome. Therefore, no data can be extracted.",,,,,,,7.51,0,2107,465,2572
#13-11,final_consensus,,"The article reports tumor response, clinical benefit rate, KPS quality of life, and toxicities such as nausea/vomiting, leukopenia, thrombocytopenia, anemia, fatigue, and anorexia. No CD8+ level outcome is reported after intervention, and no immune cell subset data matching CD8+ level are provided. Although sample sizes are 20 per arm overall, they are not tied to a CD8+ outcome. Therefore, the requested outcome cannot be extracted.",,,,,,,19.39,0,4475,755,5230
#13-12,gpt,,"The requested outcome is CD8+ level after intervention. The article reports serum CEA, CYFRA21-1, SCC, tumor response, and toxicity outcomes, but no CD8+ level or T-cell subset outcome is reported. Although total sample sizes are 40 in the experimental group and 40 in the control group, they are not tied to a CD8+ outcome. No post-intervention CD8+ means or SDs are available, so the outcome does not strictly match the requested definition.",,,,,,,11.24,0,3999,265,4264
#13-12,deepseek,,"The outcome of interest is CD8+ level. The article reports outcomes such as serum CEA, CYFRA21-1, SCC, efficacy, and toxicity, but does not report CD8+ level or any T-cell subset counts. Since no immune marker matches CD8+ level, the outcome is not available.",,,,,,,3.72,0,3714,214,3928
#13-12,final_consensus,,"The requested outcome is CD8+ level after intervention. The article reports serum CEA, CYFRA21-1, SCC, tumor response, and toxicity outcomes, but no CD8+ level or T-cell subset outcome is reported. Although total sample sizes are 40 in the experimental group and 40 in the control group, they are not tied to a CD8+ outcome. No post-intervention CD8+ means or SDs are available, so the outcome does not strictly match the requested definition.",,,,,,,14.96,0,7713,479,8192
#13-13,gpt,CD8+ level,"The article reports immune indicators including CD3+, CD4+, CD8+, CD4+/CD8+, and NK, and CD8+ strictly matches the requested outcome. Table 4 provides immune indicator values as mean ± SD with n=30 for each group. The post-intervention CD8+ level is listed under 治疗后: treatment group 30.84 ± 7.43 and control group 34.95 ± 9.03. Therefore, the extracted sample sizes are 30 per arm, with the reported post-treatment means and SDs.",30.84,7.43,30,34.95,9.03,30,5.37,0,3216,336,3552
#13-13,deepseek,CD8+ level,"The article reports immune markers including CD8+ levels after intervention. Table 4 shows post-treatment CD8+ mean and SD for both groups: treatment group (intervention) 30.84 ± 7.43, control 34.95 ± 9.03, with n=30 each. This matches the requested CD8+ level outcome.",30.84,7.43,30,34.95,9.03,30,7.8,0,2914,534,3448
