id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,"The article reports tumor response rate, toxicities, KPS score/body weight changes, and routine blood/liver/kidney/cardiac monitoring. It does not report CD4+/CD8+ T-cell ratio after intervention, nor any table of immune-cell subset means or SDs. Although the trial sample sizes are 39 in the Kanglaite plus NP arm and 41 in the NP-only control arm, these are not sample sizes for the requested CD4+/CD8+ outcome. No post-intervention mean or SD for CD4+/CD8+ T-cell ratio is provided. Therefore, the requested outcome is not extractable.",,,,,,,15.52,0.0,4637,453,5090
#13-10,deepseek,,"The article reports outcomes including response rate, adverse events, KPS score, and body weight, but does not mention CD4+/CD8+ T-cell ratio or any T-cell subset counts. Therefore, no matching outcome is available.",,,,,,,4.22,0.0,4083,215,4298
#13-10,final_consensus,,"The article reports tumor response rate, toxicities, KPS score/body weight changes, and routine blood/liver/kidney/cardiac monitoring. It does not report CD4+/CD8+ T-cell ratio after intervention, nor any table of immune-cell subset means or SDs. Although the trial sample sizes are 39 in the Kanglaite plus NP arm and 41 in the NP-only control arm, these are not sample sizes for the requested CD4+/CD8+ outcome. No post-intervention mean or SD for CD4+/CD8+ T-cell ratio is provided. Therefore, the requested outcome is not extractable.",,,,,,,19.74,0.0,8720,668,9388
#13-11,gpt,,"The article was checked for CD4+/CD8+ T-cell ratio outcomes after intervention. It reports tumor response, clinical benefit, KPS quality of life, and toxicities such as nausea/vomiting, leukopenia, thrombocytopenia, anemia, fatigue, and anorexia. No CD4+/CD8+ T-cell ratio or matching immune T-cell subset outcome is reported. Therefore no arm-specific sample size, mean, or SD can be extracted for this outcome.",,,,,,,9.78,0.0,2388,644,3032
#13-11,deepseek,,"The article reports on a randomized controlled trial of Kanglaite injection plus chemotherapy versus chemotherapy alone for non-small cell lung cancer. Outcomes include efficacy rates, KPS scores, and toxicities. No CD4+/CD8+ T-cell ratio or any T-cell subset data are reported. Thus, the requested outcome is not present.",,,,,,,4.79,0.0,2127,269,2396
#13-11,final_consensus,,"The article was checked for CD4+/CD8+ T-cell ratio outcomes after intervention. It reports tumor response, clinical benefit, KPS quality of life, and toxicities such as nausea/vomiting, leukopenia, thrombocytopenia, anemia, fatigue, and anorexia. No CD4+/CD8+ T-cell ratio or matching immune T-cell subset outcome is reported. Therefore no arm-specific sample size, mean, or SD can be extracted for this outcome.",,,,,,,14.57,0.0,4515,913,5428
#13-12,gpt,,"The article reports serum tumor markers CEA, CYFRA21-1, and SCC after 2 treatment cycles, plus tumor response and chemotherapy toxicities. It does not report CD4+/CD8+ T-cell ratio or any directly matching T-cell ratio immune outcome. Although group sample sizes were 40 and 40 overall, they are not tied to the requested CD4+/CD8+ ratio outcome because that outcome is absent. Therefore no post-intervention means or SDs can be extracted for the requested outcome.",,,,,,,6.36,0.0,4019,416,4435
#13-12,deepseek,,"The article reports outcomes like serum CEA, CYFRA21-1, SCC, efficacy rates, and toxicity, but does not mention CD4+/CD8+ T-cell ratio. No immune cell subtype ratios are provided. Since the requested outcome is not reported, all values should be null.",,,,,,,3.96,0.0,3734,198,3932
#13-12,final_consensus,,"The article reports serum tumor markers CEA, CYFRA21-1, and SCC after 2 treatment cycles, plus tumor response and chemotherapy toxicities. It does not report CD4+/CD8+ T-cell ratio or any directly matching T-cell ratio immune outcome. Although group sample sizes were 40 and 40 overall, they are not tied to the requested CD4+/CD8+ ratio outcome because that outcome is absent. Therefore no post-intervention means or SDs can be extracted for the requested outcome.",,,,,,,10.32,0.0,7753,614,8367
#13-13,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune indicators including CD3+, CD4+, CD8+, CD4+/CD8+, and NK, and the requested CD4+/CD8+ T-cell ratio is explicitly reported in Table 4. Table 4 states immune indicators are presented as n=30, mean ± SD for both groups. The post-intervention CD4+/CD8+ value for the treatment/intervention group is 1.09 ± 0.26. The post-intervention CD4+/CD8+ value for the control group is 0.69 ± 0.32.",1.09,0.26,30,0.69,0.32,30,5.66,0.0,3236,354,3590
#13-13,deepseek,CD4+/CD8+ T-cell ratio,"The article reports immune markers including CD4+/CD8+ T-cell ratio in Table 4. Post-treatment values are given: intervention (treatment) group mean 1.09, SD 0.26; control group mean 0.69, SD 0.32. Both groups have n=30 as per table heading.",1.09,0.26,30,0.69,0.32,30,9.56,0.0,2934,745,3679
#13-13,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune indicators including CD3+, CD4+, CD8+, CD4+/CD8+, and NK, and the requested CD4+/CD8+ T-cell ratio is explicitly reported in Table 4. Table 4 states immune indicators are presented as n=30, mean ± SD for both groups. The post-intervention CD4+/CD8+ value for the treatment/intervention group is 1.09 ± 0.26. The post-intervention CD4+/CD8+ value for the control group is 0.69 ± 0.32.",1.09,0.26,30,0.69,0.32,30,15.22,0.0,6170,1099,7269
#13-14,gpt,,"The article reports short-term tumor response, Karnofsky score improvement, 1-year survival, median/average survival time, and toxicities such as nausea/vomiting and decreased white cells. It does not report CD4+/CD8+ T-cell ratio or any T-cell subset ratio outcome after intervention. Although the trial randomized 30 patients to each arm, there are no outcome-specific sample sizes, means, or SDs for CD4+/CD8+ ratio. Therefore the requested outcome does not strictly match any reported outcome and extraction is null.",,,,,,,13.83,0.0,3557,502,4059
#13-14,deepseek,,"The article evaluates Kanglaite injection combined with chemotherapy for advanced non-small cell lung cancer. Outcomes reported include tumor response rate, Karnofsky score, survival times, and toxicity (nausea/vomiting, leukopenia). No CD4+/CD8+ T-cell ratio or any T-cell subset measurements are mentioned. Therefore, the requested outcome is not available.",,,,,,,11.06,0.0,3299,789,4088
#13-14,final_consensus,,"The article reports short-term tumor response, Karnofsky score improvement, 1-year survival, median/average survival time, and toxicities such as nausea/vomiting and decreased white cells. It does not report CD4+/CD8+ T-cell ratio or any T-cell subset ratio outcome after intervention. Although the trial randomized 30 patients to each arm, there are no outcome-specific sample sizes, means, or SDs for CD4+/CD8+ ratio. Therefore the requested outcome does not strictly match any reported outcome and extraction is null.",,,,,,,24.89,0.0,6856,1291,8147
#13-15,gpt,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+, which strictly matches the requested CD4+/CD8+ T-cell ratio. Table 3 provides values before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=45; the control arm received NP chemotherapy alone, with n=45. After treatment, the CD4+/CD8+ ratio was 1.33±0.39 in the intervention group and 1.13±0.40 in the control group.",1.33,0.39,45,1.13,0.40,45,10.59,0.0,4080,335,4415
#13-15,deepseek,CD4+/CD8+ T-cell ratio,,1.33,0.39,45,1.13,0.4,45,4.3,0.0,3782,278,4060
#13-15,final_human_override,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+, which strictly matches the requested CD4+/CD8+ T-cell ratio. Table 3 provides values before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=45; the control arm received NP chemotherapy alone, with n=45. After treatment, the CD4+/CD8+ ratio was 1.33±0.39 in the intervention group and 1.13±0.40 in the control group.",1.33,0.39,45,1.13,0.40,45,14.89,30.61,7862,613,8475
#13-16,gpt,,"The article reports clinical efficacy, Karnofsky score, body weight, and adverse reactions such as WBC, PLT, Hb decline, gastrointestinal reactions, and liver/kidney function impairment. No CD4+/CD8+ T-cell ratio outcome is reported after intervention. Although total randomized group sizes are 22 in the combined treatment group and 20 in the control group, these are not sample sizes for a matched CD4+/CD8+ outcome. No post-intervention means or SDs for CD4+/CD8+ ratio are provided.",,,,,,,14.12,0.0,1493,503,1996
#13-16,deepseek,,"The article reports outcomes such as tumor response (CR, PR, etc.), Karnofsky score, body weight changes, and adverse effects (WBC, PLT, Hb, gastrointestinal reactions, liver/kidney function). There is no mention of CD4+/CD8+ T-cell ratio or any lymphocyte subset analysis. Therefore, the required outcome is not reported.",,,,,,,4.11,0.0,1349,239,1588
#13-16,final_consensus,,"The article reports clinical efficacy, Karnofsky score, body weight, and adverse reactions such as WBC, PLT, Hb decline, gastrointestinal reactions, and liver/kidney function impairment. No CD4+/CD8+ T-cell ratio outcome is reported after intervention. Although total randomized group sizes are 22 in the combined treatment group and 20 in the control group, these are not sample sizes for a matched CD4+/CD8+ outcome. No post-intervention means or SDs for CD4+/CD8+ ratio are provided.",,,,,,,18.23,0.0,2842,742,3584
#13-17,gpt,,"The article reports tumor remission, SF-36 quality-of-life scores, and adverse reactions, but it does not report CD4+/CD8+ T-cell ratio. No immune-cell ratio outcome after intervention is presented in any table or text. Although sample sizes are 100 per arm overall, they are not tied to a CD4+/CD8+ outcome. Therefore the requested outcome is unavailable and no means or SDs can be extracted.",,,,,,,6.57,0.0,3231,398,3629
#13-17,deepseek,,"The article evaluates Kanglaite injection plus platinum-based chemotherapy for advanced non-small cell lung cancer. Outcomes reported are tumor response, quality of life scores (SF-36 physical function and mental health), and adverse events (nausea/vomiting, liver/kidney toxicity, inflammation, bone marrow suppression, pulmonary fibrosis). There is no mention of CD4+/CD8+ T-cell ratio or any T-cell subset measurements. Therefore, the requested outcome is not available.",,,,,,,8.82,0.0,2947,599,3546
#13-17,final_consensus,,"The article reports tumor remission, SF-36 quality-of-life scores, and adverse reactions, but it does not report CD4+/CD8+ T-cell ratio. No immune-cell ratio outcome after intervention is presented in any table or text. Although sample sizes are 100 per arm overall, they are not tied to a CD4+/CD8+ outcome. Therefore the requested outcome is unavailable and no means or SDs can be extracted.",,,,,,,15.39,0.0,6178,997,7175
#13-18,gpt,,"The requested outcome is the CD4+/CD8+ T-cell ratio after intervention. The article reports treatment response, KPS quality-of-life scores, and adverse reactions such as thrombocytopenia, leukopenia, hemoglobin decrease, neurotoxicity, gastrointestinal reactions, and alopecia. No CD4+/CD8+ T-cell ratio or matching T-cell immune outcome is reported. Therefore, no sample sizes, post-intervention means, or SDs can be extracted for this outcome.",,,,,,,10.1,0.0,3034,244,3278
#13-18,deepseek,,"The article does not report CD4+/CD8+ T-cell ratio. Outcomes reported include overall response rate, KPS scores, and adverse events, with no immune cell subset data. Therefore, the requested outcome is not available.",,,,,,,4.13,0.0,2749,235,2984
#13-18,final_consensus,,"The requested outcome is the CD4+/CD8+ T-cell ratio after intervention. The article reports treatment response, KPS quality-of-life scores, and adverse reactions such as thrombocytopenia, leukopenia, hemoglobin decrease, neurotoxicity, gastrointestinal reactions, and alopecia. No CD4+/CD8+ T-cell ratio or matching T-cell immune outcome is reported. Therefore, no sample sizes, post-intervention means, or SDs can be extracted for this outcome.",,,,,,,14.23,0.0,5783,479,6262
#13-19,gpt,,"The article reports clinical efficacy, serum CEA and SCC levels, and toxic side effects after treatment. I checked the reported immune or laboratory outcomes and found no CD4+/CD8+ T-cell ratio outcome. Although each arm had 30 participants overall, there is no matched CD4+/CD8+ ratio outcome with post-intervention means or SDs. Therefore, the requested outcome data cannot be extracted.",,,,,,,7.34,0.0,3185,380,3565
#13-19,deepseek,,"The article reports outcomes including clinical efficacy (RR), CEA, SCC, and toxicities (thrombocytopenia, neutropenia, anemia). There is no mention of CD4+/CD8+ T-cell ratio or any T-cell subsets. The requested outcome is not reported.",,,,,,,7.29,0.0,2890,469,3359
#13-19,final_consensus,,"The article reports clinical efficacy, serum CEA and SCC levels, and toxic side effects after treatment. I checked the reported immune or laboratory outcomes and found no CD4+/CD8+ T-cell ratio outcome. Although each arm had 30 participants overall, there is no matched CD4+/CD8+ ratio outcome with post-intervention means or SDs. Therefore, the requested outcome data cannot be extracted.",,,,,,,14.629999999999999,0.0,6075,849,6924
#13-20,gpt,,"I checked the provided RCT text for immune outcomes matching CD4+/CD8+ T-cell ratio. The article reports clinical response, KPS score, adverse reactions, blood pressure, and inflammatory cytokines, but no CD4+/CD8+ T-cell ratio. Immunoglobulin-related or T-cell subset outcomes matching the requested definition are not reported. Therefore, no post-intervention mean, SD, or sample size can be extracted for this outcome.",,,,,,,13.33,0.0,5359,513,5872
#13-20,deepseek,,"The provided text includes an article on Kanglaite combined with chemotherapy for NSCLC, a table about acute cerebral infarction outcomes, and an article on hypertension treatment. None of these report CD4+/CD8+ T-cell ratio as an outcome measure. Other immune markers like hs-CRP, IL-1, TNF-α are mentioned but are not the requested outcome. Therefore, no matching outcome data can be extracted.",,,,,,,5.88,0.0,4583,370,4953
