id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#111-11,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.81,0,3789,134,3923
#111-11,deepseek,,,,,,,,,4.63,0,3472,297,3769
#111-11,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.440000000000001,0,7261,431,7692
#111-12,gpt,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,2.69,0,3561,119,3680
#111-12,deepseek,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,3.89,0,3293,295,3588
#111-12,final_consensus,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,6.58,0,6854,414,7268
#111-13,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.63,0,2989,110,3099
#111-13,deepseek,,,,,,,,,5.63,0,2741,369,3110
#111-13,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,8.26,0,5730,479,6209
#111-14,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,9.64,0,2659,153,2812
#111-14,deepseek,CD4+/CD8+ T-cell ratio,,,,,,,,6.61,0,2377,520,2897
#111-14,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,16.25,0,5036,673,5709
#111-15,gpt,CD4+/CD8+ T-cell ratio after intervention,,1.71,0.59,50,0.89,0.74,50,8.62,0,4294,129,4423
#111-15,deepseek,CD4+/CD8+ T-cell ratio,,1.71,0.59,50,0.89,0.74,50,4.04,0,4026,245,4271
#111-15,final_consensus,CD4+/CD8+ T-cell ratio after intervention,,1.71,0.59,50,0.89,0.74,50,12.66,0,8320,374,8694
#111-16,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.66,0,2874,122,2996
#111-16,deepseek,,,,,,,,,5.64,0,2600,324,2924
#111-16,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,14.3,0,5474,446,5920
#111-17,gpt,CD4+/CD8+ T-cell ratio,,1.89,0.05,21,1.08,0.02,22,9.18,0,3749,128,3877
#111-17,deepseek,CD4+/CD8+ T-cell ratio,,1.89,0.05,21,1.08,0.02,22,4.07,0,3396,258,3654
#111-17,final_consensus,CD4+/CD8+ T-cell ratio,,1.89,0.05,21,1.08,0.02,22,13.25,0,7145,386,7531
