id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,CD3+ level,,,,,,,,4.06,0,3795,100,3895
#347-10,deepseek,,,,,,,,,4.12,0,3469,127,3596
#347-10,final_consensus,CD3+ level,,,,,,,,8.18,0,7264,227,7491
#347-11,gpt,CD3+ level (%),,59.12,8.08,44,53.53,7.93,44,3.21,0,4178,135,4313
#347-11,deepseek,CD3+ level,,59.12,8.08,44,53.53,7.93,44,3.55,0,3853,151,4004
#347-11,final_consensus,CD3+ level (%),,59.12,8.08,44,53.53,7.93,44,6.76,0,8031,286,8317
#347-12,gpt,CD3+ level,,,,,,,,2.56,0,3050,96,3146
#347-12,deepseek,CD3+ level,,,,,,,,8.14,0,2761,458,3219
#347-12,final_consensus,CD3+ level,,,,,,,,10.700000000000001,0,5811,554,6365
#347-13,gpt,CD3+ level,,,,,,,,3.54,0,3322,106,3428
#347-13,deepseek,,,,,,,,,5.63,0,3003,237,3240
#347-13,final_consensus,CD3+ level,,,,,,,,9.17,0,6325,343,6668
#347-14,gpt,CD3+ level,,,,,,,,3.28,0,1829,90,1919
#347-14,deepseek,CD3+ level,,,,,,,,2.86,0,1644,93,1737
#347-14,final_consensus,CD3+ level,,,,,,,,6.14,0,3473,183,3656
#347-15,gpt,CD3+ level,,64.02,4.58,35,52.58,5.69,30,2.73,0,3552,120,3672
#347-15,deepseek,CD3+ level,,64.02,4.58,35,52.58,5.69,30,6.18,0,3285,355,3640
#347-15,final_consensus,CD3+ level,,64.02,4.58,35,52.58,5.69,30,8.91,0,6837,475,7312
#347-16,gpt,CD3+ level,,54.58,9.56,60,49.74,9.04,60,4.16,0,7121,131,7252
#347-16,deepseek,CD3+ level,,54.58,9.56,60,49.74,9.04,60,6.08,0,6513,368,6881
#347-16,final_consensus,CD3+ level,,54.58,9.56,60,49.74,9.04,60,10.24,0,13634,499,14133
#347-17,gpt,CD3+ level,,60.13,10.32,99,52.07,10.13,101,3.27,0,4939,116,5055
#347-17,deepseek,CD3+ level,,60.13,10.32,99,52.07,10.13,101,4.4,0,4479,205,4684
#347-17,final_consensus,CD3+ level,,60.13,10.32,99,52.07,10.13,101,7.67,0,9418,321,9739
#347-18,gpt,CD3+ T cells percentage after treatment,,65.9,12.6,70,53.3,10.2,67,3.18,0,3437,125,3562
#347-18,deepseek,CD3+ T cell percentage,,65.9,12.6,70,53.3,10.2,67,4.54,0,3175,263,3438
#347-18,final_consensus,CD3+ T cells percentage after treatment,,65.9,12.6,70,53.3,10.2,67,7.720000000000001,0,6612,388,7000
#347-19,gpt,CD3+ level,,,,,,,,3.75,0,4070,131,4201
#347-19,deepseek,,,,,,,,,4.41,0,3659,243,3902
#347-19,final_consensus,CD3+ level,,,,,,,,8.16,0,7729,374,8103
#347-20,gpt,CD3+ level,,,,,,,,2.56,0,2303,92,2395
#347-20,deepseek,CD3+ level,,,,,,,,5.33,0,2138,297,2435
#347-20,final_consensus,CD3+ level,,,,,,,,7.890000000000001,0,4441,389,4830
#347-21,gpt,CD3+ level,,,,,,,,3.41,0,3404,98,3502
