id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD3+ level after intervention (%),,59.63,4.87,50,56.36,3.67,50,4.42,0,3000,143,3143
#18-10,deepseek,CD3+,,59.63,4.87,50,56.36,3.67,50,4.92,0,2655,261,2916
#18-10,final_consensus,CD3+ level after intervention (%),,59.63,4.87,50,56.36,3.67,50,9.34,0,5655,404,6059
#18-11,gpt,CD3+ level,,67.11,6.35,43,63.23,7.28,42,3.69,0,4741,119,4860
#18-11,deepseek,CD3+ level,,67.11,6.35,43,63.23,7.28,42,5.12,0,4319,230,4549
#18-11,final_consensus,CD3+ level,,67.11,6.35,43,63.23,7.28,42,8.81,0,9060,349,9409
#18-12,gpt,CD3+ level,,54.4,3.08,36,45.8,2.22,36,4.1,0,2163,134,2297
#18-12,deepseek,CD3+ level,,54.4,3.08,36,45.8,2.22,36,6.25,0,2005,356,2361
#18-12,final_consensus,CD3+ level,,54.4,3.08,36,45.8,2.22,36,10.35,0,4168,490,4658
#18-13,gpt,CD3+ level,,0.54,0.13,38,0.44,0.12,40,4.71,0,3195,116,3311
#18-13,deepseek,CD3+ level,,0.54,0.13,38,0.44,0.12,40,4.48,0,2914,226,3140
#18-13,final_consensus,CD3+ level,,0.54,0.13,38,0.44,0.12,40,9.190000000000001,0,6109,342,6451
#18-14,gpt,CD3+ level (%),,62.64,3.96,53,54.08,7.19,53,3.31,0,4721,127,4848
#18-14,deepseek,CD3+ level,,62.64,3.96,53,54.08,7.19,53,5.94,0,4302,330,4632
#18-14,final_consensus,CD3+ level (%),,62.64,3.96,53,54.08,7.19,53,9.25,0,9023,457,9480
#18-15,gpt,CD3+ level,,67.5,4.9,39,47.4,5.4,41,3.69,0,3658,113,3771
#18-15,deepseek,CD3+ level,,67.5,4.9,39,47.4,5.4,41,7.88,0,3407,473,3880
#18-15,final_consensus,CD3+ level,,67.5,4.9,39,47.4,5.4,41,11.57,0,7065,586,7651
#18-16,gpt,CD3+ level (%),,65.69,4.85,43,53.84,4.30,43,3.92,0,3672,141,3813
#18-16,deepseek,CD3+ level,,65.69,4.85,43,53.84,4.30,43,7.07,0,3252,440,3692
#18-16,final_consensus,CD3+ level (%),,65.69,4.85,43,53.84,4.30,43,10.99,0,6924,581,7505
#18-17,gpt,CD3+ level after intervention (%),,46.14,2.83,42,37.14,2.61,42,3.76,0,2682,127,2809
#18-17,deepseek,CD3+ level,,46.14,2.83,42,37.14,2.61,42,4.86,0,2454,239,2693
#18-17,final_consensus,CD3+ level after intervention (%),,46.14,2.83,42,37.14,2.61,42,8.620000000000001,0,5136,366,5502
#18-18,gpt,CD3+ level after intervention,,68.29,6.97,47,59.36,6.28,47,3.03,0,2436,131,2567
#18-18,deepseek,CD3+ level,,68.29,6.97,47,59.36,6.28,47,5.61,0,2242,288,2530
#18-18,final_consensus,CD3+ level after intervention,,68.29,6.97,47,59.36,6.28,47,8.64,0,4678,419,5097
#18-19,gpt,CD3+ level,,64.02,4.58,35,52.58,5.69,30,3.41,0,3552,120,3672
#18-19,deepseek,CD3+ level,,64.02,4.58,35,52.58,5.69,30,6.0,0,3285,375,3660
#18-19,final_consensus,CD3+ level,,64.02,4.58,35,52.58,5.69,30,9.41,0,6837,495,7332
#18-20,gpt,CD3+ level (%) after intervention,,45.60,7.01,31,37.43,3.42,31,3.84,0,3577,139,3716
#18-20,deepseek,CD3+ level,,45.60,7.01,31,37.43,3.42,31,4.52,0,3257,242,3499
#18-20,final_consensus,CD3+ level (%) after intervention,,45.60,7.01,31,37.43,3.42,31,8.36,0,6834,381,7215
