id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-15,gpt,CD4+ level,,,,,,,,3.85,0,2981,115,3096
#27-15,deepseek,,,,,,,,,6.69,0,2730,282,3012
#27-15,final_consensus,CD4+ level,,,,,,,,10.540000000000001,0,5711,397,6108
#27-16,gpt,CD4+ level,,,,,,,,4.38,0,2740,150,2890
#27-16,deepseek,,,,,,,,,5.15,0,2526,236,2762
#27-16,final_consensus,CD4+ level,,,,,,,,9.530000000000001,0,5266,386,5652
#27-17,gpt,CD4+ T cells percentage after treatment,,35.8,8.4,70,30.1,7.2,67,3.42,0,4912,124,5036
#27-17,deepseek,CD4+ level (percentage of T cells),,35.8,8.4,70,30.1,7.2,67,6.04,0,4566,287,4853
#27-17,final_consensus,CD4+ T cells percentage after treatment,,35.8,8.4,70,30.1,7.2,67,9.46,0,9478,411,9889
#27-18,gpt,CD4+ level,,37.65,8.36,33,29.87,6.98,36,3.17,0,3401,112,3513
#27-18,deepseek,CD4+ level,,37.65,8.36,33,29.87,6.98,36,6.49,0,3098,308,3406
#27-18,final_consensus,CD4+ level,,37.65,8.36,33,29.87,6.98,36,9.66,0,6499,420,6919
#27-19,gpt,CD4+ level after intervention (%),,39.15,4.97,43,34.27,5.01,42,3.51,0,4730,139,4869
#27-19,deepseek,CD4+ percentage,,39.15,4.97,43,34.27,5.01,42,5.05,0,4308,215,4523
#27-19,final_consensus,CD4+ level after intervention (%),,39.15,4.97,43,34.27,5.01,42,8.559999999999999,0,9038,354,9392
#27-20,gpt,CD4+ level,,36.85,6.29,60,30.74,5.35,60,6.35,0,7121,134,7255
#27-20,deepseek,CD4+ level,,36.85,6.29,60,30.74,5.35,60,10.75,0,6513,506,7019
#27-20,final_consensus,CD4+ level,,36.85,6.29,60,30.74,5.35,60,17.1,0,13634,640,14274
#27-21,gpt,CD4+ level,,,,,,,,2.76,0,3538,80,3618
#27-21,deepseek,,,,,,,,,5.02,0,3243,210,3453
#27-21,final_consensus,CD4+ level,,,,,,,,7.779999999999999,0,6781,290,7071
#27-22,gpt,,,,,,,,,4.27,0,4285,190,4475
#27-22,deepseek,,,,,,,,,6.05,0,3906,273,4179
#27-22,final_consensus,,,,,,,,,10.32,0,8191,463,8654
#27-23,gpt,CD4+ level,,,,,,,,4.13,0,4345,115,4460
#27-23,deepseek,,,,,,,,,7.15,0,4080,382,4462
#27-23,final_consensus,CD4+ level,,,,,,,,11.280000000000001,0,8425,497,8922
#27-24,gpt,CD4+ level,,40.05,9.16,99,31.30,8.74,101,3.66,0,4968,118,5086
#27-24,deepseek,CD4+ level,,40.05,9.16,99,31.30,8.74,101,4.43,0,4507,184,4691
#27-24,final_consensus,CD4+ level,,40.05,9.16,99,31.30,8.74,101,8.09,0,9475,302,9777
#27-25,gpt,CD4+ level,,,,,,,,2.36,0,2539,95,2634
#27-25,deepseek,,,,,,,,,7.46,0,2276,384,2660
#27-25,final_consensus,CD4+ level,,,,,,,,9.82,0,4815,479,5294
#27-26,gpt,CD4+ level,,0.23,0.03,42,0.21,0.04,40,3.98,0,4525,154,4679
#27-26,deepseek,CD4+ level,,0.23,0.03,42,0.21,0.04,40,8.31,0,4008,396,4404
#27-26,final_consensus,CD4+ level,,0.23,0.03,42,0.21,0.04,40,12.290000000000001,0,8533,550,9083
#27-27,gpt,CD4+ level,,,,,,,,3.07,0,2849,79,2928
#27-27,deepseek,,,,,,,,,100.55,0,2516,344,2860
#27-27,final_consensus,CD4+ level,,,,,,,,103.61999999999999,0,5365,423,5788
#27-28,gpt,CD4+ level,,37.64,8.35,66,29.86,6.99,72,3.39,0,2449,114,2563
#27-28,deepseek,CD4+ level,,37.64,8.35,66,29.86,6.99,72,5.35,0,2241,286,2527
#27-28,final_consensus,CD4+ level,,37.64,8.35,66,29.86,6.99,72,8.74,0,4690,400,5090
