id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,,,,,,,4.9,0,4430,77,4507
#347-10,deepseek,,,,,,,5.49,0,3982,123,4105
#347-10,final_consensus,,,,,,,10.39,0,8412,200,8612
#347-11,gpt,,,,,,,3.12,0,4813,56,4869
#347-11,deepseek,,,,,,,3.41,0,4366,83,4449
#347-11,final_consensus,,,,,,,6.53,0,9179,139,9318
#347-12,gpt,肝功能受损,,4,30,11,30,4.45,0,3685,268,3953
#347-12,deepseek,肝功能受损,,4,30,11,30,3.83,0,3274,201,3475
#347-12,final_consensus,肝功能受损,,4,30,11,30,8.280000000000001,0,6959,469,7428
#347-13,gpt,肝损伤,,3,51,6,51,4.36,0,3957,225,4182
#347-13,deepseek,肝功能损伤,,3,51,6,51,6.85,0,3516,362,3878
#347-13,final_consensus,肝损伤,,3,51,6,51,11.21,0,7473,587,8060
#347-14,gpt,,,,,,,3.42,0,2464,81,2545
#347-14,deepseek,,,,,,,3.12,0,2157,120,2277
#347-14,final_consensus,,,,,,,6.54,0,4621,201,4822
#347-15,gpt,,,,,,,2.72,0,4187,81,4268
#347-15,deepseek,,,,,,,3.05,0,3798,108,3906
#347-15,final_consensus,,,,,,,5.77,0,7985,189,8174
#347-16,gpt,肝脏功能异常,,18,60,24,60,4.19,0,7756,157,7913
#347-16,deepseek,肝功能损伤,,18,60,24,60,7.67,0,7026,466,7492
#347-16,final_consensus,肝脏功能异常,,18,60,24,60,11.86,0,14782,623,15405
#347-17,gpt,,,,,,,8.78,0,5574,84,5658
#347-17,deepseek,,,,,,,5.86,0,4992,221,5213
#347-17,final_consensus,,,,,,,14.64,0,10566,305,10871
#347-18,gpt,,,,,,,3.31,0,4072,72,4144
#347-18,deepseek,,,,,,,3.29,0,3688,147,3835
#347-18,final_consensus,,,,,,,6.6,0,7760,219,7979
#347-19,gpt,,,,,,,4.0,0,4705,129,4834
#347-19,deepseek,,,,,,,8.9,0,4172,561,4733
#347-19,final_consensus,,,,,,,12.9,0,8877,690,9567
#347-20,gpt,肝功能损害,,1,23,6,20,3.8,0,2938,127,3065
#347-20,deepseek,肝功能损害,,1,23,6,20,10.32,0,2651,550,3201
#347-20,final_consensus,肝功能损害,,1,23,6,20,14.120000000000001,0,5589,677,6266
#347-21,gpt,,,,,,,3.04,0,4039,116,4155
#347-21,deepseek,,,,,,,2.53,0,3545,94,3639
#347-21,final_consensus,,,,,,,5.57,0,7584,210,7794
#347-22,gpt,,,,,,,2.7,0,4609,64,4673
#347-22,deepseek,,,,,,,6.52,0,4198,305,4503
#347-22,final_consensus,,,,,,,9.219999999999999,0,8807,369,9176
#347-23,gpt,,,,,,,2.78,0,3348,67,3415
#347-23,deepseek,,,,,,,3.98,0,3012,155,3167
#347-23,final_consensus,,,,,,,6.76,0,6360,222,6582
#347-24,gpt,,,,,,,2.71,0,4709,91,4800
#347-24,deepseek,,,,,,,3.52,0,4211,113,4324
#347-24,final_consensus,,,,,,,6.23,0,8920,204,9124
#347-25,gpt,,,,,,,2.28,0,2381,83,2464
#347-25,deepseek,,,,,,,2.47,0,2078,67,2145
#347-25,final_consensus,,,,,,,4.75,0,4459,150,4609
#347-26,gpt,,,,,,,5.57,0,4153,62,4215
#347-26,deepseek,,,,,,,5.49,0,3772,275,4047
#347-26,final_consensus,,,,,,,11.06,0,7925,337,8262
#347-27,gpt,肝功能受损,,4,34,3,34,11.86,0,5245,280,5525
#347-27,deepseek,肝功能损伤,,4,34,3,34,7.36,0,4798,317,5115
#347-27,final_consensus,肝功能受损,,4,34,3,34,19.22,0,10043,597,10640
#347-28,gpt,,,,,,,3.88,0,5054,138,5192
#347-28,deepseek,,,,,,,8.53,0,4378,442,4820
#347-28,final_consensus,,,,,,,12.41,0,9432,580,10012
#347-29,gpt,,,,,,,2.89,0,2837,59,2896
#347-29,deepseek,,,,,,,3.94,0,2509,238,2747
#347-29,final_consensus,,,,,,,6.83,0,5346,297,5643
#347-30,gpt,,,,,,,2.47,0,4624,67,4691
#347-30,deepseek,,,,,,,6.98,0,4072,358,4430
#347-30,final_consensus,,,,,,,9.450000000000001,0,8696,425,9121
#347-31,gpt,肝损伤,,3,49,2,49,5.54,0,3494,229,3723
#347-31,deepseek,肝功能损伤,,3,49,2,49,18.79,0,3056,942,3998
#347-31,final_consensus,肝损伤,,3,49,2,49,24.33,0,6550,1171,7721
#347-32,gpt,,,,,,,3.27,0,3987,68,4055
#347-32,deepseek,,,,,,,2.98,0,3561,79,3640
#347-32,final_consensus,,,,,,,6.25,0,7548,147,7695
#347-33,gpt,,,,,,,2.62,0,1771,85,1856
#347-33,deepseek,,,,,,,2.55,0,1538,85,1623
#347-33,final_consensus,,,,,,,5.17,0,3309,170,3479
#347-34,gpt,肝功能损害,,2,48,4,48,5.16,0,3484,284,3768
#347-34,deepseek,肝功能损害,,2,48,4,48,3.72,0,3029,154,3183
#347-34,final_consensus,肝功能损害,,2,48,4,48,8.88,0,6513,438,6951
#347-35,gpt,,,,,,,2.47,0,2897,72,2969
#347-35,deepseek,,,,,,,3.45,0,2570,93,2663
#347-35,final_consensus,,,,,,,5.92,0,5467,165,5632
#347-36,gpt,,,,,,,3.44,0,5365,79,5444
#347-36,deepseek,,,,,,,5.82,0,4821,363,5184
#347-36,final_consensus,,,,,,,9.26,0,10186,442,10628
