id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,CD3+ level,,,,,,,,5.18,0,4455,138,4593
#13-10,deepseek,,,,,,,,,7.12,0,3897,257,4154
#13-10,final_consensus,CD3+ level,,,,,,,,12.3,0,8352,395,8747
#13-11,gpt,CD3+ level,,,,,,,,3.23,0,2206,76,2282
#13-11,deepseek,,,,,,,,,8.07,0,1941,417,2358
#13-11,final_consensus,CD3+ level,,,,,,,,11.3,0,4147,493,4640
#13-12,gpt,CD3+ level,,,,,,,,3.48,0,3837,97,3934
#13-12,deepseek,,,,,,,,,4.61,0,3548,201,3749
#13-12,final_consensus,CD3+ level,,,,,,,,8.09,0,7385,298,7683
#13-13,gpt,CD3+ level,,58.89,11.42,30,45.32,10.84,30,2.46,0,3054,109,3163
#13-13,deepseek,CD3+ level (%),,58.89,11.42,30,45.32,10.84,30,3.32,0,2748,165,2913
#13-13,final_consensus,CD3+ level,,58.89,11.42,30,45.32,10.84,30,5.779999999999999,0,5802,274,6076
#13-14,gpt,CD3+ level,,,,,,,,2.51,0,3375,83,3458
#13-14,deepseek,CD3+ level,,,,,,,,5.67,0,3113,333,3446
#13-14,final_consensus,CD3+ level,,,,,,,,8.18,0,6488,416,6904
#13-15,gpt,CD3+ (%),,53.95,1.80,45,53.05,1.92,45,3.44,0,3898,129,4027
#13-15,deepseek,CD3+ level (%),,53.95,1.80,45,53.05,1.92,45,6.55,0,3596,360,3956
#13-15,final_consensus,CD3+ (%),,53.95,1.80,45,53.05,1.92,45,9.99,0,7494,489,7983
#13-16,gpt,CD3+ level,,,,,,,,5.43,0,1311,78,1389
#13-16,deepseek,,,,,,,,,5.1,0,1163,170,1333
#13-16,final_consensus,CD3+ level,,,,,,,,10.53,0,2474,248,2722
#13-17,gpt,CD3+ level,,,,,,,,3.4,0,3049,104,3153
#13-17,deepseek,,,,,,,,,8.76,0,2761,438,3199
#13-17,final_consensus,CD3+ level,,,,,,,,12.16,0,5810,542,6352
#13-18,gpt,CD3+ level,,,,,,,,3.17,0,2852,106,2958
#13-18,deepseek,,,,,,,,,6.81,0,2563,375,2938
#13-18,final_consensus,CD3+ level,,,,,,,,9.98,0,5415,481,5896
#13-19,gpt,CD3+ level,,,,,,,,4.3,0,3003,85,3088
#13-19,deepseek,,,,,,,,,5.69,0,2704,274,2978
#13-19,final_consensus,CD3+ level,,,,,,,,9.99,0,5707,359,6066
#13-20,gpt,CD3+ level,,,,,,,,3.24,0,5177,87,5264
#13-20,deepseek,,,,,,,,,4.7,0,4397,155,4552
#13-20,final_consensus,CD3+ level,,,,,,,,7.94,0,9574,242,9816
#13-21,gpt,CD3+ level,,,,,,,,2.64,0,3058,93,3151
#13-21,deepseek,,,,,,,,,5.74,0,2698,306,3004
#13-21,final_consensus,CD3+ level,,,,,,,,8.38,0,5756,399,6155
#13-22,gpt,CD3+ level,,,,,,,,3.07,0,6023,85,6108
#13-22,deepseek,,,,,,,,,6.91,0,5693,345,6038
#13-22,final_consensus,CD3+ level,,,,,,,,9.98,0,11716,430,12146
#13-23,gpt,CD3+ level,,,,,,,,3.04,0,2644,84,2728
#13-23,deepseek,,,,,,,,,4.7,0,2411,187,2598
#13-23,final_consensus,CD3+ level,,,,,,,,7.74,0,5055,271,5326
#13-24,gpt,CD3+ (%),,67.9,2.5,53,58.4,1.9,47,3.17,0,4975,127,5102
#13-24,deepseek,CD3+ level,,67.9,2.5,53,58.4,1.9,47,4.83,0,4433,206,4639
#13-24,final_consensus,CD3+ (%),,67.9,2.5,53,58.4,1.9,47,8.0,0,9408,333,9741
#13-25,gpt,CD3+ level,,,,,,,,3.43,0,2444,76,2520
#13-25,deepseek,,,,,,,,,3.15,0,2153,120,2273
#13-25,final_consensus,CD3+ level,,,,,,,,6.58,0,4597,196,4793
#13-7,gpt,CD3+ level,,52.94,4.93,34,50.51,5.96,34,2.7,0,3288,128,3416
#13-7,deepseek,CD3+ level,,52.94,4.93,34,50.51,5.96,34,5.14,0,3008,269,3277
#13-7,final_consensus,CD3+ level,,52.94,4.93,34,50.51,5.96,34,7.84,0,6296,397,6693
#13-8,gpt,CD3+ level,,,,,,,,3.66,0,2717,118,2835
#13-8,deepseek,CD3+ level,,,,,,,,5.0,0,2410,238,2648
#13-8,final_consensus,CD3+ level,,,,,,,,8.66,0,5127,356,5483
#13-9,gpt,CD3+ level,,,,,,,,4.15,0,2276,122,2398
#13-9,deepseek,,,,,,,,,10.28,0,2175,635,2810
#13-9,final_consensus,CD3+ level,,,,,,,,14.43,0,4451,757,5208
