id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD3+ level,,60.10,10.43,34,50.60,10.21,35,3.92,0,3974,116,4090
#169-15,deepseek,CD3+ level,,60.10,10.43,34,50.60,10.21,35,6.41,0,3685,325,4010
#169-15,final_consensus,CD3+ level,,60.10,10.43,34,50.60,10.21,35,10.33,0,7659,441,8100
#169-16,gpt,CD3+ level,,64.82,7.05,40,59.60,7.21,39,4.61,0,10925,141,11066
#169-16,deepseek,CD3+ level,,64.82,7.05,40,59.60,7.21,39,5.02,0,9867,269,10136
#169-16,final_consensus,CD3+ level,,64.82,7.05,40,59.60,7.21,39,9.629999999999999,0,20792,410,21202
#169-17,gpt,CD3+ level,,,,,,,,3.79,0,2856,100,2956
#169-17,deepseek,,,,,,,,,4.81,0,2512,248,2760
#169-17,final_consensus,CD3+ level,,,,,,,,8.6,0,5368,348,5716
#169-18,gpt,CD3+ level (%),,67.9,2.5,53,58.4,1.9,47,2.97,0,4727,119,4846
#169-18,deepseek,CD3+ (%),,67.9,2.5,53,58.4,1.9,47,5.12,0,4248,288,4536
#169-18,final_consensus,CD3+ level (%),,67.9,2.5,53,58.4,1.9,47,8.09,0,8975,407,9382
#169-19,gpt,CD3+ level (%),,66,6,55,51,5,55,4.38,0,2671,138,2809
#169-19,deepseek,CD3+ level (%),,66,6,55,51,5,55,13.19,0,2441,925,3366
#169-19,final_consensus,CD3+ level (%),,66,6,55,51,5,55,17.57,0,5112,1063,6175
#169-20,gpt,CD3+ level after intervention,,83.47,14.96,45,64.05,13.45,45,4.55,0,2798,131,2929
#169-20,deepseek,CD3+,,83.47,14.96,45,64.05,13.45,45,4.0,0,2647,193,2840
#169-20,final_consensus,CD3+ level after intervention,,83.47,14.96,45,64.05,13.45,45,8.55,0,5445,324,5769
#169-21,gpt,CD3+ level,,,,,,,,3.03,0,3374,89,3463
#169-21,deepseek,,,,,,,,,5.05,0,3111,275,3386
#169-21,final_consensus,CD3+ level,,,,,,,,8.08,0,6485,364,6849
#169-22,gpt,CD3+ level,,63.05,6.31,60,62.94,5.77,60,4.2,0,3874,133,4007
#169-22,deepseek,CD3+ level,,63.05,6.31,60,62.94,5.77,60,6.76,0,3479,404,3883
#169-22,final_consensus,CD3+ level,,63.05,6.31,60,62.94,5.77,60,10.96,0,7353,537,7890
#169-23,gpt,CD3+ level (%),,65.69,4.85,43,53.84,4.30,43,4.1,0,3676,140,3816
#169-23,deepseek,CD3+ level,,65.69,4.85,43,53.84,4.30,43,15.31,0,3256,454,3710
#169-23,final_consensus,CD3+ level (%),,65.69,4.85,43,53.84,4.30,43,19.41,0,6932,594,7526
#169-24,gpt,CD3+ level,,,,,,,,9.16,0,3328,154,3482
#169-24,deepseek,,,,,,,,,6.04,0,2950,301,3251
#169-24,final_consensus,CD3+ level,,,,,,,,15.2,0,6278,455,6733
#169-25,gpt,CD3+ level,,0.54,0.13,38,0.44,0.12,40,3.27,0,3240,116,3356
#169-25,deepseek,CD3+ level,,0.54,0.13,38,0.44,0.12,40,5.08,0,2951,287,3238
#169-25,final_consensus,CD3+ level,,0.54,0.13,38,0.44,0.12,40,8.35,0,6191,403,6594
#169-26,gpt,CD3+ level,,,,,,,,3.77,0,2984,87,3071
#169-26,deepseek,,,,,,,,,5.98,0,2730,344,3074
#169-26,final_consensus,CD3+ level,,,,,,,,9.75,0,5714,431,6145
#169-27,gpt,CD3+ level,,64.02,4.58,35,52.58,5.69,30,3.2,0,3552,114,3666
#169-27,deepseek,CD3+ level,,64.02,4.58,35,52.58,5.69,30,4.56,0,3285,273,3558
#169-27,final_consensus,CD3+ level,,64.02,4.58,35,52.58,5.69,30,7.76,0,6837,387,7224
