id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD3+ level after intervention (%),"The article reports immune function outcomes including CD3+, CD4+, and CD8+ before and after treatment; CD3+ level strictly matches the requested outcome. The matched outcome is the post-treatment CD3+ level in Table 3. The randomized groups each included 50 patients, and Table 1/general methods confirm n=50 for the study/intervention group and n=50 for the control group. After intervention, the study group CD3+ level was 59.63 ± 4.87%, and the control group CD3+ level was 56.36 ± 3.67%.",59.63,4.87,50,56.36,3.67,50,11.51,0.0,3162,308,3470
#18-10,deepseek,CD3+ level (%) after treatment,,59.63,4.87,50,56.36,3.67,50,3.75,0.0,2821,182,3003
#18-10,final_consensus,CD3+ level after intervention (%),"The article reports immune function outcomes including CD3+, CD4+, and CD8+ before and after treatment; CD3+ level strictly matches the requested outcome. The matched outcome is the post-treatment CD3+ level in Table 3. The randomized groups each included 50 patients, and Table 1/general methods confirm n=50 for the study/intervention group and n=50 for the control group. After intervention, the study group CD3+ level was 59.63 ± 4.87%, and the control group CD3+ level was 56.36 ± 3.67%.",59.63,4.87,50,56.36,3.67,50,15.26,0.0,5983,490,6473
#18-11,gpt,CD3+/% after treatment,"The article reports peripheral blood T-cell subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+, and CD3+ level strictly matches the requested outcome. Table 2 provides CD3+ percentages before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43 for the post-treatment CD3+ outcome. The control arm is the GP chemotherapy-only group, with n=42 for the post-treatment CD3+ outcome. After intervention, CD3+ was 67.11 ± 6.35% in the intervention group and 63.23 ± 7.28% in the control group.",67.11,6.35,43,63.23,7.28,42,5.06,0.0,4903,326,5229
#18-11,deepseek,CD3+ level,"The article reports CD3+ percentage as a T lymphocyte subset outcome after treatment. Table 2 provides post-treatment mean ± SD for both groups: control (GP only) n=42, CD3+ = 63.23 ± 7.28; observation (Kanglaite+GP) n=43, CD3+ = 67.11 ± 6.35. These match the requested CD3+ level outcome.",67.11,6.35,43,63.23,7.28,42,10.88,0.0,4485,629,5114
#18-11,final_consensus,CD3+/% after treatment,"The article reports peripheral blood T-cell subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+, and CD3+ level strictly matches the requested outcome. Table 2 provides CD3+ percentages before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43 for the post-treatment CD3+ outcome. The control arm is the GP chemotherapy-only group, with n=42 for the post-treatment CD3+ outcome. After intervention, CD3+ was 67.11 ± 6.35% in the intervention group and 63.23 ± 7.28% in the control group.",67.11,6.35,43,63.23,7.28,42,15.940000000000001,0.0,9388,955,10343
#18-12,gpt,CD3+ level,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8; CD3 strictly matches the requested CD3+ level outcome. The randomized groups were treatment/intervention (chemotherapy plus Kanglaite) with 36 patients and control (chemotherapy alone) with 36 patients. Table 1 reports pre- and post-treatment values for CD3. The post-intervention CD3 value in the treatment group is 54.4±3.08. The post-intervention CD3 value in the control group is 45.8±2.22.",54.4,3.08,36,45.8,2.22,36,10.96,0.0,2325,325,2650
#18-12,deepseek,CD3+ level,"The article reports T lymphocyte subsets including CD3 (presumably CD3+ level). Table 1 provides post-treatment values for CD3 in both groups. The treatment group (Kanglaite+chemotherapy) had mean 54.4, SD 3.08, n=36. The control group (chemotherapy alone) had mean 45.8, SD 2.22, n=36. This matches the outcome definition directly.",54.4,3.08,36,45.8,2.22,36,7.48,0.0,2171,426,2597
#18-12,final_consensus,CD3+ level,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8; CD3 strictly matches the requested CD3+ level outcome. The randomized groups were treatment/intervention (chemotherapy plus Kanglaite) with 36 patients and control (chemotherapy alone) with 36 patients. Table 1 reports pre- and post-treatment values for CD3. The post-intervention CD3 value in the treatment group is 54.4±3.08. The post-intervention CD3 value in the control group is 45.8±2.22.",54.4,3.08,36,45.8,2.22,36,18.44,0.0,4496,751,5247
#18-13,gpt,CD3+ level,"The article reports immune indicators including CD3, CD4, CD8, CD4/CD8, and NK cell activity; CD3 strictly matches the requested CD3+ level outcome. Table 2 provides treatment-before and treatment-after values for both groups, with sample sizes treatment group n=38 and control group n=40. The post-intervention CD3 value for the Kanglaite plus TP treatment group is 0.54 ± 0.13. The post-intervention CD3 value for the TP control group is 0.44 ± 0.12. Therefore, the matched post-intervention CD3+ level outcome can be extracted.",0.54,0.13,38,0.44,0.12,40,12.33,0.0,3357,294,3651
#18-13,deepseek,CD3+ level,,0.54,0.13,38,0.44,0.12,40,7.83,0.0,3080,426,3506
#18-13,final_consensus,CD3+ level,"The article reports immune indicators including CD3, CD4, CD8, CD4/CD8, and NK cell activity; CD3 strictly matches the requested CD3+ level outcome. Table 2 provides treatment-before and treatment-after values for both groups, with sample sizes treatment group n=38 and control group n=40. The post-intervention CD3 value for the Kanglaite plus TP treatment group is 0.54 ± 0.13. The post-intervention CD3 value for the TP control group is 0.44 ± 0.12. Therefore, the matched post-intervention CD3+ level outcome can be extracted.",0.54,0.13,38,0.44,0.12,40,20.16,0.0,6437,720,7157
#18-14,gpt,CD3+ (%),"The article reports immune indicators including CD3+, CD4+, CD4+/CD8+, and NK cells; CD3+ level strictly matches the requested outcome. Table 1 provides post-treatment CD3+ (%) values for both arms. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=53. The control arm received NP chemotherapy alone, with n=53. After treatment, CD3+ was 62.64 ± 3.96% in the intervention group and 54.08 ± 7.19% in the control group.",62.64,3.96,53,54.08,7.19,53,11.14,0.0,4883,344,5227
#18-14,deepseek,CD3+ level (%),"The article reports CD3+ level (%) after treatment as an immune indicator. Table 1 provides post-treatment means and SDs: observation group (intervention) had 62.64% ± 3.96%, n=53; control group had 54.08% ± 7.19%, n=53. This matches the requested outcome definition.",62.64,3.96,53,54.08,7.19,53,6.71,0.0,4468,345,4813
