id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#4-10,gpt,,,,,,,3.3,0.0,2202,67,2269
#4-10,deepseek,,,,,,,3.77,0.0,1941,85,2026
#4-10,final_consensus,,,,,,,7.07,0.0,4143,152,4295
#4-11,gpt,,,,,,,2.68,0.0,2280,66,2346
#4-11,deepseek,,,,,,,3.12,0.0,1963,101,2064
#4-11,final_consensus,,,,,,,5.800000000000001,0.0,4243,167,4410
#4-12,gpt,,,,,,,2.81,0.0,4416,86,4502
#4-12,deepseek,,,,,,,6.31,0.0,3975,383,4358
#4-12,final_consensus,,,,,,,9.12,0.0,8391,469,8860
#4-13,gpt,贫血,,5,30,8,30,11.08,0.0,3110,550,3660
#4-13,deepseek,,,,,,,15.56,0.0,2751,1148,3899
#4-13,final_human_override,,,5,30,8,30,26.64,117.08,5861,1698,7559
#4-14,gpt,,,,,,,4.13,0.0,3583,85,3668
#4-14,deepseek,,,,,,,3.44,0.0,3216,95,3311
#4-14,final_consensus,,,,,,,7.57,0.0,6799,180,6979
#4-4,gpt,,,,,,,3.09,0.0,1755,92,1847
#4-4,deepseek,,,,,,,4.94,0.0,1528,263,1791
#4-4,final_consensus,,,,,,,8.030000000000001,0.0,3283,355,3638
#4-5,gpt,,,,,,,4.34,0.0,5372,184,5556
#4-5,deepseek,Anemia,,11,50,17,50,9.48,0.0,4951,548,5499
#4-5,final_human_override,,,,,,,13.82,15.39,10323,732,11055
#4-6,gpt,,,,,,,6.25,0.0,3944,174,4118
#4-6,deepseek,血红蛋白减少,,6,12,9,12,7.73,0.0,3567,468,4035
#4-6,final_human_override,血红蛋白减少,,6,12,9,12,13.98,25.28,7511,642,8153
#4-7,gpt,,,,,,,4.84,0.0,5035,86,5121
#4-7,deepseek,,,,,,,4.78,0.0,4367,194,4561
#4-7,final_consensus,,,,,,,9.620000000000001,0.0,9402,280,9682
#4-8,gpt,,,,,,,3.85,0.0,4171,72,4243
#4-8,deepseek,,,,,,,2.65,0.0,3788,92,3880
#4-8,final_consensus,,,,,,,6.5,0.0,7959,164,8123
#4-9,gpt,,,,,,,4.32,0.0,3263,145,3408
#4-9,deepseek,,,,,,,4.98,0.0,2866,208,3074
#4-9,final_consensus,,,,,,,9.3,0.0,6129,353,6482
