id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#16-10,gpt,hemoglobinemia >= grade 1,,5,30,7,30,6.52,0.0,3726,263,3989
#16-10,deepseek,,,,,,,22.12,0.0,3372,1375,4747
#16-10,final_human_override,hemoglobinemia >= grade 1,,5,30,7,30,28.64,49.3,7098,1638,8736
#16-11,gpt,hemoglobinemia,,,,,,8.28,0.0,1899,309,2208
#16-11,deepseek,hemoglobinemia,,,,,,9.47,0.0,1665,513,2178
#16-11,final_consensus,hemoglobinemia,,,,,,17.75,0.0,3564,822,4386
#16-12,gpt,hemoglobinemia,,6,31,5,25,8.79,0.0,2638,376,3014
#16-12,deepseek,hemoglobinemia,,6,31,5,25,7.05,0.0,2360,342,2702
#16-12,final_consensus,hemoglobinemia,,6,31,5,25,15.84,0.0,4998,718,5716
#16-13,gpt,hemoglobinemia,,,,,,4.98,0.0,4031,159,4190
#16-13,deepseek,hemoglobinemia,,,,,,5.62,0.0,3623,310,3933
#16-13,final_consensus,hemoglobinemia,,,,,,10.600000000000001,0.0,7654,469,8123
#16-14,gpt,,,,,,,9.81,0.0,5006,405,5411
#16-14,deepseek,hemoglobinemia,,,18,,20,14.08,0.0,4294,655,4949
#16-14,final_human_override,,,,,,,23.89,16.62,9300,1060,10360
#16-15,gpt,hemoglobinemia,,,,,,4.81,0.0,1425,112,1537
#16-15,deepseek,,,,,,,6.16,0.0,1307,190,1497
#16-15,final_consensus,hemoglobinemia,,,,,,10.969999999999999,0.0,2732,302,3034
#16-16,gpt,hemoglobinemia,,,,,,4.38,0.0,1544,146,1690
#16-16,deepseek,,,,,,,5.71,0.0,1460,312,1772
#16-16,final_consensus,hemoglobinemia,,,,,,10.09,0.0,3004,458,3462
#16-17,gpt,hemoglobinemia,,,,,,4.78,0.0,1708,159,1867
#16-17,deepseek,,,,,,,6.39,0.0,1493,317,1810
#16-17,final_consensus,hemoglobinemia,,,,,,11.17,0.0,3201,476,3677
#16-18,gpt,hemoglobinemia,,,,,,5.64,0.0,10829,167,10996
#16-18,deepseek,,,,,,,7.37,0.0,9504,242,9746
#16-18,final_consensus,hemoglobinemia,,,,,,13.01,0.0,20333,409,20742
#16-19,gpt,hemoglobinemia,,,,,,3.31,0.0,1925,86,2011
#16-19,deepseek,,,,,,,7.63,0.0,1650,462,2112
#16-19,final_consensus,hemoglobinemia,,,,,,10.94,0.0,3575,548,4123
#16-20,gpt,hemoglobinemia,,,,,,5.03,0.0,2370,176,2546
#16-20,deepseek,,,,,,,7.37,0.0,2010,363,2373
#16-20,final_consensus,hemoglobinemia,,,,,,12.4,0.0,4380,539,4919
#16-21,gpt,hemoglobinemia,,,,,,4.46,0.0,2899,128,3027
#16-21,deepseek,,,,,,,13.17,0.0,2593,791,3384
#16-21,final_consensus,hemoglobinemia,,,,,,17.63,0.0,5492,919,6411
#16-22,gpt,血红蛋白下降（≥I级）,,7,40,10,40,7.57,0.0,3943,367,4310
#16-22,deepseek,,,,,,,7.52,0.0,3550,372,3922
#16-22,final_human_override,血红蛋白下降（≥I级）,,7,40,10,40,15.09,28.83,7493,739,8232
#16-23,gpt,hemoglobinemia,,,,,,5.41,0.0,2640,135,2775
#16-23,deepseek,,,,,,,6.67,0.0,2318,243,2561
#16-23,final_consensus,hemoglobinemia,,,,,,12.08,0.0,4958,378,5336
#16-8,gpt,hemoglobinemia,,,,,,4.85,0.0,1577,119,1696
#16-8,deepseek,,,,,,,5.32,0.0,1363,240,1603
#16-8,final_consensus,hemoglobinemia,,,,,,10.17,0.0,2940,359,3299
#16-9,gpt,hemoglobinemia,,,,,,4.25,0.0,3128,146,3274
#16-9,deepseek,hemoglobinemia,,,,,,15.37,0.0,2767,979,3746
#16-9,final_consensus,hemoglobinemia,,,,,,19.619999999999997,0.0,5895,1125,7020
