id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD4+ level,,39.12,9.14,34,31.28,8.75,35,3.86,0,3974,137,4111
#169-15,deepseek,CD4+ level,,39.12,9.14,34,31.28,8.75,35,5.44,0,3685,216,3901
#169-15,final_consensus,CD4+ level,,39.12,9.14,34,31.28,8.75,35,9.3,0,7659,353,8012
#169-16,gpt,CD4+ level,,36.24,3.60,40,31.72,4.42,39,5.16,0,10925,132,11057
#169-16,deepseek,CD4+ level,,36.24,3.60,40,31.72,4.42,39,8.26,0,9867,337,10204
#169-16,final_consensus,CD4+ level,,36.24,3.60,40,31.72,4.42,39,13.42,0,20792,469,21261
#169-17,gpt,,,,,,,,,4.92,0,2856,180,3036
#169-17,deepseek,,,,,,,,,6.54,0,2512,348,2860
#169-17,final_consensus,,,,,,,,,11.46,0,5368,528,5896
#169-18,gpt,CD4+ (%),,42.4,2.5,53,36.2,1.9,47,3.79,0,4727,131,4858
#169-18,deepseek,CD4+ level,,42.4,2.5,53,36.2,1.9,47,5.33,0,4248,231,4479
#169-18,final_consensus,CD4+ (%),,42.4,2.5,53,36.2,1.9,47,9.120000000000001,0,8975,362,9337
#169-19,gpt,CD4+ level,,36,5,55,26,5,55,4.15,0,2671,136,2807
#169-19,deepseek,CD4+ level,,36,5,55,26,5,55,8.0,0,2441,330,2771
#169-19,final_consensus,CD4+ level,,36,5,55,26,5,55,12.15,0,5112,466,5578
#169-20,gpt,CD4+ level,,51.04,12.01,45,41.93,17.28,45,3.83,0,2798,133,2931
#169-20,deepseek,CD4+ level,,51.04,12.01,45,41.93,17.28,45,7.57,0,2647,348,2995
#169-20,final_consensus,CD4+ level,,51.04,12.01,45,41.93,17.28,45,11.4,0,5445,481,5926
#169-21,gpt,CD4+ level,,,,,,,,2.81,0,3374,79,3453
#169-21,deepseek,,,,,,,,,5.0,0,3111,229,3340
#169-21,final_consensus,CD4+ level,,,,,,,,7.8100000000000005,0,6485,308,6793
#169-22,gpt,CD4+ level (%) after intervention,,38.17,4.77,60,31.24,4.12,60,3.46,0,3874,118,3992
#169-22,deepseek,CD4+ level,,38.17,4.77,60,31.24,4.12,60,6.24,0,3479,302,3781
#169-22,final_consensus,CD4+ level (%) after intervention,,38.17,4.77,60,31.24,4.12,60,9.7,0,7353,420,7773
#169-23,gpt,CD4+ level (%),,35.11,1.53,43,30.25,2.66,43,4.2,0,3676,128,3804
#169-23,deepseek,CD4+ level,,35.11,1.53,43,30.25,2.66,43,10.14,0,3256,462,3718
#169-23,final_consensus,CD4+ level (%),,35.11,1.53,43,30.25,2.66,43,14.34,0,6932,590,7522
#169-24,gpt,CD4+ level,,,,,,,,3.67,0,3328,119,3447
#169-24,deepseek,,,,,,,,,5.34,0,2950,192,3142
#169-24,final_consensus,CD4+ level,,,,,,,,9.01,0,6278,311,6589
#169-25,gpt,CD4+ level,,0.27,0.10,38,0.16,0.08,40,3.28,0,3240,129,3369
#169-25,deepseek,CD4+ level,,0.27,0.10,38,0.16,0.08,40,4.61,0,2951,238,3189
#169-25,final_consensus,CD4+ level,,0.27,0.10,38,0.16,0.08,40,7.890000000000001,0,6191,367,6558
#169-26,gpt,CD4+ level,,,,,,,,2.85,0,2984,101,3085
#169-26,deepseek,,,,,,,,,5.81,0,2730,246,2976
#169-26,final_consensus,CD4+ level,,,,,,,,8.66,0,5714,347,6061
#169-27,gpt,CD4+ level,,42.16,4.29,35,36.76,6.30,30,3.31,0,3552,118,3670
#169-27,deepseek,CD4+ level,,42.16,4.29,35,36.76,6.30,30,5.05,0,3285,283,3568
#169-27,final_consensus,CD4+ level,,42.16,4.29,35,36.76,6.30,30,8.36,0,6837,401,7238
