id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,10.48,0,4470,114,4584
#13-10,deepseek,,,,,,,,,5.21,0,3912,319,4231
#13-10,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,15.690000000000001,0,8382,433,8815
#13-11,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,9.76,0,2221,187,2408
#13-11,deepseek,,,,,,,,,6.85,0,1956,252,2208
#13-11,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,16.61,0,4177,439,4616
#13-12,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.43,0,3852,94,3946
#13-12,deepseek,,,,,,,,,4.88,0,3563,309,3872
#13-12,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.309999999999999,0,7415,403,7818
#13-13,gpt,CD4+/CD8+ T-cell ratio,,1.09,0.26,30,0.69,0.32,30,2.57,0,3069,109,3178
#13-13,deepseek,CD4+/CD8+ T-cell ratio,,1.09,0.26,30,0.69,0.32,30,3.39,0,2763,247,3010
#13-13,final_consensus,CD4+/CD8+ T-cell ratio,,1.09,0.26,30,0.69,0.32,30,5.96,0,5832,356,6188
#13-14,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.18,0,3390,81,3471
#13-14,deepseek,,,,,,,,,5.16,0,3128,339,3467
#13-14,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.34,0,6518,420,6938
#13-15,gpt,CD4+/CD8+ T-cell ratio,,1.33,0.39,45,1.13,0.40,45,9.03,0,3913,125,4038
#13-15,deepseek,CD4+/CD8+ T-cell ratio,,1.33,0.39,45,1.13,0.40,45,6.09,0,3611,377,3988
#13-15,final_consensus,CD4+/CD8+ T-cell ratio,,1.33,0.39,45,1.13,0.40,45,15.12,0,7524,502,8026
#13-16,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.49,0,1326,92,1418
#13-16,deepseek,,,,,,,,,4.38,0,1178,256,1434
