id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,,,,,,,,,8.53,0,4480,57,4537
#347-10,deepseek,,,,,,,,,2.17,0,4092,93,4185
#347-10,final_consensus,,,,,,,,,10.7,0,8572,150,8722
#347-11,gpt,,,,,,,,,2.33,0,4863,99,4962
#347-11,deepseek,,,,,,,,,2.81,0,4476,107,4583
#347-11,final_consensus,,,,,,,,,5.140000000000001,0,9339,206,9545
#347-12,gpt,,,,,,,,,2.17,0,3735,70,3805
#347-12,deepseek,,,,,,,,,2.71,0,3384,99,3483
#347-12,final_consensus,,,,,,,,,4.88,0,7119,169,7288
#347-13,gpt,,,,,,,,,1.77,0,4007,54,4061
#347-13,deepseek,,,,,,,,,2.25,0,3626,105,3731
#347-13,final_consensus,,,,,,,,,4.02,0,7633,159,7792
#347-14,gpt,,,,,,,,,1.69,0,2514,53,2567
#347-14,deepseek,,,,,,,,,2.73,0,2267,113,2380
#347-14,final_consensus,,,,,,,,,4.42,0,4781,166,4947
#347-15,gpt,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,2.2,0,4237,109,4346
#347-15,deepseek,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,3.0,0,3908,151,4059
#347-15,final_consensus,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,5.2,0,8145,260,8405
#347-16,gpt,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,2.4,0,7806,122,7928
#347-16,deepseek,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,3.36,0,7136,209,7345
#347-16,final_consensus,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,5.76,0,14942,331,15273
#347-17,gpt,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,3.52,0,5624,105,5729
#347-17,deepseek,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,4.25,0,5102,282,5384
#347-17,final_consensus,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,7.77,0,10726,387,11113
#347-18,gpt,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,2.22,0,4122,108,4230
#347-18,deepseek,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,5.06,0,3798,296,4094
#347-18,final_consensus,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,7.279999999999999,0,7920,404,8324
#347-19,gpt,,,,,,,,,8.48,0,4755,75,4830
#347-19,deepseek,,,,,,,,,2.62,0,4282,109,4391
#347-19,final_consensus,,,,,,,,,11.100000000000001,0,9037,184,9221
#347-20,gpt,,,,,,,,,1.92,0,2988,53,3041
#347-20,deepseek,,,,,,,,,1.87,0,2761,88,2849
#347-20,final_consensus,,,,,,,,,3.79,0,5749,141,5890
#347-21,gpt,,,,,,,,,1.94,0,4089,65,4154
#347-21,deepseek,,,,,,,,,2.01,0,3655,102,3757
#347-21,final_consensus,,,,,,,,,3.9499999999999997,0,7744,167,7911
#347-22,gpt,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,2.32,0,4659,127,4786
#347-22,deepseek,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,4.29,0,4308,243,4551
#347-22,final_consensus,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,6.609999999999999,0,8967,370,9337
#347-23,gpt,,,,,,,,,1.83,0,3398,53,3451
#347-23,deepseek,,,,,,,,,2.57,0,3122,120,3242
#347-23,final_consensus,,,,,,,,,4.4,0,6520,173,6693
#347-24,gpt,CD4+/CD8+,,0.11,0.00,42,0.10,0.00,40,2.31,0,4759,132,4891
#347-24,deepseek,CD4+/CD8+,,0.11,0.00,42,0.10,0.00,40,7.04,0,4321,435,4756
