id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#72-2,gpt,生活质量,,24,35,15,35,3.01,0,3544,95,3639
#72-2,deepseek,生活质量,,24,35,15,35,6.68,0,3229,363,3592
#72-2,final_consensus,生活质量,,24,35,15,35,9.69,0,6773,458,7231
#72-3,gpt,生活质量,,20,23,10,20,3.1,0,2866,90,2956
#72-3,deepseek,生活质量,,20,23,10,20,7.79,0,2637,486,3123
#72-3,final_consensus,生活质量,,20,23,10,20,10.89,0,5503,576,6079
#72-4,gpt,生活质量,,29,35,14,30,3.55,0,4115,124,4239
#72-4,deepseek,生活质量,,29,35,14,30,9.0,0,3784,476,4260
#72-4,final_consensus,生活质量,,29,35,14,30,12.55,0,7899,600,8499
#72-5,gpt,生活质量,,42,49,35,49,5.96,0,4359,302,4661
#72-5,deepseek,生活质量,,42,49,35,49,8.78,0,3970,422,4392
#72-5,final_consensus,生活质量,,42,49,35,49,14.739999999999998,0,8329,724,9053
