id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#323-14,gpt,gastrointestinal reaction,,,,,,3.13,0.0,4162,87,4249
#323-14,deepseek,gastrointestinal reaction,,,44,,44,11.99,0.0,3827,585,4412
#323-14,final_human_override,gastrointestinal reaction,,,,,,15.120000000000001,18.08,7989,672,8661
#323-15,gpt,gastrointestinal reaction,,20,51,28,51,4.95,0.0,3260,210,3470
#323-15,deepseek,gastrointestinal reaction,,20,51,28,51,8.25,0.0,2936,402,3338
#323-15,final_consensus,gastrointestinal reaction,,20,51,28,51,13.2,0.0,6196,612,6808
#323-16,gpt,,,,,,,3.38,0.0,4185,108,4293
#323-16,deepseek,gastrointestinal reaction,,,,,,8.69,0.0,3768,469,4237
#323-16,final_consensus,,,,,,,12.07,0.0,7953,577,8530
#323-17,gpt,gastrointestinal reaction,,,,,,3.35,0.0,2448,114,2562
#323-17,deepseek,,,,,,,8.71,0.0,2142,479,2621
#323-17,final_consensus,gastrointestinal reaction,,,,,,12.06,0.0,4590,593,5183
#323-18,gpt,gastrointestinal reaction ≥ grade 1,,11,41,13,41,4.18,0.0,3186,162,3348
#323-18,deepseek,gastrointestinal reaction,,11,41,13,41,8.05,0.0,2947,510,3457
#323-18,final_consensus,gastrointestinal reaction ≥ grade 1,,11,41,13,41,12.23,0.0,6133,672,6805
#323-19,gpt,gastrointestinal reaction,,,,,,3.06,0.0,1607,111,1718
#323-19,deepseek,,,,,,,4.86,0.0,1406,208,1614
#323-19,final_consensus,gastrointestinal reaction,,,,,,7.92,0.0,3013,319,3332
#323-20,gpt,gastrointestinal reaction,,,,,,2.14,0.0,1473,74,1547
#323-20,deepseek,,,,,,,7.07,0.0,1300,411,1711
#323-20,final_consensus,gastrointestinal reaction,,,,,,9.21,0.0,2773,485,3258
#323-21,gpt,gastrointestinal reaction,,,,,,3.07,0.0,2261,75,2336
#323-21,deepseek,,,,,,,7.07,0.0,2074,343,2417
#323-21,final_consensus,gastrointestinal reaction,,,,,,10.14,0.0,4335,418,4753
#323-22,gpt,gastrointestinal reaction >= grade 1,,22,34,31,32,5.58,0.0,2331,234,2565
#323-22,deepseek,gastrointestinal reaction,,22,34,31,32,6.09,0.0,2087,260,2347
#323-22,final_consensus,gastrointestinal reaction >= grade 1,,22,34,31,32,11.67,0.0,4418,494,4912
#323-23,gpt,gastrointestinal reaction,,1,53,4,53,18.52,0.0,3415,1070,4485
#323-23,deepseek,gastrointestinal reaction,,,53,,53,17.6,0.0,3044,991,4035
#323-23,final_human_override,,,,,,,36.120000000000005,46.13,6459,2061,8520
#323-24,gpt,gastrointestinal reaction (grade ≥1),,23,31,25,26,3.77,0.0,2350,136,2486
#323-24,deepseek,gastrointestinal reaction,,23,31,25,26,4.92,0.0,2134,209,2343
#323-24,final_consensus,gastrointestinal reaction (grade ≥1),,23,31,25,26,8.69,0.0,4484,345,4829
#323-25,gpt,gastrointestinal reaction,,,,,,3.68,0.0,2436,117,2553
#323-25,deepseek,,,,,,,5.34,0.0,2280,225,2505
#323-25,final_consensus,gastrointestinal reaction,,,,,,9.02,0.0,4716,342,5058
#323-26,gpt,gastrointestinal reaction,,,,,,7.87,0.0,6087,391,6478
#323-26,deepseek,,,,,,,12.29,0.0,5455,534,5989
#323-26,final_consensus,gastrointestinal reaction,,,,,,20.16,0.0,11542,925,12467
#323-27,gpt,gastrointestinal reaction,,,,,,4.61,0.0,2390,131,2521
#323-27,deepseek,,,,,,,4.3,0.0,2099,215,2314
#323-27,final_consensus,gastrointestinal reaction,,,,,,8.91,0.0,4489,346,4835
#323-28,gpt,gastrointestinal reaction ≥ grade 1,,5,22,6,21,2.7,0.0,2610,115,2725
#323-28,deepseek,gastrointestinal reaction,,5,22,6,21,5.29,0.0,2352,251,2603
#323-28,final_consensus,gastrointestinal reaction ≥ grade 1,,5,22,6,21,7.99,0.0,4962,366,5328
#323-29,gpt,,,,,,,5.94,0.0,3298,298,3596
#323-29,deepseek,gastrointestinal reaction,,,40,,40,11.27,0.0,2994,613,3607
#323-29,final_human_override,,,,,,,17.21,30.26,6292,911,7203
#323-30,gpt,gastrointestinal reaction,,,,,,2.73,0.0,3129,89,3218
#323-30,deepseek,gastrointestinal reaction,,,,,,8.79,0.0,2838,345,3183
#323-30,final_consensus,gastrointestinal reaction,,,,,,11.52,0.0,5967,434,6401
#323-31,gpt,gastrointestinal reaction (grade ≥1),,5,30,4,30,4.95,0.0,2723,138,2861
#323-31,deepseek,gastrointestinal reaction,,5,30,4,30,6.11,0.0,2514,317,2831
#323-31,final_consensus,gastrointestinal reaction (grade ≥1),,5,30,4,30,11.06,0.0,5237,455,5692
