id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-15,gpt,,,,,,,,,7.71,0,3637,49,3686
#27-15,deepseek,,,,,,,,,3.0,0,3328,147,3475
#27-15,final_consensus,,,,,,,,,10.71,0,6965,196,7161
#27-16,gpt,,,,,,,,,2.01,0,3396,63,3459
#27-16,deepseek,,,,,,,,,2.41,0,3124,119,3243
#27-16,final_consensus,,,,,,,,,4.42,0,6520,182,6702
#27-17,gpt,CD3+,,65.9,12.6,70,53.3,10.2,67,3.03,0,5568,108,5676
#27-17,deepseek,CD3+,,65.9,12.6,70,53.3,10.2,67,2.93,0,5164,175,5339
#27-17,final_consensus,CD3+,,65.9,12.6,70,53.3,10.2,67,5.96,0,10732,283,11015
#27-18,gpt,CD3+,,61.02,7.98,33,52.11,6.41,36,3.11,0,4057,129,4186
#27-18,deepseek,CD3+,,61.02,7.98,33,52.11,6.41,36,3.75,0,3696,250,3946
#27-18,final_consensus,CD3+,,61.02,7.98,33,52.11,6.41,36,6.859999999999999,0,7753,379,8132
#27-19,gpt,CD3+,,67.11,6.35,43,63.23,7.28,42,3.0,0,5386,119,5505
#27-19,deepseek,CD3+,,67.11,6.35,43,63.23,7.28,42,7.76,0,4906,468,5374
#27-19,final_consensus,CD3+,,67.11,6.35,43,63.23,7.28,42,10.76,0,10292,587,10879
#27-20,gpt,CD3+,,54.58,9.56,60,49.74,9.04,60,9.46,0,7777,137,7914
#27-20,deepseek,CD3+,,54.58,9.56,60,49.74,9.04,60,2.95,0,7111,124,7235
#27-20,final_consensus,CD3+,,54.58,9.56,60,49.74,9.04,60,12.41,0,14888,261,15149
#27-21,gpt,,,,,,,,,3.08,0,4194,62,4256
#27-21,deepseek,,,,,,,,,2.35,0,3841,90,3931
#27-21,final_consensus,,,,,,,,,5.43,0,8035,152,8187
#27-22,gpt,,,,,,,,,2.15,0,4941,64,5005
#27-22,deepseek,,,,,,,,,2.28,0,4504,107,4611
#27-22,final_consensus,,,,,,,,,4.43,0,9445,171,9616
#27-23,gpt,,,,,,,,,2.95,0,5001,74,5075
#27-23,deepseek,,,,,,,,,3.25,0,4678,132,4810
#27-23,final_consensus,,,,,,,,,6.2,0,9679,206,9885
#27-24,gpt,CD3+,,60.13,10.32,99,52.07,10.13,101,3.29,0,5624,97,5721
#27-24,deepseek,CD3+,,60.13,10.32,99,52.07,10.13,101,2.36,0,5105,140,5245
#27-24,final_consensus,CD3+,,60.13,10.32,99,52.07,10.13,101,5.65,0,10729,237,10966
#27-25,gpt,,,,,,,,,2.81,0,3195,51,3246
#27-25,deepseek,,,,,,,,,2.14,0,2874,107,2981
#27-25,final_consensus,,,,,,,,,4.95,0,6069,158,6227
#27-26,gpt,CD3+,,0.53,0.04,42,0.48,0.04,40,3.43,0,5181,144,5325
#27-26,deepseek,CD3+,,0.53,0.04,42,0.48,0.04,40,14.01,0,4606,805,5411
#27-26,final_consensus,CD3+,,0.53,0.04,42,0.48,0.04,40,17.44,0,9787,949,10736
#27-27,gpt,,,,,,,,,7.72,0,3505,64,3569
#27-27,deepseek,,,,,,,,,3.54,0,3114,111,3225
#27-27,final_consensus,,,,,,,,,11.26,0,6619,175,6794
#27-28,gpt,CD3+,,61.01,7.97,66,52.12,6.40,72,3.13,0,3105,115,3220
#27-28,deepseek,CD3+,,61.01,7.97,66,52.12,6.40,72,3.94,0,2839,262,3101
#27-28,final_consensus,CD3+,,61.01,7.97,66,52.12,6.40,72,7.07,0,5944,377,6321
