id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#49-10,gpt,Objective Response Rate (CR+PR),,21,24,9,17,3.37,0,1267,97,1364
#49-10,deepseek,Objective Response Rate,,21,24,9,17,3.8,0,1107,147,1254
#49-10,final_consensus,Objective Response Rate (CR+PR),,21,24,9,17,7.17,0,2374,244,2618
#49-11,gpt,Objective Response Rate (CR+PR),,14,15,13,15,2.69,0,1131,96,1227
#49-11,deepseek,Objective Response Rate,,14,15,13,15,3.37,0,1000,236,1236
#49-11,final_consensus,Objective Response Rate (CR+PR),,14,15,13,15,6.0600000000000005,0,2131,332,2463
#49-12,gpt,Objective Response Rate (CR+PR),,28,31,17,24,4.09,0,945,140,1085
#49-12,deepseek,Objective Response Rate,,28,31,17,24,3.3,0,848,174,1022
#49-12,final_consensus,Objective Response Rate (CR+PR),,28,31,17,24,7.39,0,1793,314,2107
#49-13,gpt,Objective Response Rate (CR+PR),,19,22,15,24,2.59,0,1737,101,1838
#49-13,deepseek,Objective Response Rate,,19,22,15,24,3.62,0,1476,190,1666
#49-13,final_consensus,Objective Response Rate (CR+PR),,19,22,15,24,6.21,0,3213,291,3504
#49-14,gpt,Objective Response Rate (CR+PR),,19,23,7,13,3.47,0,868,101,969
#49-14,deepseek,Objective Response Rate,,19,23,7,13,3.28,0,763,180,943
#49-14,final_consensus,Objective Response Rate (CR+PR),,19,23,7,13,6.75,0,1631,281,1912
#49-2,gpt,Objective Response Rate (CR+PR),,19,21,12,21,2.2,0,1495,107,1602
#49-2,deepseek,Objective Response Rate,,19,21,12,21,3.75,0,1289,192,1481
#49-2,final_consensus,Objective Response Rate (CR+PR),,19,21,12,21,5.95,0,2784,299,3083
#49-3,gpt,Objective Response Rate (CR+PR),,26,30,16,30,2.4,0,1734,101,1835
#49-3,deepseek,Objective Response Rate,,26,30,16,30,3.68,0,1473,134,1607
#49-3,final_consensus,Objective Response Rate (CR+PR),,26,30,16,30,6.08,0,3207,235,3442
#49-4,gpt,Objective Response Rate (CR+PR),,11,12,6,8,3.34,0,3150,111,3261
#49-4,deepseek,Objective Response Rate,,11,12,6,8,6.38,0,2767,347,3114
#49-4,final_consensus,Objective Response Rate (CR+PR),,11,12,6,8,9.719999999999999,0,5917,458,6375
#49-5,gpt,Objective Response Rate,,19,20,11,14,6.84,0,4684,232,4916
#49-5,deepseek,Objective Response Rate,,19,20,11,14,3.64,0,4025,176,4201
#49-5,final_consensus,Objective Response Rate,,19,20,11,14,10.48,0,8709,408,9117
#49-6,gpt,Objective Response Rate,,18,22,11,21,2.47,0,1622,98,1720
#49-6,deepseek,Objective Response Rate,,18,22,11,21,4.87,0,1493,312,1805
#49-6,final_consensus,Objective Response Rate,,18,22,11,21,7.34,0,3115,410,3525
#49-7,gpt,Objective Response Rate (CR+PR),,20,25,12,23,2.34,0,2059,85,2144
#49-7,deepseek,Objective Response Rate (CR+PR),,20,25,12,23,3.27,0,1867,142,2009
#49-7,final_consensus,Objective Response Rate (CR+PR),,20,25,12,23,5.609999999999999,0,3926,227,4153
#49-8,gpt,Objective Response Rate (CR+PR),,21,27,12,29,2.46,0,1801,102,1903
#49-8,deepseek,Objective Response Rate,,21,27,12,29,3.93,0,1567,236,1803
#49-8,final_consensus,Objective Response Rate (CR+PR),,21,27,12,29,6.390000000000001,0,3368,338,3706
#49-9,gpt,Objective Response Rate,,11,12,12,14,3.19,0,1677,97,1774
#49-9,deepseek,Objective Response Rate,,11,12,12,14,3.24,0,1460,231,1691
#49-9,final_consensus,Objective Response Rate,,11,12,12,14,6.43,0,3137,328,3465
