id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#328-1,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.54,0,3708,92,3800
#328-1,deepseek,,,,,,,,,4.63,0,3388,285,3673
#328-1,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,13.169999999999998,0,7096,377,7473
#328-11,gpt,CD4+/CD8+ T-cell ratio,,1.19,0.17,36,0.92,1.13,36,2.5,0,2162,125,2287
#328-11,deepseek,CD4+/CD8+ T-cell ratio,,1.19,0.17,36,0.92,1.13,36,4.62,0,2011,292,2303
#328-11,final_consensus,CD4+/CD8+ T-cell ratio,,1.19,0.17,36,0.92,1.13,36,7.12,0,4173,417,4590
#328-12,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.23,0,3258,87,3345
#328-12,deepseek,,,,,,,,,3.11,0,3008,183,3191
#328-12,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,5.34,0,6266,270,6536
#328-13,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.35,0,2389,97,2486
#328-13,deepseek,,,,,,,,,5.82,0,2191,419,2610
#328-13,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,8.17,0,4580,516,5096
#328-14,gpt,CD4+/CD8+ T-cell ratio,,1.81,0.54,39,1.48,0.69,41,8.49,0,3612,133,3745
#328-14,deepseek,CD4+/CD8+ T-cell ratio,,1.81,0.54,39,1.48,0.69,41,4.88,0,3361,272,3633
#328-14,final_consensus,CD4+/CD8+ T-cell ratio,,1.81,0.54,39,1.48,0.69,41,13.370000000000001,0,6973,405,7378
#328-15,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.12,0,2686,96,2782
#328-15,deepseek,,,,,,,,,4.05,0,2449,278,2727
#328-15,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,6.17,0,5135,374,5509
#328-16,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.69,0,3358,120,3478
#328-16,deepseek,,,,,,,,,4.08,0,2985,286,3271
#328-16,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,6.77,0,6343,406,6749
#328-17,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.29,0,2906,91,2997
#328-17,deepseek,,,,,,,,,2.23,0,2643,128,2771
#328-17,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,4.52,0,5549,219,5768
#328-18,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.24,0,2618,89,2707
#328-18,deepseek,,,,,,,,,3.47,0,2338,212,2550
#328-18,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,5.710000000000001,0,4956,301,5257
#328-19,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,1.99,0,1884,78,1962
#328-19,deepseek,,,,,,,,,2.21,0,1652,93,1745
#328-19,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,4.2,0,3536,171,3707
#328-2,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.48,0,2511,104,2615
#328-2,deepseek,,,,,,,,,5.07,0,2349,348,2697
#328-2,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.550000000000001,0,4860,452,5312
#328-20,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,8.12,0,2300,104,2404
