id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD3+ level,"The requested outcome is CD3+ level, which matches the T lymphocyte subset indicator CD3 reported in Table 3. The post-intervention CD3 values are given as mean ± SD percentages after treatment. The intervention arm is the Kanglaite injection combined with GP chemotherapy group with n=34. The control arm is the GP chemotherapy group with n=35. After treatment, CD3 was 60.10 ± 10.43 in the intervention group and 50.60 ± 10.21 in the control group.",60.10,10.43,34,50.60,10.21,35,11.77,0.0,4136,356,4492
#169-15,deepseek,CD3+ level,"The article reports CD3+ level as a percentage of T lymphocyte subsets after treatment in Table 3. GP chemotherapy group (control) has mean 50.60, SD 10.21, n=35; combination treatment group (intervention) has mean 60.10, SD 10.43, n=34. No other outcome matches exactly CD3+ level; IgA, IgG, IgM are not extracted.",60.10,10.43,34,50.60,10.21,35,5.75,0.0,3851,323,4174
#169-15,final_consensus,CD3+ level,"The requested outcome is CD3+ level, which matches the T lymphocyte subset indicator CD3 reported in Table 3. The post-intervention CD3 values are given as mean ± SD percentages after treatment. The intervention arm is the Kanglaite injection combined with GP chemotherapy group with n=34. The control arm is the GP chemotherapy group with n=35. After treatment, CD3 was 60.10 ± 10.43 in the intervention group and 50.60 ± 10.21 in the control group.",60.10,10.43,34,50.60,10.21,35,17.52,0.0,7987,679,8666
#169-16,gpt,CD3+ level,"The article reports immune function outcomes including CD3+, CD4+, CD4+/CD8+, and NK cell activity; CD3+ strictly matches the requested CD3+ level outcome. The evaluable sample sizes are treatment/intervention group n=40 and control group n=39, also shown in Table 7 for immune function. In Table 7, the post-treatment CD3+ value for the intervention group is 64.82±7.05. The post-treatment CD3+ value for the control group is 59.60±7.21.",64.82,7.05,40,59.60,7.21,39,11.46,0.0,11087,340,11427
#169-16,deepseek,CD3+ level,"From Table 7, CD3+ level after treatment is reported. The intervention group (chemotherapy + Kanglaite) has mean 64.82, SD 7.05, n=40. The control group (chemotherapy alone) has mean 59.60, SD 7.21, n=39.",64.82,7.05,40,59.6,7.21,39,6.42,0.0,10033,350,10383
#169-16,final_human_override,CD3+ level,"The article reports immune function outcomes including CD3+, CD4+, CD4+/CD8+, and NK cell activity; CD3+ strictly matches the requested CD3+ level outcome. The evaluable sample sizes are treatment/intervention group n=40 and control group n=39, also shown in Table 7 for immune function. In Table 7, the post-treatment CD3+ value for the intervention group is 64.82±7.05. The post-treatment CD3+ value for the control group is 59.60±7.21.",64.82,7.05,40,59.60,7.21,39,17.880000000000003,31.43,21120,690,21810
#169-17,gpt,,"The article reports clinical efficacy (CR/PR/SD/PD, RR, CBR), KPS quality-of-life improvement, and adverse reactions such as hemoglobin reduction, granulocyte reduction, platelet reduction, liver/kidney function damage, nausea/vomiting, phlebitis, cardiac toxicity, and neurotoxicity. No CD3+ level outcome is reported after intervention, and no T-cell subset data are provided. Therefore, there are no matched CD3+ means, SDs, or outcome-specific sample sizes to extract.",,,,,,,13.74,0.0,3018,282,3300
#169-17,deepseek,,"The article reports clinical outcomes like response rate, quality of life, and adverse events for Kanglaite injection plus chemotherapy in NSCLC. No immune cell markers such as CD3+ levels are reported. The outcome definition requires CD3+ level, which is not mentioned. Therefore, no data can be extracted.",,,,,,,9.39,0.0,2678,585,3263
#169-17,final_consensus,,"The article reports clinical efficacy (CR/PR/SD/PD, RR, CBR), KPS quality-of-life improvement, and adverse reactions such as hemoglobin reduction, granulocyte reduction, platelet reduction, liver/kidney function damage, nausea/vomiting, phlebitis, cardiac toxicity, and neurotoxicity. No CD3+ level outcome is reported after intervention, and no T-cell subset data are provided. Therefore, there are no matched CD3+ means, SDs, or outcome-specific sample sizes to extract.",,,,,,,23.130000000000003,0.0,5696,867,6563
#169-18,gpt,CD3+ (%),"The requested outcome is CD3+ level; Table 4 reports T lymphocyte subsets including CD3+(%), which strictly matches the requested definition. The study randomized 100 patients into observation/intervention group (Kanglaite injection plus NP chemotherapy, n=53) and control group (NP chemotherapy, n=47). Table 4 provides post-intervention immune function indicators for both groups. For CD3+(%), the control group value is 58.4±1.9 and the observation group value is 67.9±2.5. Thus the intervention mean/SD/n are 67.9/2.5/53 and control mean/SD/n are 58.4/1.9/47.",67.9,2.5,53,58.4,1.9,47,11.98,0.0,4889,364,5253
