id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-15,gpt,CD3+ level,,,,,,,,3.21,0,2981,80,3061
#27-15,deepseek,,,,,,,,,5.66,0,2730,247,2977
#27-15,final_consensus,CD3+ level,,,,,,,,8.870000000000001,0,5711,327,6038
#27-16,gpt,CD3+ level,,,,,,,,3.89,0,2740,122,2862
#27-16,deepseek,,,,,,,,,4.49,0,2526,224,2750
#27-16,final_consensus,CD3+ level,,,,,,,,8.38,0,5266,346,5612
#27-17,gpt,CD3+ T cells percentage after intervention (%),,65.9,12.6,70,53.3,10.2,67,2.98,0,4912,129,5041
#27-17,deepseek,CD3+ level,,65.9,12.6,70,53.3,10.2,67,6.04,0,4566,278,4844
#27-17,final_consensus,CD3+ T cells percentage after intervention (%),,65.9,12.6,70,53.3,10.2,67,9.02,0,9478,407,9885
#27-18,gpt,CD3+ level,,61.02,7.98,33,52.11,6.41,36,3.71,0,3401,120,3521
#27-18,deepseek,CD3+ level,,61.02,7.98,33,52.11,6.41,36,6.28,0,3098,341,3439
#27-18,final_consensus,CD3+ level,,61.02,7.98,33,52.11,6.41,36,9.99,0,6499,461,6960
#27-19,gpt,CD3+ level,,67.11,6.35,43,63.23,7.28,42,3.25,0,4730,125,4855
#27-19,deepseek,CD3+ level (%),,67.11,6.35,43,63.23,7.28,42,4.58,0,4308,227,4535
#27-19,final_consensus,CD3+ level,,67.11,6.35,43,63.23,7.28,42,7.83,0,9038,352,9390
#27-20,gpt,CD3+ level,,54.58,9.56,60,49.74,9.04,60,3.47,0,7121,128,7249
#27-20,deepseek,CD3+ level,,54.58,9.56,60,49.74,9.04,60,6.22,0,6513,318,6831
#27-20,final_consensus,CD3+ level,,54.58,9.56,60,49.74,9.04,60,9.69,0,13634,446,14080
#27-21,gpt,CD3+ level,,,,,,,,3.67,0,3538,96,3634
#27-21,deepseek,,,,,,,,,4.8,0,3243,265,3508
#27-21,final_consensus,CD3+ level,,,,,,,,8.469999999999999,0,6781,361,7142
#27-22,gpt,CD3+ level,,,,,,,,2.52,0,4285,88,4373
#27-22,deepseek,,,,,,,,,4.11,0,3906,224,4130
#27-22,final_consensus,CD3+ level,,,,,,,,6.630000000000001,0,8191,312,8503
#27-23,gpt,CD3+ level,,,,,,,,4.08,0,4345,106,4451
#27-23,deepseek,,,,,,,,,5.43,0,4080,297,4377
#27-23,final_consensus,CD3+ level,,,,,,,,9.51,0,8425,403,8828
#27-24,gpt,CD3+ level,,60.13,10.32,99,52.07,10.13,101,3.99,0,4968,115,5083
#27-24,deepseek,CD3+ level,,60.13,10.32,99,52.07,10.13,101,3.58,0,4507,162,4669
#27-24,final_consensus,CD3+ level,,60.13,10.32,99,52.07,10.13,101,7.57,0,9475,277,9752
#27-25,gpt,CD3+ level,,,,,,,,4.51,0,2539,201,2740
#27-25,deepseek,,,,,,,,,3.28,0,2276,114,2390
#27-25,final_consensus,CD3+ level,,,,,,,,7.789999999999999,0,4815,315,5130
#27-26,gpt,CD3+ level,,0.53,0.04,42,0.48,0.04,40,3.99,0,4525,187,4712
#27-26,deepseek,CD3+ level,,0.53,0.04,42,0.48,0.04,40,12.08,0,4008,796,4804
#27-26,final_consensus,CD3+ level,,0.53,0.04,42,0.48,0.04,40,16.07,0,8533,983,9516
#27-27,gpt,CD3+ level,,,,,,,,3.07,0,2849,87,2936
#27-27,deepseek,,,,,,,,,5.12,0,2516,225,2741
#27-27,final_consensus,CD3+ level,,,,,,,,8.19,0,5365,312,5677
#27-28,gpt,CD3+ level,,61.01,7.97,66,52.12,6.40,72,3.23,0,2449,121,2570
#27-28,deepseek,CD3+ level,,61.01,7.97,66,52.12,6.40,72,3.24,0,2241,145,2386
#27-28,final_consensus,CD3+ level,,61.01,7.97,66,52.12,6.40,72,6.470000000000001,0,4690,266,4956
