id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#34-10,gpt,leukopenia,,,,,,5.61,0,2192,161,2353
#34-10,deepseek,leukopenia,,,,,,13.53,0,1948,938,2886
#34-10,final_consensus,leukopenia,,,,,,19.14,0,4140,1099,5239
#34-2,gpt,grade 3–4 leukopenia,,3,34,8,34,4.29,0,3209,138,3347
#34-2,deepseek,leukopenia,,3,34,8,34,7.14,0,2926,425,3351
#34-2,final_consensus,grade 3–4 leukopenia,,3,34,8,34,11.43,0,6135,563,6698
#34-3,gpt,grade 3-4 leukopenia,,2,30,5,30,10.57,0,3329,271,3600
#34-3,deepseek,leukopenia,,2,30,5,30,7.21,0,3063,388,3451
#34-3,final_consensus,grade 3-4 leukopenia,,2,30,5,30,17.78,0,6392,659,7051
#34-4,gpt,grade 3–4 leukopenia,,,35,,35,10.38,0,4375,400,4775
#34-4,deepseek,leukopenia,,,35,,35,12.0,0,3819,868,4687
#34-4,final_consensus,grade 3–4 leukopenia,,,35,,35,22.380000000000003,0,8194,1268,9462
#34-5,gpt,leukopenia,,,,,,23.77,0,1671,164,1835
#34-5,deepseek,,,,,,,5.3,0,1522,266,1788
#34-5,final_consensus,leukopenia,,,,,,29.07,0,3193,430,3623
#34-6,gpt,grade 3–4 leukopenia,,5,39,13,39,4.61,0,4243,103,4346
#34-6,deepseek,leukopenia,,5,39,13,39,5.19,0,3861,235,4096
#34-6,final_consensus,grade 3–4 leukopenia,,5,39,13,39,9.8,0,8104,338,8442
#34-7,gpt,grade 3–4 leukopenia,,3,23,8,20,6.05,0,2259,101,2360
#34-7,deepseek,leukopenia,,3,23,8,20,4.84,0,2093,249,2342
#34-7,final_consensus,grade 3–4 leukopenia,,3,23,8,20,10.89,0,4352,350,4702
#34-8,gpt,,,,,,,8.27,0,3497,259,3756
#34-8,deepseek,,,,,,,6.24,0,3198,364,3562
#34-8,final_consensus,,,,,,,14.51,0,6695,623,7318
#34-9,gpt,leukopenia (grade 3–4),,,,,,6.53,0,2399,205,2604
#34-9,deepseek,leukopenia,,,,,,8.24,0,2105,571,2676
#34-9,final_consensus,leukopenia (grade 3–4),,,,,,14.77,0,4504,776,5280
