id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#328-1,gpt,Disease Control Rate (CR+PR+SD),,34,49,27,49,3.12,0.0,3639,110,3749
#328-1,deepseek,Disease Control Rate,,34,49,27,49,3.71,0.0,3320,203,3523
#328-1,final_consensus,Disease Control Rate (CR+PR+SD),,34,49,27,49,6.83,0.0,6959,313,7272
#328-11,gpt,Disease Control Rate (CR+PR+SD/NC),,34,36,28,36,2.23,0.0,2093,104,2197
#328-11,deepseek,Disease Control Rate,,34,36,28,36,4.2,0.0,1943,184,2127
#328-11,final_consensus,Disease Control Rate (CR+PR+SD/NC),,34,36,28,36,6.43,0.0,4036,288,4324
#328-12,gpt,Disease Control Rate (CR+PR+SD),,34,41,26,41,2.51,0.0,3189,107,3296
#328-12,deepseek,Disease Control Rate (CR+PR+SD),,34,41,26,41,3.15,0.0,2940,169,3109
#328-12,final_consensus,Disease Control Rate (CR+PR+SD),,34,41,26,41,5.66,0.0,6129,276,6405
#328-13,gpt,Disease Control Rate (CR+PR+SD),,27,31,21,31,3.27,0.0,2320,114,2434
#328-13,deepseek,Disease Control Rate,,27,31,21,31,3.62,0.0,2123,234,2357
#328-13,final_consensus,Disease Control Rate (CR+PR+SD),,27,31,21,31,6.890000000000001,0.0,4443,348,4791
#328-14,gpt,Disease Control Rate (CR+PR+NC),,32,39,26,41,2.83,0.0,3543,122,3665
#328-14,deepseek,Disease Control Rate (DCR),,32,39,26,41,4.61,0.0,3293,304,3597
#328-14,final_consensus,Disease Control Rate (CR+PR+NC),,32,39,26,41,7.44,0.0,6836,426,7262
#328-15,gpt,Disease Control Rate (DCR),,54,63,43,63,2.47,0.0,2617,99,2716
#328-15,deepseek,Disease Control Rate (DCR),,54,63,43,63,4.28,0.0,2381,271,2652
#328-15,final_consensus,Disease Control Rate (DCR),,54,63,43,63,6.75,0.0,4998,370,5368
#328-16,gpt,Disease Control Rate (DCR),,36,43,28,43,2.72,0.0,3289,114,3403
#328-16,deepseek,Disease Control Rate,,36,43,28,43,4.26,0.0,2917,270,3187
#328-16,final_consensus,Disease Control Rate (DCR),,36,43,28,43,6.98,0.0,6206,384,6590
#328-17,gpt,Disease Control Rate (DCR),,28,35,26,35,2.56,0.0,2837,103,2940
#328-17,deepseek,Disease Control Rate (DCR),,28,35,26,35,4.3,0.0,2575,211,2786
#328-17,final_consensus,Disease Control Rate (DCR),,28,35,26,35,6.859999999999999,0.0,5412,314,5726
#328-18,gpt,Disease Control Rate (DCR),,,62,,51,7.76,0.0,2549,394,2943
#328-18,deepseek,Disease Control Rate,,,,,,7.68,0.0,2270,572,2842
#328-18,final_human_override,Disease Control Rate,,,,,,15.44,44.8,4819,966,5785
#328-19,gpt,Disease Control Rate (CR+PR+SD),,51,62,46,62,3.6,0.0,1815,119,1934
#328-19,deepseek,Disease Control Rate,,51,62,46,62,3.55,0.0,1584,157,1741
#328-19,final_consensus,Disease Control Rate (CR+PR+SD),,51,62,46,62,7.15,0.0,3399,276,3675
#328-2,gpt,Disease Control Rate (CR+PR+SD/NC),,29,32,26,30,2.82,0.0,2442,122,2564
#328-2,deepseek,Disease Control Rate (DCR),,29,32,26,30,4.28,0.0,2281,304,2585
#328-2,final_consensus,Disease Control Rate (CR+PR+SD/NC),,29,32,26,30,7.1,0.0,4723,426,5149
#328-20,gpt,Disease Control Rate (CR+PR+SD),,26,30,24,30,4.16,0.0,2231,150,2381
#328-20,deepseek,Disease Control Rate,,26,30,24,30,4.3,0.0,2044,279,2323
#328-20,final_consensus,Disease Control Rate (CR+PR+SD),,26,30,24,30,8.46,0.0,4275,429,4704
#328-21,gpt,Disease Control Rate (DCR),,37,43,28,43,3.07,0.0,3862,128,3990
#328-21,deepseek,Disease Control Rate,,37,43,28,43,5.54,0.0,3446,535,3981
#328-21,final_consensus,Disease Control Rate (DCR),,37,43,28,43,8.61,0.0,7308,663,7971
#328-22,gpt,Disease Control Rate (CR+PR+NC),,32,39,26,41,3.69,0.0,2982,134,3116
#328-22,deepseek,Disease Control Rate (CR+PR+NC),,32,39,26,41,4.6,0.0,2714,334,3048
#328-22,final_consensus,Disease Control Rate (CR+PR+NC),,32,39,26,41,8.29,0.0,5696,468,6164
#328-23,gpt,Disease Control Rate (CR+PR+NC/SD),,32,39,28,39,4.79,0.0,4234,105,4339
#328-23,deepseek,Disease Control Rate (DCR),,32,39,28,39,4.2,0.0,3856,312,4168
#328-23,final_consensus,Disease Control Rate (CR+PR+NC/SD),,32,39,28,39,8.99,0.0,8090,417,8507
#328-24,gpt,Disease Control Rate (CR+PR+SD),,33,36,25,36,3.67,0.0,4402,169,4571
#328-24,deepseek,Disease Control Rate,,33,36,25,36,8.79,0.0,3934,784,4718
#328-24,final_consensus,Disease Control Rate (CR+PR+SD),,33,36,25,36,12.459999999999999,0.0,8336,953,9289
#328-25,gpt,Disease Control Rate (CR+PR+SD),,22,25,19,26,3.74,0.0,1695,126,1821
#328-25,deepseek,DCR,,22,25,19,26,6.14,0.0,1539,530,2069
#328-25,final_consensus,Disease Control Rate (CR+PR+SD),,22,25,19,26,9.879999999999999,0.0,3234,656,3890
#328-26,gpt,Disease Control Rate (CR+PR+SD/NC),,25,30,21,32,3.97,0.0,2408,122,2530
#328-26,deepseek,Disease Control Rate,,25,30,21,32,4.34,0.0,2144,305,2449
#328-26,final_consensus,Disease Control Rate (CR+PR+SD/NC),,25,30,21,32,8.31,0.0,4552,427,4979
#328-27,gpt,Disease Control Rate (CR+PR+SD),,47,50,38,50,3.05,0.0,2736,114,2850
#328-27,deepseek,Disease Control Rate (DCR),,47,50,38,50,4.5,0.0,2412,349,2761
#328-27,final_consensus,Disease Control Rate (CR+PR+SD),,47,50,38,50,7.55,0.0,5148,463,5611
#328-3,gpt,Disease Control Rate (DCR),,25,30,21,30,3.17,0.0,3319,109,3428
#328-3,deepseek,Disease Control Rate,,25,30,21,30,4.2,0.0,3057,215,3272
#328-3,final_consensus,Disease Control Rate (DCR),,25,30,21,30,7.37,0.0,6376,324,6700
#328-4,gpt,Disease Control Rate (DCR),,27,40,17,32,3.3,0.0,3214,146,3360
#328-4,deepseek,Disease Control Rate,,27,40,17,32,6.86,0.0,2981,481,3462
#328-4,final_consensus,Disease Control Rate (DCR),,27,40,17,32,10.16,0.0,6195,627,6822
#328-5,gpt,Disease Control Rate (DCR),,82,99,70,101,3.47,0.0,4885,96,4981
#328-5,deepseek,Disease Control Rate (CR+PR+SD),,82,99,70,101,3.68,0.0,4426,218,4644
#328-5,final_consensus,Disease Control Rate (DCR),,82,99,70,101,7.15,0.0,9311,314,9625
#328-6,gpt,Disease Control Rate (CR+PR+SD/NC),,30,34,29,34,2.89,0.0,3156,108,3264
#328-6,deepseek,Disease Control Rate,,30,34,29,34,4.54,0.0,2877,337,3214
