id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD3+,,59.63,4.87,50,56.36,3.67,50,8.54,0,3656,106,3762
#18-10,deepseek,CD3+,,59.63,4.87,50,56.36,3.67,50,2.75,0,3253,148,3401
#18-10,final_consensus,CD3+,,59.63,4.87,50,56.36,3.67,50,11.29,0,6909,254,7163
#18-11,gpt,CD3+,,67.11,6.35,43,63.23,7.28,42,3.23,0,5397,113,5510
#18-11,deepseek,CD3+,,67.11,6.35,43,63.23,7.28,42,3.69,0,4917,246,5163
#18-11,final_consensus,CD3+,,67.11,6.35,43,63.23,7.28,42,6.92,0,10314,359,10673
#18-12,gpt,CD3+,,54.4,3.08,36,45.8,2.22,36,2.94,0,2819,115,2934
#18-12,deepseek,CD3+,,54.4,3.08,36,45.8,2.22,36,3.28,0,2603,194,2797
#18-12,final_consensus,CD3+,,54.4,3.08,36,45.8,2.22,36,6.22,0,5422,309,5731
#18-13,gpt,CD3+,,0.54,0.13,38,0.44,0.12,40,3.59,0,3851,133,3984
#18-13,deepseek,CD3+,,0.54,0.13,38,0.44,0.12,40,6.48,0,3512,407,3919
#18-13,final_consensus,CD3+,,0.54,0.13,38,0.44,0.12,40,10.07,0,7363,540,7903
#18-14,gpt,CD3+,,62.64,3.96,53,54.08,7.19,53,8.45,0,5377,115,5492
#18-14,deepseek,CD3+,,62.64,3.96,53,54.08,7.19,53,3.17,0,4900,150,5050
#18-14,final_consensus,CD3+,,62.64,3.96,53,54.08,7.19,53,11.62,0,10277,265,10542
#18-15,gpt,CD3+,,67.5,4.9,39,47.4,5.4,41,3.63,0,4314,139,4453
#18-15,deepseek,CD3+,,67.5,4.9,39,47.4,5.4,41,6.65,0,4005,445,4450
#18-15,final_consensus,CD3+,,67.5,4.9,39,47.4,5.4,41,10.280000000000001,0,8319,584,8903
#18-16,gpt,CD3+,,65.69,4.85,43,53.84,4.30,43,8.7,0,4328,127,4455
#18-16,deepseek,CD3+,,65.69,4.85,43,53.84,4.30,43,4.59,0,3850,267,4117
#18-16,final_consensus,CD3+,,65.69,4.85,43,53.84,4.30,43,13.29,0,8178,394,8572
#18-17,gpt,CD3+,,46.14,2.83,42,37.14,2.61,42,3.04,0,3338,114,3452
#18-17,deepseek,CD3+,,46.14,2.83,42,37.14,2.61,42,2.82,0,3052,152,3204
