id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#31-10,gpt,liver function impairment,,13,64,14,63,13.98,0.0,5953,552,6505
#31-10,deepseek,liver function impairment,,13,64,14,63,7.54,0.0,5631,347,5978
#31-10,final_consensus,liver function impairment,,13,64,14,63,21.52,0.0,11584,899,12483
#31-11,gpt,liver function impairment (grade ≥1),,2,16,3,18,3.82,0.0,2704,137,2841
#31-11,deepseek,liver function impairment,,2,16,3,18,6.71,0.0,2494,382,2876
#31-11,final_consensus,liver function impairment (grade ≥1),,2,16,3,18,10.53,0.0,5198,519,5717
#31-12,gpt,liver function impairment grade ≥1,,1,39,2,41,4.4,0.0,2928,105,3033
#31-12,deepseek,liver function impairment,,1,39,2,41,6.86,0.0,2668,399,3067
#31-12,final_consensus,liver function impairment grade ≥1,,1,39,2,41,11.260000000000002,0.0,5596,504,6100
#31-13,gpt,liver function impairment,,,,,,5.54,0.0,3261,150,3411
#31-13,deepseek,liver function impairment,,,23,,22,12.63,0.0,2788,733,3521
#31-13,final_human_override,liver function impairment,,,,,,18.17,42.8,6049,883,6932
#31-14,gpt,liver function impairment,,1,30,2,32,3.32,0.0,2467,120,2587
#31-14,deepseek,liver function impairment,,1,30,2,32,5.86,0.0,2211,277,2488
#31-14,final_consensus,liver function impairment,,1,30,2,32,9.18,0.0,4678,397,5075
#31-15,gpt,liver function impairment,,,,,,4.44,0.0,2925,146,3071
#31-15,deepseek,liver function impairment,,,50,,50,16.06,0.0,2606,987,3593
#31-15,final_human_override,liver function impairment,,,,,,20.5,30.01,5531,1133,6664
#31-16,gpt,liver function impairment (ALT increase grade ≥1),,1,32,2,30,4.14,0.0,2165,147,2312
#31-16,deepseek,liver function impairment,,1,32,2,30,5.68,0.0,1999,263,2262
#31-16,final_consensus,liver function impairment (ALT increase grade ≥1),,1,32,2,30,9.82,0.0,4164,410,4574
#31-17,gpt,liver function impairment,,1,28,2,30,3.24,0.0,2256,120,2376
#31-17,deepseek,liver function impairment,,1,28,2,30,6.66,0.0,1976,320,2296
#31-17,final_consensus,liver function impairment,,1,28,2,30,9.9,0.0,4232,440,4672
#31-4,gpt,liver function impairment (grade ≥1),,6,41,7,41,4.9,0.0,2413,169,2582
#31-4,deepseek,liver function impairment,,6,41,7,41,6.76,0.0,2115,385,2500
#31-4,final_consensus,liver function impairment (grade ≥1),,6,41,7,41,11.66,0.0,4528,554,5082
#31-5,gpt,liver function impairment,,,,,,4.12,0.0,3212,138,3350
#31-5,deepseek,liver function impairment,,,34,,34,7.83,0.0,2932,482,3414
#31-5,final_human_override,liver function impairment,,,,,,11.95,34.74,6144,620,6764
#31-6,gpt,,,,,,,4.44,0.0,3013,177,3190
#31-6,deepseek,liver function impairment,,,,,,7.0,0.0,2654,366,3020
#31-6,final_consensus,,,,,,,11.440000000000001,0.0,5667,543,6210
#31-7,gpt,liver function impairment (grade ≥1),,21,50,30,50,3.24,0.0,4247,100,4347
#31-7,deepseek,liver function impairment,,21,50,30,50,4.01,0.0,3978,186,4164
#31-7,final_consensus,liver function impairment (grade ≥1),,21,50,30,50,7.25,0.0,8225,286,8511
#31-8,gpt,Liver function impairment (grade ≥1),,1,39,2,41,3.54,0.0,3586,112,3698
#31-8,deepseek,liver function impairment,,1,39,2,41,6.27,0.0,3340,357,3697
#31-8,final_consensus,Liver function impairment (grade ≥1),,1,39,2,41,9.809999999999999,0.0,6926,469,7395
#31-9,gpt,liver function impairment,,3,36,2,36,3.17,0.0,2814,92,2906
#31-9,deepseek,liver function impairment,,3,36,2,36,4.82,0.0,2470,178,2648
#31-9,final_consensus,liver function impairment,,3,36,2,36,7.99,0.0,5284,270,5554
