id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#4-10,gpt,,,,,,,2.81,0,2279,83,2362
#4-10,deepseek,,,,,,,4.26,0,1996,201,2197
#4-10,final_consensus,,,,,,,7.07,0,4275,284,4559
#4-11,gpt,,,,,,,2.09,0,2357,75,2432
#4-11,deepseek,,,,,,,2.61,0,2018,93,2111
#4-11,final_consensus,,,,,,,4.699999999999999,0,4375,168,4543
#4-12,gpt,肝肾功能损害,,16,49,22,49,2.99,0,4493,131,4624
#4-12,deepseek,肝肾功能损伤,,16,49,22,49,6.01,0,4030,386,4416
#4-12,final_consensus,肝肾功能损害,,16,49,22,49,9.0,0,8523,517,9040
#4-13,gpt,,,,,,,2.72,0,3187,75,3262
#4-13,deepseek,,,,,,,3.93,0,2806,176,2982
#4-13,final_consensus,,,,,,,6.65,0,5993,251,6244
#4-14,gpt,肝肾功能损伤,,11,35,18,35,2.7,0,3660,123,3783
#4-14,deepseek,肝肾功能损伤,,11,35,18,35,3.4,0,3271,229,3500
#4-14,final_consensus,肝肾功能损伤,,11,35,18,35,6.1,0,6931,352,7283
#4-4,gpt,,,,,,,2.46,0,1832,85,1917
#4-4,deepseek,,,,,,,3.38,0,1583,194,1777
#4-4,final_consensus,,,,,,,5.84,0,3415,279,3694
#4-5,gpt,,,,,,,2.42,0,5449,109,5558
#4-5,deepseek,,,,,,,4.42,0,5006,222,5228
#4-5,final_consensus,,,,,,,6.84,0,10455,331,10786
#4-6,gpt,,,,,,,2.18,0,4021,91,4112
#4-6,deepseek,,,,,,,3.01,0,3622,147,3769
#4-6,final_consensus,,,,,,,5.1899999999999995,0,7643,238,7881
#4-7,gpt,,,,,,,2.73,0,5112,142,5254
#4-7,deepseek,,,,,,,4.74,0,4422,285,4707
#4-7,final_consensus,,,,,,,7.470000000000001,0,9534,427,9961
#4-8,gpt,,,,,,,2.16,0,4248,86,4334
#4-8,deepseek,,,,,,,2.4,0,3843,78,3921
#4-8,final_consensus,,,,,,,4.5600000000000005,0,8091,164,8255
#4-9,gpt,,,,,,,1.46,0,3340,47,3387
#4-9,deepseek,,,,,,,2.71,0,2921,84,3005
#4-9,final_consensus,,,,,,,4.17,0,6261,131,6392
