id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,,,,,,,,3.19,0,5111,71,5182
#13-10,deepseek,,,,,,,,,5.05,0,4495,127,4622
#13-10,final_consensus,,,,,,,,,8.24,0,9606,198,9804
#13-11,gpt,,,,,,,,,2.72,0,2862,59,2921
#13-11,deepseek,,,,,,,,,3.03,0,2539,105,2644
#13-11,final_consensus,,,,,,,,,5.75,0,5401,164,5565
#13-12,gpt,,,,,,,,,2.4,0,4493,70,4563
#13-12,deepseek,,,,,,,,,3.48,0,4146,92,4238
#13-12,final_consensus,,,,,,,,,5.88,0,8639,162,8801
#13-13,gpt,CD4+,,39.68,8.04,30,30.54,10.21,30,2.66,0,3710,113,3823
#13-13,deepseek,CD4+,,39.68,8.04,30,30.54,10.21,30,4.91,0,3346,213,3559
#13-13,final_consensus,CD4+,,39.68,8.04,30,30.54,10.21,30,7.57,0,7056,326,7382
#13-14,gpt,,,,,,,,,2.05,0,4031,50,4081
#13-14,deepseek,,,,,,,,,4.1,0,3711,146,3857
#13-14,final_consensus,,,,,,,,,6.1499999999999995,0,7742,196,7938
#13-15,gpt,CD4+,,32.74,1.85,45,30.89,1.62,45,2.88,0,4554,118,4672
#13-15,deepseek,CD4+,,32.74,1.85,45,30.89,1.62,45,6.13,0,4194,210,4404
#13-15,final_consensus,CD4+,,32.74,1.85,45,30.89,1.62,45,9.01,0,8748,328,9076
#13-16,gpt,,,,,,,,,2.7,0,1967,61,2028
#13-16,deepseek,,,,,,,,,3.81,0,1761,131,1892
#13-16,final_consensus,,,,,,,,,6.51,0,3728,192,3920
#13-17,gpt,,,,,,,,,2.3,0,3705,63,3768
#13-17,deepseek,,,,,,,,,2.8,0,3359,93,3452
#13-17,final_consensus,,,,,,,,,5.1,0,7064,156,7220
#13-18,gpt,,,,,,,,,2.22,0,3508,63,3571
#13-18,deepseek,,,,,,,,,2.93,0,3161,99,3260
#13-18,final_consensus,,,,,,,,,5.15,0,6669,162,6831
#13-19,gpt,,,,,,,,,2.3,0,3659,49,3708
#13-19,deepseek,,,,,,,,,3.99,0,3302,137,3439
#13-19,final_consensus,,,,,,,,,6.29,0,6961,186,7147
#13-20,gpt,,,,,,,,,2.68,0,5833,91,5924
#13-20,deepseek,,,,,,,,,5.2,0,4995,237,5232
#13-20,final_consensus,,,,,,,,,7.880000000000001,0,10828,328,11156
#13-21,gpt,,,,,,,,,2.56,0,3714,52,3766
#13-21,deepseek,,,,,,,,,3.07,0,3296,92,3388
#13-21,final_consensus,,,,,,,,,5.63,0,7010,144,7154
#13-22,gpt,,,,,,,,,2.2,0,6679,64,6743
#13-22,deepseek,,,,,,,,,4.58,0,6291,156,6447
#13-22,final_consensus,,,,,,,,,6.78,0,12970,220,13190
#13-23,gpt,,,,,,,,,1.93,0,3300,50,3350
#13-23,deepseek,,,,,,,,,3.88,0,3009,154,3163
#13-23,final_consensus,,,,,,,,,5.81,0,6309,204,6513
#13-24,gpt,CD4+,,42.4,2.5,53,36.2,1.9,47,2.77,0,5631,129,5760
#13-24,deepseek,CD4+,,42.4,2.5,53,36.2,1.9,47,6.7,0,5031,297,5328
#13-24,final_consensus,CD4+,,42.4,2.5,53,36.2,1.9,47,9.47,0,10662,426,11088
#13-25,gpt,,,,,,,,,3.01,0,3100,63,3163
#13-25,deepseek,,,,,,,,,2.4,0,2751,86,2837
#13-25,final_consensus,,,,,,,,,5.41,0,5851,149,6000
#13-7,gpt,CD4+,,35.40,4.90,34,30.51,6.24,34,3.15,0,3944,112,4056
#13-7,deepseek,CD4+,,35.40,4.90,34,30.51,6.24,34,4.61,0,3606,173,3779
#13-7,final_consensus,CD4+,,35.40,4.90,34,30.51,6.24,34,7.76,0,7550,285,7835
#13-8,gpt,,,,,,,,,1.94,0,3373,52,3425
#13-8,deepseek,,,,,,,,,3.79,0,3008,134,3142
#13-8,final_consensus,,,,,,,,,5.73,0,6381,186,6567
#13-9,gpt,,,,,,,,,2.05,0,2932,49,2981
#13-9,deepseek,,,,,,,,,4.37,0,2773,144,2917
#13-9,final_consensus,,,,,,,,,6.42,0,5705,193,5898
