id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,8.61,0,4659,129,4788
#169-15,deepseek,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,4.4,0,4308,279,4587
#169-15,final_consensus,CD4+/CD8+,,2.61,0.42,34,1.61,0.49,35,13.01,0,8967,408,9375
#169-16,gpt,CD4+/CD8+,,1.15,0.21,40,0.87,0.10,39,2.65,0,11610,129,11739
#169-16,deepseek,CD4+/CD8+,,1.15,0.21,40,0.87,0.10,39,5.13,0,10490,341,10831
#169-16,final_consensus,CD4+/CD8+,,1.15,0.21,40,0.87,0.10,39,7.779999999999999,0,22100,470,22570
#169-17,gpt,,,,,,,,,8.35,0,3541,70,3611
#169-17,deepseek,,,,,,,,,3.4,0,3135,157,3292
#169-17,final_consensus,,,,,,,,,11.75,0,6676,227,6903
#169-18,gpt,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,2.39,0,5412,117,5529
#169-18,deepseek,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,3.66,0,4871,223,5094
#169-18,final_consensus,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,6.050000000000001,0,10283,340,10623
#169-19,gpt,CD4+/CD8+,,1.22,0.30,55,1.01,0.22,55,2.64,0,3356,126,3482
#169-19,deepseek,CD4+/CD8+,,1.22,0.30,55,1.01,0.22,55,2.99,0,3064,188,3252
#169-19,final_consensus,CD4+/CD8+,,1.22,0.30,55,1.01,0.22,55,5.630000000000001,0,6420,314,6734
#169-20,gpt,CD4+/CD8+,,2.41,0.34,45,2.13,0.28,45,2.64,0,3483,131,3614
#169-20,deepseek,CD4+/CD8+,,2.41,0.34,45,2.13,0.28,45,3.34,0,3270,194,3464
#169-20,final_consensus,CD4+/CD8+,,2.41,0.34,45,2.13,0.28,45,5.98,0,6753,325,7078
#169-21,gpt,,,,,,,,,1.75,0,4059,58,4117
#169-21,deepseek,,,,,,,,,2.59,0,3734,136,3870
#169-21,final_consensus,,,,,,,,,4.34,0,7793,194,7987
#169-22,gpt,CD4+/CD8+,,1.45,0.31,60,0.99,0.19,60,3.97,0,4559,121,4680
#169-22,deepseek,CD4+/CD8+,,1.45,0.31,60,0.99,0.19,60,4.27,0,4102,276,4378
#169-22,final_consensus,CD4+/CD8+,,1.45,0.31,60,0.99,0.19,60,8.24,0,8661,397,9058
#169-23,gpt,CD4+/CD8+,,1.21,0.49,43,1.07,0.25,43,2.63,0,4361,142,4503
#169-23,deepseek,CD4+/CD8+,,1.21,0.49,43,1.07,0.25,43,4.3,0,3879,287,4166
#169-23,final_consensus,CD4+/CD8+,,1.21,0.49,43,1.07,0.25,43,6.93,0,8240,429,8669
#169-24,gpt,,,,,,,,,1.79,0,4013,55,4068
#169-24,deepseek,,,,,,,,,2.4,0,3573,102,3675
#169-24,final_consensus,,,,,,,,,4.1899999999999995,0,7586,157,7743
#169-25,gpt,CD4+/CD8+,,1.3,0.9,38,0.4,1.2,40,2.24,0,3925,122,4047
#169-25,deepseek,CD4+/CD8+,,1.3,0.9,38,0.4,1.2,40,3.98,0,3574,263,3837
#169-25,final_consensus,CD4+/CD8+,,1.3,0.9,38,0.4,1.2,40,6.220000000000001,0,7499,385,7884
#169-26,gpt,,,,,,,,,1.71,0,3669,64,3733
#169-26,deepseek,,,,,,,,,3.26,0,3353,166,3519
#169-26,final_consensus,,,,,,,,,4.97,0,7022,230,7252
#169-27,gpt,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,2.66,0,4237,119,4356
#169-27,deepseek,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,2.99,0,3908,174,4082
#169-27,final_consensus,CD4+/CD8+,,1.39,0.67,35,1.13,0.26,30,5.65,0,8145,293,8438
