id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,,,,,,,,8.56,0,5140,75,5215
#13-10,deepseek,,,,,,,,,3.07,0,4520,142,4662
#13-10,final_consensus,,,,,,,,,11.63,0,9660,217,9877
#13-11,gpt,,,,,,,,,1.99,0,2891,65,2956
#13-11,deepseek,,,,,,,,,2.62,0,2564,104,2668
#13-11,final_consensus,,,,,,,,,4.61,0,5455,169,5624
#13-12,gpt,,,,,,,,,1.8,0,4522,54,4576
#13-12,deepseek,,,,,,,,,2.77,0,4171,158,4329
#13-12,final_consensus,,,,,,,,,4.57,0,8693,212,8905
#13-13,gpt,CD4+/CD8+,,1.09,0.26,30,0.69,0.32,30,2.35,0,3739,100,3839
#13-13,deepseek,CD4+/CD8+,,1.09,0.26,30,0.69,0.32,30,2.74,0,3371,176,3547
#13-13,final_consensus,CD4+/CD8+,,1.09,0.26,30,0.69,0.32,30,5.09,0,7110,276,7386
#13-14,gpt,,,,,,,,,1.84,0,4060,51,4111
#13-14,deepseek,,,,,,,,,2.53,0,3736,166,3902
#13-14,final_consensus,,,,,,,,,4.37,0,7796,217,8013
#13-15,gpt,CD4+/CD8+,,1.33,0.39,45,1.13,0.40,45,2.96,0,4583,123,4706
#13-15,deepseek,CD4+/CD8+,,1.33,0.39,45,1.13,0.40,45,5.37,0,4219,363,4582
#13-15,final_consensus,CD4+/CD8+,,1.33,0.39,45,1.13,0.40,45,8.33,0,8802,486,9288
#13-16,gpt,,,,,,,,,8.32,0,1996,64,2060
#13-16,deepseek,,,,,,,,,2.54,0,1786,115,1901
#13-16,final_consensus,,,,,,,,,10.86,0,3782,179,3961
#13-17,gpt,,,,,,,,,2.09,0,3734,68,3802
#13-17,deepseek,,,,,,,,,1.92,0,3384,90,3474
#13-17,final_consensus,,,,,,,,,4.01,0,7118,158,7276
#13-18,gpt,,,,,,,,,2.16,0,3537,70,3607
#13-18,deepseek,,,,,,,,,2.17,0,3186,103,3289
#13-18,final_consensus,,,,,,,,,4.33,0,6723,173,6896
#13-19,gpt,,,,,,,,,1.86,0,3688,58,3746
#13-19,deepseek,,,,,,,,,2.2,0,3327,108,3435
#13-19,final_consensus,,,,,,,,,4.0600000000000005,0,7015,166,7181
#13-20,gpt,,,,,,,,,2.66,0,5862,100,5962
#13-20,deepseek,,,,,,,,,6.06,0,5020,418,5438
#13-20,final_consensus,,,,,,,,,8.719999999999999,0,10882,518,11400
#13-21,gpt,,,,,,,,,7.9,0,3743,51,3794
#13-21,deepseek,,,,,,,,,2.96,0,3321,134,3455
#13-21,final_consensus,,,,,,,,,10.86,0,7064,185,7249
#13-22,gpt,,,,,,,,,2.05,0,6708,66,6774
#13-22,deepseek,,,,,,,,,2.78,0,6316,142,6458
#13-22,final_consensus,,,,,,,,,4.83,0,13024,208,13232
#13-23,gpt,,,,,,,,,1.76,0,3329,65,3394
#13-23,deepseek,,,,,,,,,2.18,0,3034,112,3146
#13-23,final_consensus,,,,,,,,,3.9400000000000004,0,6363,177,6540
#13-24,gpt,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,2.3,0,5660,112,5772
#13-24,deepseek,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,3.14,0,5056,207,5263
#13-24,final_consensus,CD4+/CD8+,,1.77,0.26,53,1.39,0.22,47,5.4399999999999995,0,10716,319,11035
#13-25,gpt,,,,,,,,,1.73,0,3129,54,3183
#13-25,deepseek,,,,,,,,,1.89,0,2776,95,2871
#13-25,final_consensus,,,,,,,,,3.62,0,5905,149,6054
#13-7,gpt,CD4+/CD8+,,1.27,0.63,34,1.08,0.24,34,2.81,0,3973,116,4089
#13-7,deepseek,CD4+/CD8+,,1.27,0.63,34,1.08,0.24,34,3.29,0,3631,234,3865
#13-7,final_consensus,CD4+/CD8+,,1.27,0.63,34,1.08,0.24,34,6.1,0,7604,350,7954
#13-8,gpt,,,,,,,,,2.78,0,3402,67,3469
#13-8,deepseek,,,,,,,,,1.74,0,3033,93,3126
#13-8,final_consensus,,,,,,,,,4.52,0,6435,160,6595
#13-9,gpt,,,,,,,,,2.28,0,2961,63,3024
#13-9,deepseek,,,,,,,,,2.53,0,2798,110,2908
#13-9,final_consensus,,,,,,,,,4.81,0,5759,173,5932
