id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#328-1,gpt,,,,,,,,,8.23,0,4378,65,4443
#328-1,deepseek,,,,,,,,,5.39,0,3996,237,4233
#328-1,final_consensus,,,,,,,,,13.620000000000001,0,8374,302,8676
#328-11,gpt,CD4+/CD8+,,1.19,0.17,36,0.92,1.13,36,8.53,0,2832,131,2963
#328-11,deepseek,CD4+/CD8+,,1.19,0.17,36,0.92,1.13,36,4.63,0,2619,292,2911
#328-11,final_consensus,CD4+/CD8+,,1.19,0.17,36,0.92,1.13,36,13.16,0,5451,423,5874
#328-12,gpt,,,,,,,,,1.81,0,3928,53,3981
#328-12,deepseek,,,,,,,,,2.14,0,3616,98,3714
#328-12,final_consensus,,,,,,,,,3.95,0,7544,151,7695
#328-13,gpt,,,,,,,,,1.71,0,3059,53,3112
#328-13,deepseek,,,,,,,,,2.29,0,2799,111,2910
#328-13,final_consensus,,,,,,,,,4.0,0,5858,164,6022
#328-14,gpt,CD4+/CD8+,,1.81,0.54,39,1.48,0.69,41,2.83,0,4282,144,4426
#328-14,deepseek,CD4+/CD8+,,1.81,0.54,39,1.48,0.69,41,2.66,0,3969,154,4123
#328-14,final_consensus,CD4+/CD8+,,1.81,0.54,39,1.48,0.69,41,5.49,0,8251,298,8549
#328-15,gpt,,,,,,,,,1.95,0,3356,64,3420
#328-15,deepseek,,,,,,,,,2.79,0,3057,142,3199
#328-15,final_consensus,,,,,,,,,4.74,0,6413,206,6619
#328-16,gpt,,,,,,,,,1.79,0,4028,57,4085
#328-16,deepseek,,,,,,,,,2.47,0,3593,125,3718
#328-16,final_consensus,,,,,,,,,4.26,0,7621,182,7803
#328-17,gpt,,,,,,,,,1.95,0,3576,64,3640
#328-17,deepseek,,,,,,,,,2.32,0,3251,100,3351
#328-17,final_consensus,,,,,,,,,4.27,0,6827,164,6991
#328-18,gpt,,,,,,,,,1.76,0,3288,66,3354
#328-18,deepseek,,,,,,,,,2.7,0,2946,139,3085
#328-18,final_consensus,,,,,,,,,4.46,0,6234,205,6439
#328-19,gpt,,,,,,,,,2.27,0,2554,60,2614
#328-19,deepseek,,,,,,,,,2.02,0,2260,98,2358
#328-19,final_consensus,,,,,,,,,4.29,0,4814,158,4972
#328-2,gpt,,,,,,,,,1.57,0,3181,51,3232
#328-2,deepseek,,,,,,,,,2.06,0,2957,98,3055
#328-2,final_consensus,,,,,,,,,3.63,0,6138,149,6287
#328-20,gpt,,,,,,,,,1.8,0,2970,51,3021
