id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#266-10,gpt,,,,,,,4.76,0,3088,79,3167
#266-10,deepseek,,,,,,,4.4,0,2687,127,2814
#266-10,final_consensus,,,,,,,9.16,0,5775,206,5981
#266-11,gpt,,,,,,,3.44,0,2905,90,2995
#266-11,deepseek,,,,,,,3.71,0,2552,188,2740
#266-11,final_consensus,,,,,,,7.15,0,5457,278,5735
#266-12,gpt,,,,,,,3.83,0,2942,167,3109
#266-12,deepseek,,,,,,,3.76,0,2552,183,2735
#266-12,final_consensus,,,,,,,7.59,0,5494,350,5844
#266-13,gpt,,,,,,,3.65,0,4440,116,4556
#266-13,deepseek,,,,,,,6.03,0,4005,368,4373
#266-13,final_consensus,,,,,,,9.68,0,8445,484,8929
#266-14,gpt,,,,,,,3.87,0,3619,90,3709
#266-14,deepseek,,,,,,,3.42,0,3191,143,3334
#266-14,final_consensus,,,,,,,7.29,0,6810,233,7043
#266-15,gpt,白细胞减少,,6,64,11,63,4.16,0,6639,128,6767
#266-15,deepseek,白细胞减少,,6,64,11,63,8.11,0,6206,554,6760
#266-15,final_consensus,白细胞减少,,6,64,11,63,12.27,0,12845,682,13527
#266-16,gpt,,,,,,,4.18,0,5380,70,5450
#266-16,deepseek,,,,,,,3.34,0,4790,96,4886
#266-16,final_consensus,,,,,,,7.52,0,10170,166,10336
#266-17,gpt,,,,,,,3.11,0,3466,151,3617
#266-17,deepseek,,,,,,,5.98,0,3123,357,3480
#266-17,final_consensus,,,,,,,9.09,0,6589,508,7097
#266-3,gpt,白细胞下降,,3,34,8,34,6.06,0,3861,127,3988
#266-3,deepseek,白细胞减少,,3,34,8,34,6.57,0,3470,430,3900
#266-3,final_consensus,白细胞下降,,3,34,8,34,12.629999999999999,0,7331,557,7888
#266-4,gpt,白细胞下降,,2,30,5,30,6.78,0,4019,262,4281
#266-4,deepseek,白细胞减少,,2,30,5,30,6.77,0,3646,427,4073
#266-4,final_consensus,白细胞下降,,2,30,5,30,13.55,0,7665,689,8354
#266-5,gpt,,,,,,,7.02,0,5063,273,5336
#266-5,deepseek,,,,,,,4.23,0,4399,176,4575
#266-5,final_consensus,,,,,,,11.25,0,9462,449,9911
#266-6,gpt,,,,,,,3.39,0,2365,104,2469
#266-6,deepseek,,,,,,,3.88,0,2103,223,2326
#266-6,final_consensus,,,,,,,7.27,0,4468,327,4795
#266-7,gpt,白细胞减少,,5,39,13,39,3.61,0,4932,151,5083
#266-7,deepseek,白细胞减少,,5,39,13,39,3.47,0,4443,191,4634
#266-7,final_consensus,白细胞减少,,5,39,13,39,7.08,0,9375,342,9717
#266-8,gpt,白细胞减少,,3,23,8,20,3.05,0,2948,112,3060
#266-8,deepseek,白细胞减少,,3,23,8,20,6.55,0,2673,449,3122
#266-8,final_consensus,白细胞减少,,3,23,8,20,9.6,0,5621,561,6182
#266-9,gpt,,,,,,,3.58,0,4961,69,5030
#266-9,deepseek,,,,,,,3.46,0,4346,99,4445
#266-9,final_consensus,,,,,,,7.04,0,9307,168,9475
