id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD8+ level,,32.63,5.25,50,30.16,4.58,50,8.14,0,3000,119,3119
#18-10,deepseek,CD8+ level,,32.63,5.25,50,30.16,4.58,50,2.33,0,2655,125,2780
#18-10,final_consensus,CD8+ level,,32.63,5.25,50,30.16,4.58,50,10.47,0,5655,244,5899
#18-11,gpt,CD8+ level,,26.95,4.98,43,32.01,4.14,42,2.32,0,4741,125,4866
#18-11,deepseek,CD8+ level,,26.95,4.98,43,32.01,4.14,42,4.83,0,4319,278,4597
#18-11,final_consensus,CD8+ level,,26.95,4.98,43,32.01,4.14,42,7.15,0,9060,403,9463
#18-12,gpt,CD8+ level,,30.8,1.89,36,27.8,1.16,36,2.33,0,2163,115,2278
#18-12,deepseek,CD8+ level,,30.8,1.89,36,27.8,1.16,36,3.13,0,2005,172,2177
#18-12,final_consensus,CD8+ level,,30.8,1.89,36,27.8,1.16,36,5.46,0,4168,287,4455
#18-13,gpt,CD8+ level,,0.26,0.18,38,0.45,0.15,40,2.21,0,3195,123,3318
#18-13,deepseek,CD8+ level,,0.26,0.18,38,0.45,0.15,40,3.05,0,2914,172,3086
#18-13,final_consensus,CD8+ level,,0.26,0.18,38,0.45,0.15,40,5.26,0,6109,295,6404
#18-14,gpt,CD8+ level,,,,,,,,3.05,0,4721,164,4885
#18-14,deepseek,CD8+ level,,,,,,,,19.15,0,4302,1280,5582
#18-14,final_consensus,CD8+ level,,,,,,,,22.2,0,9023,1444,10467
#18-15,gpt,CD8+ level,,20.7,5.9,39,14.3,4.7,41,8.14,0,3658,120,3778
#18-15,deepseek,CD8+ level,,20.7,5.9,39,14.3,4.7,41,3.27,0,3407,162,3569
#18-15,final_consensus,CD8+ level,,20.7,5.9,39,14.3,4.7,41,11.41,0,7065,282,7347
#18-16,gpt,CD8+ level (%),,30.50,3.48,43,27.11,3.12,43,2.7,0,3672,135,3807
#18-16,deepseek,CD8+ level,,30.50,3.48,43,27.11,3.12,43,5.16,0,3252,331,3583
#18-16,final_consensus,CD8+ level (%),,30.50,3.48,43,27.11,3.12,43,7.86,0,6924,466,7390
#18-17,gpt,CD8+ level (%) after intervention,,35.24,4.65,42,29.89,3.86,42,9.98,0,2682,137,2819
#18-17,deepseek,CD8+ level,,35.24,4.65,42,29.89,3.86,42,3.29,0,2454,175,2629
#18-17,final_consensus,CD8+ level (%) after intervention,,35.24,4.65,42,29.89,3.86,42,13.27,0,5136,312,5448
#18-18,gpt,CD8+ level,,28.98,5.11,47,32.19,6.22,47,2.66,0,2436,125,2561
#18-18,deepseek,CD8+ level,,28.98,5.11,47,32.19,6.22,47,3.21,0,2242,160,2402
#18-18,final_consensus,CD8+ level,,28.98,5.11,47,32.19,6.22,47,5.87,0,4678,285,4963
#18-19,gpt,CD8+ level,,31.98,8.03,35,31.09,7.28,30,2.07,0,3552,111,3663
#18-19,deepseek,CD8+ level,,31.98,8.03,35,31.09,7.28,30,4.42,0,3285,259,3544
#18-19,final_consensus,CD8+ level,,31.98,8.03,35,31.09,7.28,30,6.49,0,6837,370,7207
#18-20,gpt,CD8+ level (%) after intervention,,35.72,4.71,31,30.57,1.21,31,3.02,0,3577,144,3721
#18-20,deepseek,CD8+ level,,35.72,4.71,31,30.57,1.21,31,4.6,0,3257,254,3511
#18-20,final_consensus,CD8+ level (%) after intervention,,35.72,4.71,31,30.57,1.21,31,7.619999999999999,0,6834,398,7232
#18-21,gpt,CD8+ level,,31.98,8.03,30,31.09,7.28,30,2.4,0,2370,127,2497
#18-21,deepseek,CD8+ level,,31.98,8.03,30,31.09,7.28,30,4.18,0,2126,278,2404
#18-21,final_consensus,CD8+ level,,31.98,8.03,30,31.09,7.28,30,6.58,0,4496,405,4901
#18-22,gpt,CD8+ level,,30.45,5.17,32,23.58,4.43,30,2.56,0,3280,131,3411
#18-22,deepseek,CD8+ level,,30.45,5.17,32,23.58,4.43,30,4.64,0,3007,301,3308
#18-22,final_consensus,CD8+ level,,30.45,5.17,32,23.58,4.43,30,7.199999999999999,0,6287,432,6719
#18-23,gpt,CD8+ level,,28.72,1.37,34,33.01,1.22,34,3.13,0,3987,145,4132
#18-23,deepseek,CD8+ level,,28.72,1.37,34,33.01,1.22,34,5.15,0,3568,268,3836
#18-23,final_consensus,CD8+ level,,28.72,1.37,34,33.01,1.22,34,8.280000000000001,0,7555,413,7968
#18-24,gpt,CD8+ level (%),,35.82,4.70,32,30.23,3.62,32,8.42,0,2640,141,2781
#18-24,deepseek,CD8+ level,,35.82,4.70,32,30.23,3.62,32,4.2,0,2408,265,2673
#18-24,final_consensus,CD8+ level (%),,35.82,4.70,32,30.23,3.62,32,12.620000000000001,0,5048,406,5454
#18-25,gpt,CD8+ level,,,,,,,,4.75,0,1532,140,1672
#18-25,deepseek,,,,,,,,,4.26,0,1423,224,1647
#18-25,final_consensus,CD8+ level,,,,,,,,9.01,0,2955,364,3319
#18-26,gpt,CD8+ level,,35.73,4.63,24,30.63,3.76,24,2.55,0,2556,116,2672
#18-26,deepseek,CD8+ level,,35.73,4.63,24,30.63,3.76,24,3.65,0,2307,238,2545
#18-26,final_consensus,CD8+ level,,35.73,4.63,24,30.63,3.76,24,6.199999999999999,0,4863,354,5217
#18-8,gpt,CD8+ level,,33.21,13.85,34,29.16,6.78,34,2.18,0,3288,115,3403
#18-8,deepseek,CD8+ level,,33.21,13.85,34,29.16,6.78,34,2.68,0,3007,158,3165
