id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#328-1,gpt,,"The article reports tumor response, KPS improvement, and adverse reactions after Kanglaite injection plus GP versus GP alone. I found no outcome corresponding to CD4+/CD8+ T-cell ratio, and no T-cell subset or immune ratio data are reported. The trial sample sizes are 49 per arm overall, but they are not reported for a CD4+/CD8+ outcome. No post-intervention CD4+/CD8+ means or SDs are available. Therefore the requested outcome cannot be extracted.",,,,,,,13.73,0,3875,545,4420
#328-1,deepseek,,"The article reports clinical outcomes such as response rate, KPS score improvement, and adverse events for non-small cell lung cancer treatment. There is no mention of CD4+/CD8+ T-cell ratio or any T-cell subset analysis. No immunoglobulin-related indicators either. Therefore, the requested outcome is not available.",,,,,,,4.22,0,3559,257,3816
#328-1,final_consensus,,"The article reports tumor response, KPS improvement, and adverse reactions after Kanglaite injection plus GP versus GP alone. I found no outcome corresponding to CD4+/CD8+ T-cell ratio, and no T-cell subset or immune ratio data are reported. The trial sample sizes are 49 per arm overall, but they are not reported for a CD4+/CD8+ outcome. No post-intervention CD4+/CD8+ means or SDs are available. Therefore the requested outcome cannot be extracted.",,,,,,,17.95,0,7434,802,8236
#328-11,gpt,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subgroup outcomes including CD3, CD4, CD8, and CD4/CD8, which strictly matches the requested CD4+/CD8+ T-cell ratio. The randomized groups were treatment group chemotherapy plus Kanglaite injection with 36 patients and control group chemotherapy alone with 36 patients. In Table 1, the post-treatment CD4/CD8 value for the treatment group is 1.19±0.17. The post-treatment CD4/CD8 value for the control group is 0.92±1.13. These are extracted as the post-intervention means and SDs.",1.19,0.17,36,0.92,1.13,36,5.88,0,2329,400,2729
#328-11,deepseek,CD4+/CD8+ T-cell ratio,,1.19,0.17,36,0.92,1.13,36,4.31,0,2182,295,2477
#328-11,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subgroup outcomes including CD3, CD4, CD8, and CD4/CD8, which strictly matches the requested CD4+/CD8+ T-cell ratio. The randomized groups were treatment group chemotherapy plus Kanglaite injection with 36 patients and control group chemotherapy alone with 36 patients. In Table 1, the post-treatment CD4/CD8 value for the treatment group is 1.19±0.17. The post-treatment CD4/CD8 value for the control group is 0.92±1.13. These are extracted as the post-intervention means and SDs.",1.19,0.17,36,0.92,1.13,36,10.19,0,4511,695,5206
#328-12,gpt,,"The article reports outcomes including response rate, clinical benefit rate, median survival, KPS score improvement, weight, pain relief, and toxicities. I found no reported CD4+/CD8+ T-cell ratio or equivalent T-cell subset ratio after intervention. Although the randomized sample sizes were 41 per arm overall, there are no matched CD4+/CD8+ ratio means or SDs to extract.",,,,,,,7.05,0,3425,462,3887
#328-12,deepseek,,"The article reports on the clinical efficacy of Kanglaite combined with docetaxel in non-small cell lung cancer, assessing outcomes such as response rate, clinical benefit rate, survival, quality of life (KPS score, weight, pain), and toxicity. No immunological markers, including CD4+/CD8+ T-cell ratio, were measured or reported. Therefore, no outcome matches the requested definition.",,,,,,,4.61,0,3179,247,3426
#328-12,final_consensus,,"The article reports outcomes including response rate, clinical benefit rate, median survival, KPS score improvement, weight, pain relief, and toxicities. I found no reported CD4+/CD8+ T-cell ratio or equivalent T-cell subset ratio after intervention. Although the randomized sample sizes were 41 per arm overall, there are no matched CD4+/CD8+ ratio means or SDs to extract.",,,,,,,11.66,0,6604,709,7313
#328-13,gpt,,"The article reports clinical response rate, KPS quality-of-life categories, and chemotherapy toxicities, but does not report CD4+/CD8+ T-cell ratio. No immune-cell ratio outcome matching the requested definition is present after intervention. Although each arm has 31 participants, these sample sizes are not tied to a CD4+/CD8+ ratio outcome. No post-intervention means or SDs for CD4+/CD8+ ratio are available.",,,,,,,8.34,0,2556,543,3099
