id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#111-11,gpt,,"The requested outcome is the CD4+/CD8+ T-cell ratio after intervention. The article reports short-term tumor response, KPS improvement, and adverse reactions such as bone marrow suppression, alopecia, gastrointestinal reactions, liver/kidney function damage, and neurotoxicity. No CD4+/CD8+ T-cell ratio or matching T-cell immune outcome is reported. Therefore, no arm-specific sample sizes, means, or SDs can be extracted for this outcome.",,,,,,,14.28,0,3956,578,4534
#111-11,deepseek,,"The article reports outcomes of response rate, KPS score improvement, and adverse events for advanced NSCLC. No CD4+/CD8+ T-cell ratio or any T-lymphocyte subset data are reported. Therefore, the target outcome is not available.",,,,,,,8.49,0,3643,551,4194
#111-11,final_consensus,,"The requested outcome is the CD4+/CD8+ T-cell ratio after intervention. The article reports short-term tumor response, KPS improvement, and adverse reactions such as bone marrow suppression, alopecia, gastrointestinal reactions, liver/kidney function damage, and neurotoxicity. No CD4+/CD8+ T-cell ratio or matching T-cell immune outcome is reported. Therefore, no arm-specific sample sizes, means, or SDs can be extracted for this outcome.",,,,,,,22.77,0,7599,1129,8728
#111-12,gpt,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset immune outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+ ratio in Table 6, so the requested outcome strictly matches. The post-intervention values are listed under “治疗后” for both groups. The intervention arm is the KLT combined with GP chemotherapy group with total n=35. The control arm is GP chemotherapy alone with total n=30. For CD4+/CD8+ after treatment, the intervention mean±SD is 1.39±0.67 and the control mean±SD is 1.13±0.26.",1.39,0.67,35,1.13,0.26,30,17.3,0,3728,355,4083
#111-12,deepseek,CD4+/CD8+ T-cell ratio,"The study reports CD4+/CD8+ T-cell ratio after treatment in Table 6. The intervention group (治疗组, KLT+GP) has post-treatment mean 1.39 with SD 0.67, n=35. The control group (对照组, GP alone) has post-treatment mean 1.13 with SD 0.26, n=30. These values directly match the outcome definition.",1.39,0.67,35,1.13,0.26,30,5.09,0,3464,314,3778
#111-12,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset immune outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+ ratio in Table 6, so the requested outcome strictly matches. The post-intervention values are listed under “治疗后” for both groups. The intervention arm is the KLT combined with GP chemotherapy group with total n=35. The control arm is GP chemotherapy alone with total n=30. For CD4+/CD8+ after treatment, the intervention mean±SD is 1.39±0.67 and the control mean±SD is 1.13±0.26.",1.39,0.67,35,1.13,0.26,30,22.39,0,7192,669,7861
#111-13,gpt,,"The article reports clinical response rate, KPS quality-of-life categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. I checked for CD4+/CD8+ T-cell ratio after intervention, but no CD4, CD8, CD4+/CD8+ ratio, or related T-cell subset outcome is reported. Although immune-related adverse blood count outcomes are mentioned, they do not match the requested CD4+/CD8+ T-cell ratio definition. Therefore, no eligible mean, SD, or outcome-specific sample size can be extracted.",,,,,,,13.54,0,3156,430,3586
#111-13,deepseek,,"The article focuses on Kanglaite combined with GP regimen for non-small cell lung cancer, reporting clinical efficacy, KPS scores, and adverse reactions. There is no mention of CD4+/CD8+ T-cell ratio or any related immune subset measurements. Consequently, the specified outcome cannot be extracted.",,,,,,,13.13,0,2912,996,3908
#111-13,final_consensus,,"The article reports clinical response rate, KPS quality-of-life categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. I checked for CD4+/CD8+ T-cell ratio after intervention, but no CD4, CD8, CD4+/CD8+ ratio, or related T-cell subset outcome is reported. Although immune-related adverse blood count outcomes are mentioned, they do not match the requested CD4+/CD8+ T-cell ratio definition. Therefore, no eligible mean, SD, or outcome-specific sample size can be extracted.",,,,,,,26.67,0,6068,1426,7494
#111-14,gpt,,"The article reports clinical response, KPS quality-of-life response, and adverse reactions such as leukopenia and gastrointestinal reactions. It does not report CD4+/CD8+ T-cell ratio or any post-intervention T-cell subset ratio outcome. Although the overall randomized sample sizes were 35 in each arm, these are not reported for the requested CD4+/CD8+ outcome. Therefore no matched outcome means or SDs can be extracted.",,,,,,,14.64,0,2826,563,3389
#111-14,deepseek,,"The article reports on clinical efficacy, quality of life, and adverse reactions in non-small cell lung cancer patients treated with Kanglaite plus chemotherapy. No immune markers such as CD4+/CD8+ T-cell ratio are reported. Therefore, there is no matching outcome.",,,,,,,3.52,0,2548,188,2736
#111-14,final_consensus,,"The article reports clinical response, KPS quality-of-life response, and adverse reactions such as leukopenia and gastrointestinal reactions. It does not report CD4+/CD8+ T-cell ratio or any post-intervention T-cell subset ratio outcome. Although the overall randomized sample sizes were 35 in each arm, these are not reported for the requested CD4+/CD8+ outcome. Therefore no matched outcome means or SDs can be extracted.",,,,,,,18.16,0,5374,751,6125
