id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD4+,,39.12,9.14,34,31.28,8.75,35,3.47,0,4630,124,4754
#169-15,deepseek,CD4+,,39.12,9.14,34,31.28,8.75,35,5.71,0,4283,177,4460
#169-15,final_consensus,CD4+,,39.12,9.14,34,31.28,8.75,35,9.18,0,8913,301,9214
#169-16,gpt,CD4+,,36.24,3.60,40,31.72,4.42,39,3.69,0,11581,106,11687
#169-16,deepseek,CD4+,,36.24,3.60,40,31.72,4.42,39,5.94,0,10465,263,10728
#169-16,final_consensus,CD4+,,36.24,3.60,40,31.72,4.42,39,9.63,0,22046,369,22415
#169-17,gpt,,,,,,,,,3.18,0,3512,63,3575
#169-17,deepseek,,,,,,,,,4.61,0,3110,208,3318
#169-17,final_consensus,,,,,,,,,7.790000000000001,0,6622,271,6893
#169-18,gpt,CD4+,,42.4,2.5,53,36.2,1.9,47,3.38,0,5383,143,5526
#169-18,deepseek,CD4+,,42.4,2.5,53,36.2,1.9,47,7.06,0,4846,360,5206
#169-18,final_consensus,CD4+,,42.4,2.5,53,36.2,1.9,47,10.44,0,10229,503,10732
#169-19,gpt,CD4+,,36,5,55,26,5,55,3.73,0,3327,139,3466
#169-19,deepseek,CD4+,,36,5,55,26,5,55,7.16,0,3039,388,3427
#169-19,final_consensus,CD4+,,36,5,55,26,5,55,10.89,0,6366,527,6893
#169-20,gpt,CD4+,,51.04,12.01,45,41.93,17.28,45,4.06,0,3454,127,3581
#169-20,deepseek,CD4+,,51.04,12.01,45,41.93,17.28,45,3.09,0,3245,135,3380
#169-20,final_consensus,CD4+,,51.04,12.01,45,41.93,17.28,45,7.1499999999999995,0,6699,262,6961
#169-21,gpt,,,,,,,,,2.13,0,4030,63,4093
#169-21,deepseek,,,,,,,,,2.66,0,3709,82,3791
#169-21,final_consensus,,,,,,,,,4.79,0,7739,145,7884
#169-22,gpt,CD4+,,38.17,4.77,60,31.24,4.12,60,2.98,0,4530,111,4641
#169-22,deepseek,CD4+,,38.17,4.77,60,31.24,4.12,60,3.25,0,4077,135,4212
#169-22,final_consensus,CD4+,,38.17,4.77,60,31.24,4.12,60,6.23,0,8607,246,8853
#169-23,gpt,CD4+,,35.11,1.53,43,30.25,2.66,43,3.28,0,4332,129,4461
#169-23,deepseek,CD4+,,35.11,1.53,43,30.25,2.66,43,5.12,0,3854,257,4111
#169-23,final_consensus,CD4+,,35.11,1.53,43,30.25,2.66,43,8.4,0,8186,386,8572
#169-24,gpt,,,,,,,,,3.82,0,3984,88,4072
#169-24,deepseek,,,,,,,,,5.01,0,3548,185,3733
#169-24,final_consensus,,,,,,,,,8.83,0,7532,273,7805
#169-25,gpt,CD4+,,0.27,0.10,38,0.16,0.08,40,3.48,0,3896,127,4023
#169-25,deepseek,CD4+,,0.27,0.10,38,0.16,0.08,40,3.86,0,3549,163,3712
#169-25,final_consensus,CD4+,,0.27,0.10,38,0.16,0.08,40,7.34,0,7445,290,7735
#169-26,gpt,,,,,,,,,2.45,0,3640,51,3691
#169-26,deepseek,,,,,,,,,3.8,0,3328,105,3433
#169-26,final_consensus,,,,,,,,,6.25,0,6968,156,7124
#169-27,gpt,CD4+,,42.16,4.29,35,36.76,6.30,30,2.66,0,4208,105,4313
#169-27,deepseek,CD4+,,42.16,4.29,35,36.76,6.30,30,6.38,0,3883,303,4186
#169-27,final_consensus,CD4+,,42.16,4.29,35,36.76,6.30,30,9.04,0,8091,408,8499
