id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,CD4+ level,,,,,,,,2.67,0.0,3795,102,3897
#347-10,deepseek,,,,,,,,,19.02,0.0,3469,236,3705
#347-10,final_consensus,CD4+ level,,,,,,,,21.689999999999998,0.0,7264,338,7602
#347-11,gpt,CD4+ level after intervention (%),,36.02,5.34,44,27.78,4.94,44,3.7,0.0,4178,125,4303
#347-11,deepseek,CD4+ level,,36.02,5.34,44,27.78,4.94,44,6.64,0.0,3853,284,4137
#347-11,final_consensus,CD4+ level after intervention (%),,36.02,5.34,44,27.78,4.94,44,10.34,0.0,8031,409,8440
#347-12,gpt,CD4+ level,,,,,,,,2.89,0.0,3050,89,3139
#347-12,deepseek,,,,,,,,,5.84,0.0,2761,294,3055
#347-12,final_consensus,CD4+ level,,,,,,,,8.73,0.0,5811,383,6194
#347-13,gpt,CD4+ level,,,,,,,,2.95,0.0,3322,96,3418
#347-13,deepseek,,,,,,,,,4.93,0.0,3003,235,3238
#347-13,final_consensus,CD4+ level,,,,,,,,7.88,0.0,6325,331,6656
#347-14,gpt,CD4+ level,,,,,,,,2.35,0.0,1829,123,1952
#347-14,deepseek,,,,,,,,,2.72,0.0,1644,85,1729
#347-14,final_consensus,CD4+ level,,,,,,,,5.07,0.0,3473,208,3681
#347-15,gpt,CD4+ level,,42.16,4.29,35,36.76,6.30,30,2.5,0.0,3552,126,3678
#347-15,deepseek,CD4+ level,,42.16,4.29,35,36.76,6.30,30,5.45,0.0,3285,338,3623
#347-15,final_consensus,CD4+ level,,42.16,4.29,35,36.76,6.30,30,7.95,0.0,6837,464,7301
#347-16,gpt,CD4+ level after treatment (%),,36.85,6.29,60,30.74,5.35,60,3.98,0.0,7121,146,7267
#347-16,deepseek,CD4+ level,,36.85,6.29,60,30.74,5.35,60,2.51,0.0,6513,146,6659
#347-16,final_consensus,CD4+ level after treatment (%),,36.85,6.29,60,30.74,5.35,60,6.49,0.0,13634,292,13926
#347-17,gpt,CD4+ level,,40.05,9.16,99,31.30,8.74,101,2.4,0.0,4939,119,5058
#347-17,deepseek,CD4+ level,,40.05,9.16,99,31.30,8.74,101,5.43,0.0,4479,244,4723
#347-17,final_consensus,CD4+ level,,40.05,9.16,99,31.30,8.74,101,7.83,0.0,9418,363,9781
#347-18,gpt,CD4+ T cells/%,,35.8,8.4,70,30.1,7.2,67,3.26,0.0,3437,125,3562
#347-18,deepseek,CD4+ T细胞百分比,,35.8,8.4,70,30.1,7.2,67,3.61,0.0,3175,246,3421
#347-18,final_consensus,CD4+ T cells/%,,35.8,8.4,70,30.1,7.2,67,6.869999999999999,0.0,6612,371,6983
#347-19,gpt,CD4+ level,,26.44,5.17,41,31.76,5.27,41,2.76,0.0,4070,122,4192
#347-19,deepseek,CD4+ cell percentage,,26.44,5.17,41,31.76,5.27,41,5.49,0.0,3659,370,4029
#347-19,final_consensus,CD4+ level,,26.44,5.17,41,31.76,5.27,41,8.25,0.0,7729,492,8221
#347-20,gpt,CD4+ level,,,,,,,,3.85,0.0,2303,86,2389
#347-20,deepseek,,,,,,,,,3.23,0.0,2138,208,2346
#347-20,final_consensus,CD4+ level,,,,,,,,7.08,0.0,4441,294,4735
#347-21,gpt,CD4+ level,,,,,,,,2.48,0.0,3404,81,3485
#347-21,deepseek,,,,,,,,,3.38,0.0,3032,185,3217
#347-21,final_consensus,CD4+ level,,,,,,,,5.859999999999999,0.0,6436,266,6702
#347-22,gpt,CD4+ level,,39.12,9.14,34,31.28,8.75,35,2.6,0.0,3974,135,4109
#347-22,deepseek,CD4+ level,,39.12,9.14,34,31.28,8.75,35,4.85,0.0,3685,315,4000
#347-22,final_consensus,CD4+ level,,39.12,9.14,34,31.28,8.75,35,7.449999999999999,0.0,7659,450,8109
#347-23,gpt,CD4+ level,,,,,,,,2.38,0.0,2713,103,2816
#347-23,deepseek,,,,,,,,,2.76,0.0,2499,143,2642
#347-23,final_consensus,CD4+ level,,,,,,,,5.14,0.0,5212,246,5458
#347-24,gpt,CD4+ level,,0.23,0.03,42,0.21,0.04,40,2.92,0.0,4074,136,4210
#347-24,deepseek,CD4+ level,,0.23,0.03,42,0.21,0.04,40,4.15,0.0,3698,292,3990
#347-24,final_consensus,CD4+ level,,0.23,0.03,42,0.21,0.04,40,7.07,0.0,7772,428,8200
#347-25,gpt,CD4+ level,,,,,,,,2.2,0.0,1746,87,1833
#347-25,deepseek,,,,,,,,,5.32,0.0,1565,307,1872
#347-25,final_consensus,CD4+ level,,,,,,,,7.5200000000000005,0.0,3311,394,3705
#347-26,gpt,CD4+ level,,,,,,,,2.43,0.0,3518,74,3592
#347-26,deepseek,,,,,,,,,4.48,0.0,3259,191,3450
#347-26,final_consensus,CD4+ level,,,,,,,,6.91,0.0,6777,265,7042
#347-27,gpt,CD4+ level (%),,39.13,9.15,34,31.27,8.74,34,2.5,0.0,4610,123,4733
#347-27,deepseek,CD4+ level (%),,39.13,9.15,34,31.27,8.74,34,4.25,0.0,4285,296,4581
#347-27,final_consensus,CD4+ level (%),,39.13,9.15,34,31.27,8.74,34,6.75,0.0,8895,419,9314
#347-28,gpt,CD4+ level,,,,,,,,2.58,0.0,4419,109,4528
#347-28,deepseek,,,,,,,,,6.16,0.0,3865,429,4294
#347-28,final_consensus,CD4+ level,,,,,,,,8.74,0.0,8284,538,8822
#347-29,gpt,CD4+ level,,37.64,8.35,66,29.86,6.99,72,3.1,0.0,2202,109,2311
#347-29,deepseek,CD4+ level,,37.64,8.35,66,29.86,6.99,72,3.83,0.0,1996,272,2268
#347-29,final_consensus,CD4+ level,,37.64,8.35,66,29.86,6.99,72,6.93,0.0,4198,381,4579
#347-30,gpt,CD4+ level,,35.11,1.53,43,30.25,2.66,43,2.73,0.0,3989,116,4105
