id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-15,gpt,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,8.74,0,3989,132,4121
#169-15,deepseek,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,5.79,0,3700,337,4037
#169-15,final_consensus,CD4+/CD8+ T-cell ratio,,2.61,0.42,34,1.61,0.49,35,14.530000000000001,0,7689,469,8158
#169-16,gpt,CD4+/CD8+ T-cell ratio,,1.15,0.21,40,0.87,0.10,39,9.22,0,10940,142,11082
#169-16,deepseek,CD4+/CD8+ T-cell ratio,,1.15,0.21,40,0.87,0.10,39,4.51,0,9882,339,10221
#169-16,final_consensus,CD4+/CD8+ T-cell ratio,,1.15,0.21,40,0.87,0.10,39,13.73,0,20822,481,21303
#169-17,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,3.25,0,2871,108,2979
#169-17,deepseek,,,,,,,,,4.23,0,2527,320,2847
#169-17,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.48,0,5398,428,5826
#169-18,gpt,CD4+/CD8+ T-cell ratio,,1.77,0.26,53,1.39,0.22,47,2.63,0,4742,124,4866
#169-18,deepseek,CD4+/CD8+ T-cell ratio,,1.77,0.26,53,1.39,0.22,47,5.19,0,4263,321,4584
#169-18,final_consensus,CD4+/CD8+ T-cell ratio,,1.77,0.26,53,1.39,0.22,47,7.82,0,9005,445,9450
#169-19,gpt,CD4+/CD8+ T-cell ratio,,1.22,0.30,55,1.01,0.22,55,8.93,0,2686,128,2814
#169-19,deepseek,CD4+/CD8+ T-cell ratio,,1.22,0.30,55,1.01,0.22,55,5.07,0,2456,356,2812
#169-19,final_consensus,CD4+/CD8+ T-cell ratio,,1.22,0.30,55,1.01,0.22,55,14.0,0,5142,484,5626
#169-20,gpt,CD4+/CD8+ T-cell ratio,,2.41,0.34,45,2.13,0.28,45,8.55,0,2813,130,2943
#169-20,deepseek,CD4+/CD8+ T-cell ratio,,2.41,0.34,45,2.13,0.28,45,3.68,0,2662,240,2902
#169-20,final_consensus,CD4+/CD8+ T-cell ratio,,2.41,0.34,45,2.13,0.28,45,12.23,0,5475,370,5845
#169-21,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,2.14,0,3389,82,3471
#169-21,deepseek,,,,,,,,,4.14,0,3126,241,3367
#169-21,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,6.279999999999999,0,6515,323,6838
#169-22,gpt,CD4+/CD8+ T-cell ratio,,1.45,0.31,60,0.99,0.19,60,2.5,0,3889,113,4002
#169-22,deepseek,CD4+/CD8+ T-cell ratio,,1.45,0.31,60,0.99,0.19,60,3.55,0,3494,240,3734
#169-22,final_consensus,CD4+/CD8+ T-cell ratio,,1.45,0.31,60,0.99,0.19,60,6.05,0,7383,353,7736
#169-23,gpt,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,2.51,0,3691,135,3826
#169-23,deepseek,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,3.38,0,3271,218,3489
#169-23,final_consensus,CD4+/CD8+ T-cell ratio,,1.21,0.49,43,1.07,0.25,43,5.89,0,6962,353,7315
#169-24,gpt,CD4+/CD8+ T-cell ratio,,,,,,,,3.31,0,3343,161,3504
#169-24,deepseek,,,,,,,,,4.13,0,2965,206,3171
#169-24,final_consensus,CD4+/CD8+ T-cell ratio,,,,,,,,7.4399999999999995,0,6308,367,6675
#169-25,gpt,CD4+/CD8+ T-cell ratio,,1.3,0.9,38,0.4,1.2,40,2.44,0,3255,127,3382
#169-25,deepseek,CD4+/CD8+ T-cell ratio,,1.3,0.9,38,0.4,1.2,40,3.59,0,2966,274,3240
#169-25,final_consensus,CD4+/CD8+ T-cell ratio,,1.3,0.9,38,0.4,1.2,40,6.029999999999999,0,6221,401,6622
#169-26,gpt,,,,,,,,,4.12,0,2999,159,3158
#169-26,deepseek,,,,,,,,,3.8,0,2745,228,2973
#169-26,final_consensus,,,,,,,,,7.92,0,5744,387,6131
#169-27,gpt,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,2.34,0,3567,127,3694
#169-27,deepseek,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,4.78,0,3300,292,3592
#169-27,final_consensus,CD4+/CD8+ T-cell ratio,,1.39,0.67,35,1.13,0.26,30,7.12,0,6867,419,7286
