id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#16-10,gpt,总缓解率,,12,30,7,30,4.22,0.0,4271,168,4439
#16-10,deepseek,客观缓解率,,12,30,7,30,4.28,0.0,3856,233,4089
#16-10,final_consensus,总缓解率,,12,30,7,30,8.5,0.0,8127,401,8528
#16-11,gpt,客观缓解率,,40,51,28,43,6.14,0.0,2444,259,2703
#16-11,deepseek,客观缓解率,,40,51,28,43,5.77,0.0,2149,391,2540
#16-11,final_consensus,客观缓解率,,40,51,28,43,11.91,0.0,4593,650,5243
#16-12,gpt,客观缓解率,,13,31,6,25,5.29,0.0,3183,101,3284
#16-12,deepseek,客观缓解率,,13,31,6,25,4.6,0.0,2844,223,3067
#16-12,final_consensus,客观缓解率,,13,31,6,25,9.89,0.0,6027,324,6351
#16-13,gpt,客观缓解率,,18,49,6,48,2.38,0.0,4576,92,4668
#16-13,deepseek,客观缓解率,,18,49,6,48,4.71,0.0,4107,350,4457
#16-13,final_consensus,客观缓解率,,18,49,6,48,7.09,0.0,8683,442,9125
#16-14,gpt,客观缓解率,,7,18,5,20,7.36,0.0,5551,404,5955
#16-14,deepseek,客观缓解率,,7,18,5,20,7.36,0.0,4778,435,5213
#16-14,final_consensus,客观缓解率,,7,18,5,20,14.72,0.0,10329,839,11168
#16-15,gpt,客观缓解率,,25,31,17,25,3.1,0.0,1970,85,2055
#16-15,deepseek,客观缓解率,,25,31,17,25,4.5,0.0,1791,215,2006
#16-15,final_consensus,客观缓解率,,25,31,17,25,7.6,0.0,3761,300,4061
#16-16,gpt,客观缓解率,,11,28,5,24,4.24,0.0,2089,233,2322
#16-16,deepseek,客观缓解率,,11,28,5,24,8.44,0.0,1944,674,2618
#16-16,final_consensus,客观缓解率,,11,28,5,24,12.68,0.0,4033,907,4940
#16-17,gpt,客观缓解率,,17,50,6,50,3.5,0.0,2253,119,2372
#16-17,deepseek,客观缓解率,,17,50,6,50,3.65,0.0,1977,214,2191
#16-17,final_consensus,客观缓解率,,17,50,6,50,7.15,0.0,4230,333,4563
#16-18,gpt,客观缓解率,,8,20,5,20,4.24,0.0,11374,158,11532
#16-18,deepseek,客观缓解率,,8,20,5,20,5.74,0.0,9988,314,10302
#16-18,final_consensus,客观缓解率,,8,20,5,20,9.98,0.0,21362,472,21834
#16-19,gpt,客观缓解率,,22,44,11,44,4.96,0.0,2470,199,2669
#16-19,deepseek,客观缓解率,,22,44,11,44,4.05,0.0,2134,201,2335
#16-19,final_consensus,客观缓解率,,22,44,11,44,9.01,0.0,4604,400,5004
#16-20,gpt,客观缓解率,,16,32,8,32,2.73,0.0,2915,93,3008
#16-20,deepseek,客观缓解率,,16,32,8,32,2.69,0.0,2494,137,2631
#16-20,final_consensus,客观缓解率,,16,32,8,32,5.42,0.0,5409,230,5639
#16-21,gpt,客观缓解率,,18,24,13,24,3.46,0.0,3444,137,3581
#16-21,deepseek,客观缓解率,,18,24,13,24,4.23,0.0,3077,270,3347
#16-21,final_consensus,客观缓解率,,18,24,13,24,7.69,0.0,6521,407,6928
#16-22,gpt,客观缓解率,,16,40,9,40,3.54,0.0,4488,162,4650
#16-22,deepseek,客观缓解率,,16,40,9,40,3.74,0.0,4034,252,4286
#16-22,final_consensus,客观缓解率,,16,40,9,40,7.28,0.0,8522,414,8936
#16-23,gpt,,,,,,,2.14,0.0,3185,62,3247
#16-23,deepseek,,,,,,,2.33,0.0,2802,88,2890
#16-23,final_consensus,,,,,,,4.470000000000001,0.0,5987,150,6137
#16-8,gpt,客观缓解率,,37,60,17,60,5.33,0.0,2122,203,2325
#16-8,deepseek,客观缓解率,,37,60,17,60,6.33,0.0,1847,423,2270
#16-8,final_consensus,客观缓解率,,37,60,17,60,11.66,0.0,3969,626,4595
#16-9,gpt,客观缓解率,,28,31,21,31,12.3,0.0,3673,553,4226
#16-9,deepseek,,,,,,,5.53,0.0,3251,191,3442
#16-9,final_human_override,,,28,31,21,31,17.830000000000002,70.33,6924,744,7668
