id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-15,gpt,,,,,,,,,8.89,0,3666,53,3719
#27-15,deepseek,,,,,,,,,3.5,0,3353,143,3496
#27-15,final_consensus,,,,,,,,,12.39,0,7019,196,7215
#27-16,gpt,,,,,,,,,1.81,0,3425,52,3477
#27-16,deepseek,,,,,,,,,2.39,0,3149,116,3265
#27-16,final_consensus,,,,,,,,,4.2,0,6574,168,6742
#27-17,gpt,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,2.97,0,5597,108,5705
#27-17,deepseek,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,2.43,0,5189,144,5333
#27-17,final_consensus,CD4+/CD8+,,1.27,0.21,70,1.13,0.16,67,5.4,0,10786,252,11038
#27-18,gpt,,,,,,,,,3.05,0,4086,118,4204
#27-18,deepseek,,,,,,,,,2.88,0,3721,158,3879
#27-18,final_consensus,,,,,,,,,5.93,0,7807,276,8083
#27-19,gpt,CD4+/CD8+,,1.45,0.21,43,1.07,0.19,42,2.41,0,5415,126,5541
#27-19,deepseek,CD4+/CD8+,,1.45,0.21,43,1.07,0.19,42,4.47,0,4931,313,5244
#27-19,final_consensus,CD4+/CD8+,,1.45,0.21,43,1.07,0.19,42,6.88,0,10346,439,10785
#27-20,gpt,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,2.9,0,7806,161,7967
#27-20,deepseek,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,4.89,0,7136,260,7396
#27-20,final_consensus,CD4+/CD8+,,2.04,0.45,60,1.75,0.39,60,7.789999999999999,0,14942,421,15363
#27-21,gpt,,,,,,,,,1.77,0,4223,51,4274
#27-21,deepseek,,,,,,,,,2.69,0,3866,120,3986
#27-21,final_consensus,,,,,,,,,4.46,0,8089,171,8260
#27-22,gpt,,,,,,,,,2.01,0,4970,66,5036
#27-22,deepseek,,,,,,,,,2.59,0,4529,115,4644
#27-22,final_consensus,,,,,,,,,4.6,0,9499,181,9680
#27-23,gpt,CD4+/CD8+,,1.71,0.59,50,0.89,0.74,50,2.64,0,5030,132,5162
#27-23,deepseek,CD4+/CD8+,,1.71,0.59,50,0.89,0.74,50,4.07,0,4703,235,4938
#27-23,final_consensus,CD4+/CD8+,,1.71,0.59,50,0.89,0.74,50,6.710000000000001,0,9733,367,10100
#27-24,gpt,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,2.36,0,5653,104,5757
#27-24,deepseek,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,2.71,0,5130,163,5293
#27-24,final_consensus,CD4+/CD8+,,1.43,0.75,99,0.96,0.58,101,5.07,0,10783,267,11050
#27-25,gpt,,,,,,,,,2.09,0,3224,64,3288
#27-25,deepseek,,,,,,,,,2.89,0,2899,134,3033
#27-25,final_consensus,,,,,,,,,4.98,0,6123,198,6321
#27-26,gpt,CD4+/CD8+,,0.11,0.00,42,0.10,0.00,40,3.38,0,5210,175,5385
#27-26,deepseek,CD4+/CD8+,,0.11,0.00,42,0.10,0.00,40,13.39,0,4631,827,5458
#27-26,final_consensus,CD4+/CD8+,,0.11,0.00,42,0.10,0.00,40,16.77,0,9841,1002,10843
#27-27,gpt,,,,,,,,,8.04,0,3534,53,3587
#27-27,deepseek,,,,,,,,,2.64,0,3139,138,3277
#27-27,final_consensus,,,,,,,,,10.68,0,6673,191,6864
#27-28,gpt,,,,,,,,,1.74,0,3134,64,3198
#27-28,deepseek,,,,,,,,,2.67,0,2864,105,2969
#27-28,final_consensus,,,,,,,,,4.41,0,5998,169,6167
