id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#18-10,gpt,CD8+ level after treatment (%),"The article reports immune function outcomes including CD3+, CD4+, and CD8+ before and after treatment; CD8+ level strictly matches the requested outcome. The matched post-intervention CD8+ values are in Table 3 under 治疗后. The randomized arms were research/intervention group and control group, each with 50 patients. For CD8+ after treatment, the research group mean was 32.63 with SD 5.25, and the control group mean was 30.16 with SD 4.58.",32.63,5.25,50,30.16,4.58,50,11.52,0.0,3162,343,3505
#18-10,deepseek,CD8+ level,"The article reports immune function markers including CD8+ levels after treatment. Table 3 provides post-treatment CD8+ (%) for both groups: intervention (study group) mean=32.63, SD=5.25, n=50; control group mean=30.16, SD=4.58, n=50. The outcome definition matches CD8+ level exactly.",32.63,5.25,50,30.16,4.58,50,5.3,0.0,2821,316,3137
#18-10,final_consensus,CD8+ level after treatment (%),"The article reports immune function outcomes including CD3+, CD4+, and CD8+ before and after treatment; CD8+ level strictly matches the requested outcome. The matched post-intervention CD8+ values are in Table 3 under 治疗后. The randomized arms were research/intervention group and control group, each with 50 patients. For CD8+ after treatment, the research group mean was 32.63 with SD 5.25, and the control group mean was 30.16 with SD 4.58.",32.63,5.25,50,30.16,4.58,50,16.82,0.0,5983,659,6642
#18-11,gpt,CD8+/% after treatment,"The article reports T lymphocyte subsets including CD3+, CD4+, CD8+ percentage, and CD4+/CD8+, plus immunoglobulins IgA, IgM, and IgG. The requested outcome strictly matches the CD8+ level, reported as CD8+/% in Table 2 after treatment. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43 for the post-treatment CD8+ outcome. The control arm received GP chemotherapy alone, with n=42 for the post-treatment CD8+ outcome. After treatment, CD8+ was 26.95 ± 4.98 in the intervention group and 32.01 ± 4.14 in the control group.",26.95,4.98,43,32.01,4.14,42,12.53,0.0,4903,359,5262
#18-11,deepseek,CD8+ level,,26.95,4.98,43,32.01,4.14,42,5.97,0.0,4485,376,4861
#18-11,final_consensus,CD8+/% after treatment,"The article reports T lymphocyte subsets including CD3+, CD4+, CD8+ percentage, and CD4+/CD8+, plus immunoglobulins IgA, IgM, and IgG. The requested outcome strictly matches the CD8+ level, reported as CD8+/% in Table 2 after treatment. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43 for the post-treatment CD8+ outcome. The control arm received GP chemotherapy alone, with n=42 for the post-treatment CD8+ outcome. After treatment, CD8+ was 26.95 ± 4.98 in the intervention group and 32.01 ± 4.14 in the control group.",26.95,4.98,43,32.01,4.14,42,18.5,0.0,9388,735,10123
#18-12,gpt,CD8+ level,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8; CD8 strictly matches the requested CD8+ level outcome. The randomized groups were treatment/intervention group 36 patients and control group 36 patients. In Table 1, the post-treatment CD8 value for the treatment group is 30.8±1.89. The post-treatment CD8 value for the control group is 27.8±1.16. Thus the extracted outcome is post-intervention CD8+ level.",30.8,1.89,36,27.8,1.16,36,11.55,0.0,2325,338,2663
#18-12,deepseek,CD8+,"The article reports T lymphocyte subsets (CD3, CD4, CD8, CD4/CD8) before and after treatment. Table 1 provides post-treatment CD8 data for both groups. The intervention group (chemotherapy + Kanglaite) has n=36, mean CD8 after treatment 30.8, SD 1.89. The control group (chemotherapy alone) has n=36, mean CD8 after treatment 27.8, SD 1.16. These values match the outcome definition of CD8+ level.",30.8,1.89,36,27.8,1.16,36,6.76,0.0,2171,439,2610
#18-12,final_consensus,CD8+ level,"The article reports T lymphocyte subsets including CD3, CD4, CD8, and CD4/CD8; CD8 strictly matches the requested CD8+ level outcome. The randomized groups were treatment/intervention group 36 patients and control group 36 patients. In Table 1, the post-treatment CD8 value for the treatment group is 30.8±1.89. The post-treatment CD8 value for the control group is 27.8±1.16. Thus the extracted outcome is post-intervention CD8+ level.",30.8,1.89,36,27.8,1.16,36,18.310000000000002,0.0,4496,777,5273
#18-13,gpt,CD8,"The article reports immune indicators including CD3, CD4, CD8, CD4/CD8, and NK cell activity; CD8 strictly matches the requested CD8+ level outcome. Table 2 provides pre- and post-treatment immune indicators with sample sizes: treatment group n=38 and control group n=40. For the matched CD8 outcome after intervention, the treatment group post-treatment value is 0.26 ± 0.18. The control group post-treatment value is 0.45 ± 0.15. These are reported as mean ± SD after 3 treatment cycles.",0.26,0.18,38,0.45,0.15,40,11.04,0.0,3357,274,3631
