id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,,,,,,,,7.8,0,5111,74,5185
#13-10,deepseek,,,,,,,,,3.35,0,4495,103,4598
#13-10,final_consensus,,,,,,,,,11.15,0,9606,177,9783
#13-11,gpt,,,,,,,,,1.81,0,2862,65,2927
#13-11,deepseek,,,,,,,,,2.4,0,2539,81,2620
#13-11,final_consensus,,,,,,,,,4.21,0,5401,146,5547
#13-12,gpt,,,,,,,,,1.93,0,4493,56,4549
#13-12,deepseek,,,,,,,,,2.64,0,4146,112,4258
#13-12,final_consensus,,,,,,,,,4.57,0,8639,168,8807
#13-13,gpt,CD8+,,30.84,7.43,30,34.95,9.03,30,2.21,0,3710,115,3825
#13-13,deepseek,CD8+,,30.84,7.43,30,34.95,9.03,30,2.48,0,3346,147,3493
#13-13,final_consensus,CD8+,,30.84,7.43,30,34.95,9.03,30,4.6899999999999995,0,7056,262,7318
#13-14,gpt,,,,,,,,,50.27,0,4031,65,4096
#13-14,deepseek,,,,,,,,,4.4,0,3711,174,3885
#13-14,final_consensus,,,,,,,,,54.67,0,7742,239,7981
#13-15,gpt,CD8+,,25.46,1.18,45,26.97,1.28,45,2.47,0,4554,113,4667
#13-15,deepseek,CD8+,,25.46,1.18,45,26.97,1.28,45,5.06,0,4194,287,4481
#13-15,final_consensus,CD8+,,25.46,1.18,45,26.97,1.28,45,7.529999999999999,0,8748,400,9148
#13-16,gpt,,,,,,,,,7.78,0,1967,62,2029
#13-16,deepseek,,,,,,,,,3.1,0,1761,119,1880
#13-16,final_consensus,,,,,,,,,10.88,0,3728,181,3909
#13-17,gpt,,,,,,,,,1.91,0,3705,61,3766
#13-17,deepseek,,,,,,,,,2.75,0,3359,86,3445
#13-17,final_consensus,,,,,,,,,4.66,0,7064,147,7211
#13-18,gpt,,,,,,,,,1.6,0,3508,50,3558
#13-18,deepseek,,,,,,,,,2.33,0,3161,101,3262
#13-18,final_consensus,,,,,,,,,3.93,0,6669,151,6820
#13-19,gpt,,,,,,,,,4.09,0,3659,68,3727
#13-19,deepseek,,,,,,,,,3.18,0,3302,151,3453
#13-19,final_consensus,,,,,,,,,7.27,0,6961,219,7180
#13-20,gpt,,,,,,,,,2.34,0,5833,76,5909
#13-20,deepseek,,,,,,,,,2.59,0,4995,118,5113
#13-20,final_consensus,,,,,,,,,4.93,0,10828,194,11022
#13-21,gpt,,,,,,,,,1.79,0,3714,49,3763
#13-21,deepseek,,,,,,,,,3.33,0,3296,122,3418
#13-21,final_consensus,,,,,,,,,5.12,0,7010,171,7181
#13-22,gpt,,,,,,,,,1.8,0,6679,60,6739
#13-22,deepseek,,,,,,,,,3.65,0,6291,186,6477
#13-22,final_consensus,,,,,,,,,5.45,0,12970,246,13216
#13-23,gpt,,,,,,,,,1.75,0,3300,66,3366
#13-23,deepseek,,,,,,,,,2.88,0,3009,159,3168
#13-23,final_consensus,,,,,,,,,4.63,0,6309,225,6534
#13-24,gpt,,,,,,,,,1.99,0,5631,78,5709
#13-24,deepseek,,,,,,,,,2.97,0,5031,143,5174
#13-24,final_consensus,,,,,,,,,4.96,0,10662,221,10883
#13-25,gpt,,,,,,,,,1.6,0,3100,50,3150
#13-25,deepseek,,,,,,,,,3.08,0,2751,124,2875
#13-25,final_consensus,,,,,,,,,4.68,0,5851,174,6025
#13-7,gpt,CD8+,,33.21,13.85,34,29.16,6.78,34,3.64,0,3944,118,4062
#13-7,deepseek,CD8+,,33.21,13.85,34,29.16,6.78,34,4.19,0,3606,254,3860
#13-7,final_consensus,CD8+,,33.21,13.85,34,29.16,6.78,34,7.83,0,7550,372,7922
#13-8,gpt,,,,,,,,,1.95,0,3373,61,3434
#13-8,deepseek,,,,,,,,,3.74,0,3008,173,3181
#13-8,final_consensus,,,,,,,,,5.69,0,6381,234,6615
#13-9,gpt,,,,,,,,,1.56,0,2932,49,2981
#13-9,deepseek,,,,,,,,,2.26,0,2773,97,2870
#13-9,final_consensus,,,,,,,,,3.82,0,5705,146,5851
