id,model,outcome,cot,intervention_event,intervention_n,control_event,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#4-10,gpt,,,,,,,3.1,0,2248,96,2344
#4-10,deepseek,,,,,,,4.37,0,1962,99,2061
#4-10,final_consensus,,,,,,,7.470000000000001,0,4210,195,4405
#4-11,gpt,,,,,,,1.73,0,2326,54,2380
#4-11,deepseek,,,,,,,2.67,0,1984,91,2075
#4-11,final_consensus,,,,,,,4.4,0,4310,145,4455
#4-12,gpt,胃肠道反应,,34,49,36,49,2.68,0,4462,113,4575
#4-12,deepseek,胃肠道反应,,34,49,36,49,4.69,0,3996,252,4248
#4-12,final_consensus,胃肠道反应,,34,49,36,49,7.370000000000001,0,8458,365,8823
#4-13,gpt,,,,,,,5.01,0,3156,327,3483
#4-13,deepseek,,,,,,,5.9,0,2772,344,3116
#4-13,final_consensus,,,,,,,10.91,0,5928,671,6599
#4-14,gpt,胃肠道反应,,17,35,24,35,3.49,0,3629,142,3771
#4-14,deepseek,胃肠道反应,,17,35,24,35,4.72,0,3237,290,3527
#4-14,final_consensus,胃肠道反应,,17,35,24,35,8.21,0,6866,432,7298
#4-4,gpt,,,,,,,3.1,0,1801,163,1964
#4-4,deepseek,,,,,,,2.48,0,1549,82,1631
#4-4,final_consensus,,,,,,,5.58,0,3350,245,3595
#4-5,gpt,,,,,,,5.07,0,5418,293,5711
#4-5,deepseek,,,,,,,4.83,0,4972,149,5121
#4-5,final_consensus,,,,,,,9.9,0,10390,442,10832
#4-6,gpt,,,,,,,8.32,0,3990,457,4447
#4-6,deepseek,,,,,,,5.96,0,3588,244,3832
#4-6,final_consensus,,,,,,,14.280000000000001,0,7578,701,8279
#4-7,gpt,,,,,,,4.83,0,5081,161,5242
#4-7,deepseek,,,,,,,6.21,0,4388,379,4767
#4-7,final_consensus,,,,,,,11.04,0,9469,540,10009
#4-8,gpt,,,,,,,4.35,0,4217,126,4343
#4-8,deepseek,,,,,,,4.47,0,3809,214,4023
#4-8,final_consensus,,,,,,,8.82,0,8026,340,8366
#4-9,gpt,胃肠道反应,,14,35,26,35,4.0,0,3309,113,3422
#4-9,deepseek,胃肠道反应,,14,35,26,35,8.01,0,2887,589,3476
#4-9,final_consensus,胃肠道反应,,14,35,26,35,12.01,0,6196,702,6898
