id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,,,,,,,,,8.77,0,5111,75,5186
#13-10,deepseek,,,,,,,,,2.79,0,4495,127,4622
#13-10,final_consensus,,,,,,,,,11.559999999999999,0,9606,202,9808
#13-11,gpt,,,,,,,,,2.21,0,2862,62,2924
#13-11,deepseek,,,,,,,,,3.1,0,2539,149,2688
#13-11,final_consensus,,,,,,,,,5.3100000000000005,0,5401,211,5612
#13-12,gpt,,,,,,,,,9.78,0,4493,68,4561
#13-12,deepseek,,,,,,,,,2.57,0,4146,112,4258
#13-12,final_consensus,,,,,,,,,12.35,0,8639,180,8819
#13-13,gpt,CD3+,,58.89,11.42,30,45.32,10.84,30,4.75,0,3710,107,3817
#13-13,deepseek,CD3+,,58.89,11.42,30,45.32,10.84,30,3.16,0,3346,139,3485
#13-13,final_consensus,CD3+,,58.89,11.42,30,45.32,10.84,30,7.91,0,7056,246,7302
#13-14,gpt,,,,,,,,,2.31,0,4031,49,4080
#13-14,deepseek,,,,,,,,,3.03,0,3711,167,3878
#13-14,final_consensus,,,,,,,,,5.34,0,7742,216,7958
#13-15,gpt,CD3+,,53.95,1.80,45,53.05,1.92,45,3.96,0,4554,112,4666
#13-15,deepseek,CD3+,,53.95,1.80,45,53.05,1.92,45,5.62,0,4194,340,4534
#13-15,final_consensus,CD3+,,53.95,1.80,45,53.05,1.92,45,9.58,0,8748,452,9200
#13-16,gpt,,,,,,,,,7.83,0,1967,52,2019
#13-16,deepseek,,,,,,,,,2.56,0,1761,107,1868
#13-16,final_consensus,,,,,,,,,10.39,0,3728,159,3887
#13-17,gpt,,,,,,,,,2.29,0,3705,61,3766
#13-17,deepseek,,,,,,,,,2.14,0,3359,110,3469
#13-17,final_consensus,,,,,,,,,4.43,0,7064,171,7235
#13-18,gpt,,,,,,,,,2.47,0,3508,64,3572
#13-18,deepseek,,,,,,,,,2.65,0,3161,120,3281
#13-18,final_consensus,,,,,,,,,5.12,0,6669,184,6853
#13-19,gpt,,,,,,,,,2.35,0,3659,70,3729
#13-19,deepseek,,,,,,,,,2.49,0,3302,105,3407
#13-19,final_consensus,,,,,,,,,4.84,0,6961,175,7136
#13-20,gpt,,,,,,,,,2.72,0,5833,74,5907
#13-20,deepseek,,,,,,,,,3.18,0,4995,174,5169
#13-20,final_consensus,,,,,,,,,5.9,0,10828,248,11076
#13-21,gpt,,,,,,,,,3.45,0,3714,62,3776
#13-21,deepseek,,,,,,,,,1.85,0,3296,75,3371
#13-21,final_consensus,,,,,,,,,5.300000000000001,0,7010,137,7147
#13-22,gpt,,,,,,,,,2.28,0,6679,62,6741
#13-22,deepseek,,,,,,,,,2.64,0,6291,102,6393
#13-22,final_consensus,,,,,,,,,4.92,0,12970,164,13134
#13-23,gpt,,,,,,,,,2.22,0,3300,52,3352
#13-23,deepseek,,,,,,,,,2.13,0,3009,107,3116
#13-23,final_consensus,,,,,,,,,4.35,0,6309,159,6468
#13-24,gpt,CD3+,,67.9,2.5,53,58.4,1.9,47,3.38,0,5631,151,5782
#13-24,deepseek,CD3+,,67.9,2.5,53,58.4,1.9,47,5.25,0,5031,350,5381
#13-24,final_consensus,CD3+,,67.9,2.5,53,58.4,1.9,47,8.629999999999999,0,10662,501,11163
#13-25,gpt,,,,,,,,,7.8,0,3100,64,3164
#13-25,deepseek,,,,,,,,,2.24,0,2751,120,2871
#13-25,final_consensus,,,,,,,,,10.04,0,5851,184,6035
#13-7,gpt,CD3+,,52.94,4.93,34,50.51,5.96,34,2.67,0,3944,105,4049
#13-7,deepseek,CD3+,,52.94,4.93,34,50.51,5.96,34,3.29,0,3606,218,3824
#13-7,final_consensus,CD3+,,52.94,4.93,34,50.51,5.96,34,5.96,0,7550,323,7873
#13-8,gpt,,,,,,,,,3.24,0,3373,63,3436
#13-8,deepseek,,,,,,,,,3.05,0,3008,157,3165
#13-8,final_consensus,,,,,,,,,6.29,0,6381,220,6601
#13-9,gpt,,,,,,,,,1.86,0,2932,51,2983
#13-9,deepseek,,,,,,,,,2.22,0,2773,101,2874
#13-9,final_consensus,,,,,,,,,4.08,0,5705,152,5857
