id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#347-10,gpt,,,,,,,,,2.66,0.0,4451,64,4515
#347-10,deepseek,,,,,,,,,3.02,0.0,4067,130,4197
#347-10,final_consensus,,,,,,,,,5.68,0.0,8518,194,8712
#347-11,gpt,CD4+,,36.02,5.34,44,27.78,4.94,44,2.09,0.0,4834,110,4944
#347-11,deepseek,CD4+,,36.02,5.34,44,27.78,4.94,44,5.75,0.0,4451,398,4849
#347-11,final_consensus,CD4+,,36.02,5.34,44,27.78,4.94,44,7.84,0.0,9285,508,9793
#347-12,gpt,,,,,,,,,2.45,0.0,3706,59,3765
#347-12,deepseek,,,,,,,,,2.15,0.0,3359,84,3443
#347-12,final_consensus,,,,,,,,,4.6,0.0,7065,143,7208
#347-13,gpt,,,,,,,,,2.46,0.0,3978,64,4042
#347-13,deepseek,,,,,,,,,3.38,0.0,3601,99,3700
#347-13,final_consensus,,,,,,,,,5.84,0.0,7579,163,7742
#347-14,gpt,,,,,,,,,2.15,0.0,2485,62,2547
#347-14,deepseek,,,,,,,,,2.2,0.0,2242,75,2317
#347-14,final_consensus,,,,,,,,,4.35,0.0,4727,137,4864
#347-15,gpt,CD4+,,42.16,4.29,35,36.76,6.30,30,2.16,0.0,4208,108,4316
#347-15,deepseek,CD4+,,42.16,4.29,35,36.76,6.30,30,4.62,0.0,3883,201,4084
#347-15,final_consensus,CD4+,,42.16,4.29,35,36.76,6.30,30,6.78,0.0,8091,309,8400
#347-16,gpt,CD4+,,36.85,6.29,60,30.74,5.35,60,2.74,0.0,7777,125,7902
#347-16,deepseek,CD4+,,36.85,6.29,60,30.74,5.35,60,5.11,0.0,7111,265,7376
#347-16,final_consensus,CD4+,,36.85,6.29,60,30.74,5.35,60,7.8500000000000005,0.0,14888,390,15278
#347-17,gpt,CD4+,,40.05,9.16,99,31.30,8.74,101,3.13,0.0,5595,109,5704
#347-17,deepseek,CD4+,,40.05,9.16,99,31.30,8.74,101,6.56,0.0,5077,434,5511
#347-17,final_consensus,CD4+,,40.05,9.16,99,31.30,8.74,101,9.69,0.0,10672,543,11215
#347-18,gpt,CD4+,,35.8,8.4,70,30.1,7.2,67,3.27,0.0,4093,108,4201
#347-18,deepseek,CD4+,,35.8,8.4,70,30.1,7.2,67,3.68,0.0,3773,139,3912
#347-18,final_consensus,CD4+,,35.8,8.4,70,30.1,7.2,67,6.95,0.0,7866,247,8113
#347-19,gpt,CD4+,,26.44,5.17,41,31.76,5.27,41,2.92,0.0,4726,115,4841
#347-19,deepseek,CD4+,,26.44,5.17,41,31.76,5.27,41,4.14,0.0,4257,199,4456
#347-19,final_consensus,CD4+,,26.44,5.17,41,31.76,5.27,41,7.06,0.0,8983,314,9297
#347-20,gpt,,,,,,,,,1.63,0.0,2959,54,3013
#347-20,deepseek,,,,,,,,,2.36,0.0,2736,86,2822
#347-20,final_consensus,,,,,,,,,3.9899999999999998,0.0,5695,140,5835
#347-21,gpt,,,,,,,,,1.82,0.0,4060,64,4124
#347-21,deepseek,,,,,,,,,2.89,0.0,3630,97,3727
#347-21,final_consensus,,,,,,,,,4.71,0.0,7690,161,7851
#347-22,gpt,CD4+,,39.12,9.14,34,31.28,8.75,35,4.61,0.0,4630,144,4774
#347-22,deepseek,CD4+,,39.12,9.14,34,31.28,8.75,35,4.71,0.0,4283,213,4496
#347-22,final_consensus,CD4+,,39.12,9.14,34,31.28,8.75,35,9.32,0.0,8913,357,9270
#347-23,gpt,,,,,,,,,1.65,0.0,3369,64,3433
#347-23,deepseek,,,,,,,,,4.59,0.0,3097,196,3293
#347-23,final_consensus,,,,,,,,,6.24,0.0,6466,260,6726
#347-24,gpt,CD4+,,0.23,0.03,42,0.21,0.04,40,2.42,0.0,4730,117,4847
#347-24,deepseek,CD4+,,0.23,0.03,42,0.21,0.04,40,4.48,0.0,4296,231,4527
#347-24,final_consensus,CD4+,,0.23,0.03,42,0.21,0.04,40,6.9,0.0,9026,348,9374
#347-25,gpt,,,,,,,,,1.86,0.0,2402,64,2466
#347-25,deepseek,,,,,,,,,2.04,0.0,2163,84,2247
#347-25,final_consensus,,,,,,,,,3.9000000000000004,0.0,4565,148,4713
#347-26,gpt,,,,,,,,,2.1,0.0,4174,62,4236
#347-26,deepseek,,,,,,,,,3.28,0.0,3857,118,3975
#347-26,final_consensus,,,,,,,,,5.38,0.0,8031,180,8211
