id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#13-10,gpt,CD4+ level,,,,,,,,3.79,0,4455,132,4587
#13-10,deepseek,,,,,,,,,6.3,0,3897,256,4153
#13-10,final_consensus,CD4+ level,,,,,,,,10.09,0,8352,388,8740
#13-11,gpt,CD4+ level,,,,,,,,3.48,0,2206,131,2337
#13-11,deepseek,,,,,,,,,4.8,0,1941,216,2157
#13-11,final_consensus,CD4+ level,,,,,,,,8.28,0,4147,347,4494
#13-12,gpt,,,,,,,,,2.61,0,3837,103,3940
#13-12,deepseek,,,,,,,,,5.75,0,3548,279,3827
#13-12,final_consensus,,,,,,,,,8.36,0,7385,382,7767
#13-13,gpt,CD4+ level,,39.68,8.04,30,30.54,10.21,30,3.24,0,3054,113,3167
#13-13,deepseek,CD4+ level,,39.68,8.04,30,30.54,10.21,30,4.61,0,2748,211,2959
#13-13,final_consensus,CD4+ level,,39.68,8.04,30,30.54,10.21,30,7.8500000000000005,0,5802,324,6126
#13-14,gpt,CD4+ level,,,,,,,,3.14,0,3375,93,3468
#13-14,deepseek,,,,,,,,,4.14,0,3113,176,3289
#13-14,final_consensus,CD4+ level,,,,,,,,7.279999999999999,0,6488,269,6757
#13-15,gpt,CD4+ level (%) after treatment,,32.74,1.85,45,30.89,1.62,45,2.79,0,3898,124,4022
#13-15,deepseek,CD4+ (%),,32.74,1.85,45,30.89,1.62,45,6.55,0,3596,337,3933
#13-15,final_consensus,CD4+ level (%) after treatment,,32.74,1.85,45,30.89,1.62,45,9.34,0,7494,461,7955
#13-16,gpt,CD4+ level,,,,,,,,3.82,0,1311,135,1446
#13-16,deepseek,,,,,,,,,7.88,0,1163,372,1535
#13-16,final_consensus,CD4+ level,,,,,,,,11.7,0,2474,507,2981
#13-17,gpt,CD4+ level,,,,,,,,3.6,0,3049,122,3171
#13-17,deepseek,,,,,,,,,6.02,0,2761,276,3037
#13-17,final_consensus,CD4+ level,,,,,,,,9.62,0,5810,398,6208
#13-18,gpt,CD4+ level,,,,,,,,2.97,0,2852,87,2939
#13-18,deepseek,CD4+ level,,,,,,,,9.82,0,2563,554,3117
#13-18,final_consensus,CD4+ level,,,,,,,,12.790000000000001,0,5415,641,6056
#13-19,gpt,CD4+ level,,,,,,,,3.25,0,3003,95,3098
#13-19,deepseek,,,,,,,,,5.26,0,2704,269,2973
#13-19,final_consensus,CD4+ level,,,,,,,,8.51,0,5707,364,6071
#13-20,gpt,CD4+ level,,,,,,,,3.0,0,5177,87,5264
#13-20,deepseek,,,,,,,,,5.82,0,4397,287,4684
#13-20,final_consensus,CD4+ level,,,,,,,,8.82,0,9574,374,9948
#13-21,gpt,CD4+ level,,,,,,,,3.06,0,3058,90,3148
#13-21,deepseek,,,,,,,,,7.37,0,2698,322,3020
#13-21,final_consensus,CD4+ level,,,,,,,,10.43,0,5756,412,6168
#13-22,gpt,CD4+ level,,,,,,,,3.2,0,6023,84,6107
#13-22,deepseek,,,,,,,,,6.51,0,5693,325,6018
#13-22,final_consensus,CD4+ level,,,,,,,,9.71,0,11716,409,12125
#13-23,gpt,CD4+ level,,,,,,,,5.96,0,2644,83,2727
#13-23,deepseek,,,,,,,,,8.19,0,2411,391,2802
#13-23,final_consensus,CD4+ level,,,,,,,,14.149999999999999,0,5055,474,5529
#13-24,gpt,CD4+ (%),,42.4,2.5,53,36.2,1.9,47,4.12,0,4975,131,5106
#13-24,deepseek,CD4+(%),,42.4,2.5,53,36.2,1.9,47,5.21,0,4433,244,4677
#13-24,final_consensus,CD4+ (%),,42.4,2.5,53,36.2,1.9,47,9.33,0,9408,375,9783
#13-25,gpt,CD4+ level,,,,,,,,3.16,0,2444,87,2531
#13-25,deepseek,,,,,,,,,5.73,0,2153,244,2397
#13-25,final_consensus,CD4+ level,,,,,,,,8.89,0,4597,331,4928
#13-7,gpt,CD4+ level,,35.40,4.90,34,30.51,6.24,34,3.18,0,3288,127,3415
#13-7,deepseek,CD4+ level,,35.40,4.90,34,30.51,6.24,34,4.49,0,3008,242,3250
#13-7,final_consensus,CD4+ level,,35.40,4.90,34,30.51,6.24,34,7.67,0,6296,369,6665
#13-8,gpt,,,,,,,,,7.48,0,2717,113,2830
#13-8,deepseek,,,,,,,,,7.27,0,2410,336,2746
#13-8,final_consensus,,,,,,,,,14.75,0,5127,449,5576
#13-9,gpt,CD4+ level,,,,,,,,2.84,0,2276,92,2368
#13-9,deepseek,,,,,,,,,6.72,0,2175,348,2523
#13-9,final_consensus,CD4+ level,,,,,,,,9.559999999999999,0,4451,440,4891
